id_parlamentar_parlametria,id_proposicao,casa
1141488,aec2459e9c8fca94352e04a2e934e027,camara
1141496,870f208aac3f2ab198e962849fca98ad,camara
1141508,4b614be3c2b8afcd60b49785a1ce92d1,camara
1141537,bf906e4e69a3f0864cf079fc194eed1b,camara
1141562,f818cfd11513f851b61a064bc28f29aa,camara
1146307,2b181fecc8d5533ca1bc8eae0cf437b4,camara
1146788,812f6149a3a74434aff867d61a32ce30,camara
1151208,f2c29f05b428671905d898597aef608f,camara
1151208,f818cfd11513f851b61a064bc28f29aa,camara
1156190,0f925a3f704fcb3996b9e0201bc5d154,camara
1160509,ed6f34077089e3f83fd5c2cb406e4876,camara
1160512,cbc6c40c38f04d53d014838a413295af,camara
1160527,e0c50cfb097ef9953e6b0150f45c2afc,camara
1160528,cec80148002502e958d645a507a12a29,camara
1160530,f2c29f05b428671905d898597aef608f,camara
1160531,681e5415151f9276e56b77ba1550a9e1,camara
1160531,f2c29f05b428671905d898597aef608f,camara
1160532,3b6dd0da600695a3d7e6fc5c3b584a33,camara
1160543,5aa3bcbad7c4a5038f8d5b99b33e8e57,camara
1160557,f818cfd11513f851b61a064bc28f29aa,camara
1160559,808d2dec18bd60f246edc20df1cbe442,camara
1160569,9cc39bc2b73e450095983bfd19d7647a,camara
1160572,ed6f34077089e3f83fd5c2cb406e4876,camara
1160577,bf906e4e69a3f0864cf079fc194eed1b,camara
1160581,870f208aac3f2ab198e962849fca98ad,camara
1160587,203ae821fd25756d66f5961f719be16a,camara
1160587,958ba2f27eb42878399352c44598abcf,camara
1160598,8096677c0e523c92c8073934cb7bf402,camara
1160600,b37cb0bcc90da4930e8c49668bf2caf2,camara
1160602,490d8bafb1f613c96c4a5fbd56db931e,camara
1160632,2e862aba1df15c626a5f5278312aa5c1,camara
1160632,a86fb79b8cdf60b50748dc80882f2aed,camara
1160639,5cabaae949c9c7c500d5bd644285b2c5,camara
1160639,9cc39bc2b73e450095983bfd19d7647a,camara
1160639,f1656ffb5f8dadf7cc6c6ddd3e0cecab,camara
1160639,fe7cfbab57365f881a499a0d4d95377f,camara
1160654,bf906e4e69a3f0864cf079fc194eed1b,camara
1160664,dc24024849bfdd03178476fb3b0c3f0d,camara
1160665,5edfff7bec62f9662b697c104d3d1f06,camara
1160665,d8923c1efeaaa8ab34a2af3a42bf19a1,camara
1160666,5e6e5476f7d00e0cd38bc8442b8cca68,camara
1160673,74dc1d8875af5dffa1a2f4f57e2eb7dd,camara
1164360,d26f352fef06c4f1c63600e89c9f7935,camara
1167722,bf906e4e69a3f0864cf079fc194eed1b,camara
1178836,9246a2841eb5c14c0053fdc815a743f1,camara
1178836,a964162f7f1f44d64b551de56da95129,camara
1178853,f14428c128dd059d6ed898cbf8be3dbe,camara
1178854,ce8cae7ab2c17c6d6e4d29aaebb75ab1,camara
1178871,1daf3d58be348277eecf99a1ca8f9f56,camara
1178871,2f9960c5629a3e520b7b475dc6ccc4a9,camara
1178871,aca1d119ae12d7ac43b474e43990269e,camara
1178872,aec2459e9c8fca94352e04a2e934e027,camara
1178879,bff1e9a505d0eee2b74f80b3bd9977e2,camara
1178879,eb52361f73403caef7785ce143a01d47,camara
1178879,ed6f34077089e3f83fd5c2cb406e4876,camara
1178884,2bd49015a2f02da38beab1e1cdb1bc19,camara
1178884,5e6e5476f7d00e0cd38bc8442b8cca68,camara
1178884,8d3320d2fbc75a8cad93f633b52f2bc9,camara
1178884,f5e0338ac8e5f8a9d0ead038009b826d,camara
1178886,1daf3d58be348277eecf99a1ca8f9f56,camara
1178886,34d718f1cd9d10f46749a48041456be4,camara
1178887,5175aa16260ec51c9638958b632adcb3,camara
1178887,cec80148002502e958d645a507a12a29,camara
1178900,bf906e4e69a3f0864cf079fc194eed1b,camara
1178910,f2c29f05b428671905d898597aef608f,camara
1178911,808d2dec18bd60f246edc20df1cbe442,camara
1178913,fe7cfbab57365f881a499a0d4d95377f,camara
1178928,b5e4311d58efc78450865cadf4c4a3b5,camara
1178929,9246a2841eb5c14c0053fdc815a743f1,camara
1178933,bf906e4e69a3f0864cf079fc194eed1b,camara
1178946,490d8bafb1f613c96c4a5fbd56db931e,camara
1178956,e400f1f5f27d804050a4da32ecf2ed15,camara
1178959,16431d7a9f3e2ab42488d99b91d07cdb,camara
1178959,38e8b490483c3cf54027d9678f4884d5,camara
1178959,3c733e0c6299f5c2d644ab5ed4828ec4,camara
1178961,823b613cf5a86c818be7867ea92b4ffb,camara
1178962,490d8bafb1f613c96c4a5fbd56db931e,camara
1178964,b5e4311d58efc78450865cadf4c4a3b5,camara
1178970,aec2459e9c8fca94352e04a2e934e027,camara
1178975,e1e4186a587f29a0e6e91fd611b13900,camara
1178977,afc1b6b3de679e56bccdedb225dce0cb,camara
1178986,1f3dd954942a5e88c76a392418fc129a,camara
1178987,657ef36227791c5254b215bab785aaba,camara
1178989,f2d2c5386c8c09d26f45c9f06f1759b2,camara
1178990,aec2459e9c8fca94352e04a2e934e027,camara
1178992,dbe3f754a672289ad9d9e48018478b8e,camara
1178997,e7a4b00d4f2e39406d241c59a46b0c2e,camara
1185500,5e6e5476f7d00e0cd38bc8442b8cca68,camara
1198197,52fbfc4217000a8260578510bba8800f,camara
1204352,ce768bb965a4b3f6c4f86622714c0dfb,camara
1204356,a964162f7f1f44d64b551de56da95129,camara
1204359,6083bcf41dfec99a822e37bc640d2a06,camara
1204359,8d0d85a3d93b170bb35e8c0ed79abdaa,camara
1204364,1bc118369be59b1c53d00e2c3149ab77,camara
1204364,75a1da0a082cb8c60b964b93ea147ea4,camara
1204372,f11cbc363d206e4e8af8f64f771a519d,camara
1204374,fc822f1a70ffc888fe9986978337d54a,camara
1204379,57bcfab9c1b3965b0278b505cbb0443a,camara
1204379,89ce154e0c22c69479594f5718be7b1f,camara
1204381,bcac8696f03904da02918b8e7e260dd9,camara
1204381,f28567abb892a28f38ffa0003ee52e64,camara
1204386,1f3dd954942a5e88c76a392418fc129a,camara
1204396,4117c1b174df534da8eabf0023dce14e,camara
1204398,5aa3bcbad7c4a5038f8d5b99b33e8e57,camara
1204398,b0ceafc127cd211c3e90c39d88420219,camara
1204398,b2ae56cdec6ed79aced0fc616298d073,camara
1204398,d77e13a8515ed6b705a9e88fdf596582,camara
1204400,2ae0402adf09a509fb0d1d8a46280632,camara
1204400,fad9f9b739cc2bd58fce57262adc8f19,camara
1204404,bf906e4e69a3f0864cf079fc194eed1b,camara
1204406,d26f352fef06c4f1c63600e89c9f7935,camara
1204406,f72867fe07317d278761deada16140af,camara
1204419,ca18cce08364931e80459c151e29ab5a,camara
1204420,262fb68abec6bf8e898f7372ffd230ec,camara
1204420,9246a2841eb5c14c0053fdc815a743f1,camara
1204430,e087a128b8355eb9cacbd934f657ee2b,camara
1204436,468d219c7647daeb84fd141dc19ec13d,camara
1204436,70471370b5d39a9d782274b18c7c22f2,camara
1204449,fad9f9b739cc2bd58fce57262adc8f19,camara
1204450,5a7c98cbe272e1fa0b3e4fff8e0aa043,camara
1204450,71f3b86fed7ab60589b84eb94503b99c,camara
1204453,3d7bbefb81802e6577d581e3ce49931e,camara
1204456,addbe5cbcbff19307059328c20ca0475,camara
1204463,afc1b6b3de679e56bccdedb225dce0cb,camara
1204464,f236e211d1f86fb8afdf373d77a9c71c,camara
1204468,4492ccf132e8c3ddb2a0ab1a17f9071d,camara
1204484,2d3f7dcbde06c0a4f88f04216b0d4967,camara
1204488,490d8bafb1f613c96c4a5fbd56db931e,camara
1204494,35f1888d7d17cb65140aabe7b9f98534,camara
1204501,4d2aea0715f50ab13c6c52d52511b328,camara
1204503,4d2aea0715f50ab13c6c52d52511b328,camara
1204504,a8c14542283fc3ae070936db80e96f53,camara
1204510,0437f4175bdbdf08ac3dbb94b1190a36,camara
1204510,3b6dd0da600695a3d7e6fc5c3b584a33,camara
1204513,a964162f7f1f44d64b551de56da95129,camara
1204516,dfb9079d68d7469953b8b9d384fdae7a,camara
1204517,030edaf9011b1ce30f55f11ddb9a57c5,camara
1204517,a70f71abccd6b13c8242d76e33665f53,camara
1204517,b5e4311d58efc78450865cadf4c4a3b5,camara
1204518,1e036b9ab9a2f7914043632e7e4d6660,camara
1204523,788f344150ddd2488708be7472557efb,camara
1204523,7f622b17a6478422cb15a9f00c3e9287,camara
1204527,788f344150ddd2488708be7472557efb,camara
1204528,0bbd26eba72478c506ccef3f6be66b2d,camara
1204537,627993e6465b73a30b1e518f70ab0618,camara
1204537,aba9b5dca4b8402d6a9c0c248035af26,camara
1204540,71f3b86fed7ab60589b84eb94503b99c,camara
1204541,9104fcae3c644d1e87007b78bebd26b9,camara
1204544,28cb52b7b0bfd82744445d319ea2d215,camara
1204546,bc68ebfe9b8a371617b519da303e61f4,camara
1204549,62bb4cf52ca521ada6d5ef6fdf024589,camara
1204551,5d93fecd0a45c2404ec3222fbd759a3d,camara
1204555,f14428c128dd059d6ed898cbf8be3dbe,camara
1204556,70bf5c3f1efa7a5f875c455808b35bb7,camara
1204556,8a8931491373fe02d7f3619053002645,camara
1204560,659fb8d260231dc5f5a5b119abad355e,camara
1204575,aaef91922cf5e7a088f8d9a4abd80776,camara
1204576,bf906e4e69a3f0864cf079fc194eed1b,camara
1204576,e0c50cfb097ef9953e6b0150f45c2afc,camara
