id_parlamentar,casa,nome_eleitoral,partido,UF,tem twitter?,twitter,twitter2 (se houver),facebook (não conferido),nome_civil,fazendo
66828,câmara,FAUSTO PINATO,PP,SP,sim,Fausto_Pinato,faustopinato,https://www.facebook.com/faustopinato,FAUSTO RUY PINATO,feito
204477,câmara,FELÍCIO LATERÇA,PSL,RJ,não,,,https://www.facebook.com/feliciolatercarj/,FELÍCIO LATERÇA DE ALMEIDA,hadrizia
72442,câmara,FELIPE CARRERAS,PSB,PE,sim,felipecarreras,,,FELIPE AUGUSTO LYRA CARRERAS,feito
204398,câmara,FELIPE FRANCISCHINI,PSL,PR,sim,FFrancischini_,,,LUIS FELIPE BONATTO FRANCISCHINI,feito
204371,câmara,FELIPE RIGONI,PSB,ES,sim,rigoni_felipe,,,FELIPE RIGONI LOPES,feito
160666,câmara,FÉLIX MENDONÇA JÚNIOR,PDT,BA,sim,felixMendoncaJr,FelixMendoncaJr,https://www.facebook.com/felixjunior1234,FELIX DE ALMEIDA MENDONÇA JÚNIOR,feito
204407,câmara,FERNANDA MELCHIONNA,PSOL,RS,sim,fernandapsol,,,FERNANDA MELCHIONNA E SILVA,feito
141431,câmara,FERNANDO COELHO FILHO,DEM,PE,sim,FBCFilho,,https://www.facebook.com/fernandofilhope,FERNANDO BEZERRA DE SOUZA COELHO FILHO,feito
204445,câmara,FERNANDO MINEIRO,PT,RN,sim,mineiroptrn,,https://www.facebook.com/mineiroptrn/,FERNANDO WANDERLEY VARGAS DA SILVA,hadrizia
92699,câmara,FERNANDO MONTEIRO,PP,PE,sim,fmonteirope,,https://www.facebook.com/fernandomonteirope,FERNANDO MONTEIRO DE ALBUQUERQUE,nazareno
204427,câmara,FERNANDO RODOLFO,PR,PE,sim,fernandorodolfo,,,FERNANDO RODOLFO TENORIO DE VASCONCELOS,feito
204411,câmara,FILIPE BARROS,PSL,PR,sim,filipebarrost,,,FILIPE BARROS BAPTISTA DE TOLEDO RIBEIRO,feito
204354,câmara,FLÁVIA ARRUDA,PR,DF,sim,flaviaarrudadf,,https://www.facebook.com/FlaviaArrudaDF/,FLÁVIA CAROLINA PÉRES,hadrizia
160598,câmara,FLÁVIA MORAIS,PDT,GO,sim,depflaviamorais,,https://www.facebook.com/flavia.morais.714049,FLÁVIA CARREIRO ALBUQUERQUE MORAIS,feito
141434,câmara,FLAVIANO MELO,MDB,AC,sim,flaviano_melo,,https://www.facebook.com/flavianomelo15,FLAVIANO FLÁVIO BAPTISTA DE MELO,feito
191923,câmara,FLAVIO NOGUEIRA,PDT,PI,sim,flavionoguera,,https://www.facebook.com/flavionogueirapi/,FLÁVIO RODRIGUES NOGUEIRA,hadrizia
204447,câmara,FLORDELIS,PSD,RJ,sim,Flordelismk,,,FLORDELIS DOS SANTOS DE SOUZA,feito
204392,câmara,FRANCISCO JR.,PSD,GO,sim,franciscojr_go,,,FRANCISCO RODRIGUES VALE JUNIOR,feito
204510,câmara,FRANCO CARTAFINA,PHS,MG,sim,FrancoCartafina,,,FRANCO CARTAFINA GOMES,feito
204494,câmara,FRED COSTA,PATRI,MG,sim,fredcosta5133,,https://www.facebook.com/FredCostaDeputado/,FREDERICO BORGES DA COSTA,hadrizia
204393,câmara,FREI ANASTACIO RIBEIRO,PT,PB,sim,freianastacioal,,https://www.facebook.com/freianastaciopt/,ANTONIO RIBEIRO,itlao
115746,câmara,GELSON AZEVEDO,PR,RJ,não,,,https://www.facebook.com/pg/gelsonazevedooficial/,GELSON DE AZEVEDO ALMEIDA,hadrizia
160669,câmara,GENECIAS NORONHA,SOLIDARIEDADE,CE,sim,depgenecias,,https://www.facebook.com/Deputado-Federal-Genecias-Noronha-213910975288105,GENECIAS MATEUS NORONHA,feito
204473,câmara,GENERAL GIRÃO,PSL,RN,sim,GeneralGirao,,,ELIÉSER GIRÃO MONTEIRO FILHO,feito
204484,câmara,GENERAL PETERNELLI,PSL,SP,sim,GenPeternelli,,,ROBERTO SEBASTIÃO PETERNELLI JUNIOR,feito
204527,câmara,GENINHO ZULIANI,DEM,SP,sim,geninhozuliani,,,EUGENIO JOSÉ ZULIANI,feito
178966,câmara,GEOVANIA DE SÁ,PSDB,SC,sim,geovaniadesa,,https://www.facebook.com/geovaniasarodrigues,GEOVANIA DE SA RODRIGUES,feito
74374,câmara,GERALDO RESENDE,PSDB,MS,sim,dep_geraldo,,https://www.facebook.com/GeraldoResendeMS,GERALDO RESENDE PEREIRA,feito
204394,câmara,GERVÁSIO MAIA,PSB,PB,sim,gervasiomaia,,,GERVÁSIO AGRIPINO MAIA,feito
74383,câmara,GIACOBO,PR,PR,sim,fernandogiacobo,,https://www.facebook.com/fernandogiacobo,FERNANDO LÚCIO GIACOBO,feito
204575,câmara,GIL CUTRIM,PDT,MA,sim,gilcutrim,,,GILLIANO FRED NASCIMENTO CUTRIM,feito
204491,câmara,GILBERTO ABRAMO,PRB,MG,sim,gilbertoabramo,,,GILBERTO APARECIDO ABRAMO,feito
74270,câmara,GILBERTO NASCIMENTO,PSC,SP,sim,gilbertopsc20,,https://www.facebook.com/gilbertonascimento.psc20,GILBERTO NASCIMENTO SILVA,feito
204365,câmara,GILSON MARQUES,NOVO,SC,sim,gilsonmarques30,,,GILSON MARQUES VIEIRA,feito
160673,câmara,GIOVANI CHERINI,PR,RS,sim,giovanicherini,,https://www.facebook.com/deputadogiovanicherini,GIOVANI CHERINI,feito
178996,câmara,GIOVANI FELTES,MDB,RS,sim,GiovaniFeltes,,,GIOVANI BATISTA FELTES,feito
152605,câmara,GLAUBER BRAGA,PSOL,RJ,sim,Glauber_Braga,,https://www.facebook.com/glauber.braga1,GLAUBER DE MEDEIROS BRAGA,feito
204419,câmara,GLAUSTIN FOKUS,PSC,GO,sim,glaustinfokus,,,GLAUSKSTON BATISTA RIOS,feito
107283,câmara,GLEISI HOFFMANN,PT,PR,sim,gleisi,,,GLEISI HELENA HOFFMANN,feito
74419,câmara,GONZAGA PATRIOTA,PSB,PE,não,,,https://www.facebook.com/DepGonzagaPatriota,LUIZ GONZAGA PATRIOTA,nazareno
198197,câmara,GREYCE ELIAS,AVANTE,MG,não,,,https://www.facebook.com/greyce.elias/,GREYCE DE QUEIROZ ELIAS,gileade
204513,câmara,GUIGA PEIXOTO,PSL,SP,sim,zeguilherme_10,,,JOSÉ GUILHERME NEGRÃO PEIXOTO,feito
204531,câmara,GUILHERME DERRITE,PP,SP,sim,capitaoderrite,,https://www.facebook.com/capitaoderrite/,GUILHERME MURARO DERRITE,gileade
160667,câmara,GUILHERME MUSSI,PP,SP,sim,guilhermemussi,,https://www.facebook.com/deputadoguilhermemussi,GUILHERME MUSSI FERREIRA,feito
204442,câmara,GURGEL,PSL,RJ,sim,gurgelsoares,,https://www.facebook.com/gurgelsoaresrj/,JOÃO CARLOS SOARES GURGEL,gileade
73460,câmara,GUSTAVO FRUET,PDT,PR,sim,gustavofruet,,,GUSTAVO BONATO FRUET,feito
204408,câmara,GUSTINHO RIBEIRO,SOLIDARIEDADE,SE,sim,GustinhoRibeiro,,,LUIZ AUGUSTO CARVALHO RIBEIRO FILHO,feito
204456,câmara,GUTEMBERG REIS,MDB,RJ,sim,guth_reis,,,GUTEMBERG REIS DE OLIVEIRA,feito
204465,câmara,HAROLDO CATHEDRAL,PSD,RR,não,,,https://www.facebook.com/haroldocathedral/,HAROLDO ALVES CAMPOS,jair
204548,câmara,HEITOR FREIRE,PSL,CE,sim,HeitorFreireCE,,,HEITOR RODRIGO PEREIRA FREIRE,feito
178964,câmara,HEITOR SCHUCH,PSB,RS,sim,HeitorSchuch,,https://www.facebook.com/heitorschuchoficial,HEITOR JOSE SCHUCH,feito
178873,câmara,HELDER SALOMÃO,PT,ES,sim,heldersalomao,,https://www.facebook.com/helder.salomao.313,HELDER IGNACIO SALOMAO,feito
204373,câmara,HÉLIO COSTA,PRB,SC,sim,HelioCosta,,https://www.facebook.com/HelioCostaSC/,HÉLIO FRANCISCO DA COSTA,jair
178909,câmara,HÉLIO LEITE,DEM,PA,não,,,https://www.facebook.com/HelioLeite2525,HELIO LEITE DA SILVA,nazareno
204444,câmara,HELIO LOPES,PSL,RJ,sim,depheliolopes,,,HELIO FERNANDO BARBOSA LOPES,feito
73482,câmara,HENRIQUE FONTANA,PT,RS,sim,henriquefontana,,https://www.facebook.com/deputadohenriquefontana,HENRIQUE FONTANA JÚNIOR,feito
204539,câmara,HERCÍLIO COELHO DINIZ,MDB,MG,sim,herciliodiniz,,https://www.facebook.com/herciliocoelhodinizoficial/,HERCÍLIO ARAÚJO DINIZ FILHO,jair
178981,câmara,HERCULANO PASSOS,MDB,SP,sim,herculanopassos,,https://www.facebook.com/HerculanoPassos,HERCULANO CASTILHO PASSOS JUNIOR,feito
73772,câmara,HERMES PARCIANELLO,MDB,PR,sim,parcianello,,,HERMES PARCIANELLO,jair
178884,câmara,HILDO ROCHA,MDB,MA,sim,RochaHildorocha,,https://www.facebook.com/hildorocha1,HILDO AUGUSTO DA ROCHA NETO,feito
178959,câmara,HIRAN GONÇALVES,PP,RR,sim,deputadohiran,,https://www.facebook.com/DeputadoHiran,HIRAN MANUEL GONCALVES DA SILVA,feito
141450,câmara,HUGO LEAL,PSD,RJ,sim,dephugoleal,,https://www.facebook.com/hugo.leal.758,HUGO LEAL MELO DA SILVA,feito
160674,câmara,HUGO MOTTA,PRB,PB,sim,hugomottapb,,https://www.facebook.com/hugomottapb,HUGO MOTTA WANDERLEY DA NÓBREGA,feito
204533,câmara,IDILVAN ALENCAR,PDT,CE,sim,idilvan,,,ANTONIO IDILVAN DE LIMA ALENCAR,feito
204564,câmara,IGOR KANNÁRIO,PHS,BA,não,,,https://www.facebook.com/deputadoigorkannario/,ANDERSON MACHADO DE JESUS,feito
204508,câmara,IGOR TIMO,PODE,MG,sim,oficialigortimo,,,IGOR TARCIANO TIMO,feito
67138,câmara,IRACEMA PORTELLA,PP,PI,sim,iracemaportela,,https://www.facebook.com/iracemaportella,IRACEMA MARIA PORTELLA NUNES NOGUEIRA LIMA,feito
204436,câmara,ISNALDO BULHÕES JR.,MDB,AL,sim,bulhoesjr,,,ISNALDO BULHOES BARROS JUNIOR,feito
73531,câmara,IVAN VALENTE,PSOL,SP,sim,ivanvalente,,https://www.facebook.com/IvanValentePSOL,IVAN VALENTE,feito
74848,câmara,JANDIRA FEGHALI,PCdoB,RJ,sim,jandira_feghali,,https://www.facebook.com/sigajandira2,JANDIRA FEGHALI,feito
108338,câmara,JAQUELINE CASSOL,PP,RO,sim,jqcassol,,,DIRLAINE JAQUELINE CASSOL,feito
160672,câmara,JEAN WYLLYS,PSOL,RJ,sim,jeanwyllys_real,,https://www.facebook.com/jean.wyllys,JEAN WYLLYS DE MATOS SANTOS,feito
74273,câmara,JEFFERSON CAMPOS,PSB,SP,sim,DepJefferson,,https://www.facebook.com/PrJeffersonCampos,JEFFERSON ALVES DE CAMPOS,feito
160570,câmara,JERÔNIMO GOERGEN,PP,RS,sim,jeronimogoergen,,https://www.facebook.com/depjeronimogoergen,JERÔNIMO PIZZOLOTTO GOERGEN,feito
178839,câmara,JÉSSICA SALES,MDB,AC,não,,,https://www.facebook.com/pg/dep.jessicasales,JESSICA ROJAS SALES,nazareno
204435,câmara,JESUS SÉRGIO,PDT,AC,sim,jesussergioac,,https://www.facebook.com/deputadoJesusSergio12/,JESUS SERGIO DE MENEZES,jair
178842,câmara,JHC,PSB,AL,sim,JHC_40,,https://www.facebook.com/jhc,JOAO HENRIQUE HOLANDA  CALDAS,feito
160531,câmara,JHONATAN DE JESUS,PRB,RR,sim,jhonatan_djesus,,https://www.facebook.com/DepJhonatanJesus,JOHNATHAN PEREIRA DE JESUS,feito
74366,câmara,JOÃO CAMPOS,PRB,GO,sim,joaocamposdep,,https://www.facebook.com/deputadojoaocampos,JOÃO CAMPOS DE ARAÚJO,feito
141458,câmara,JOÃO CARLOS BACELAR,PR,BA,sim,,,https://www.facebook.com/joaobacelar2288,JOÃO CARLOS PAOLILO BACELAR FILHO,feito
178970,câmara,JOÃO DANIEL,PT,SE,sim,joaodanielPT,,https://www.facebook.com/deputadojoaodaniel,JOAO SOMARIVA DANIEL,feito
204429,câmara,JOÃO H. CAMPOS,PSB,PE,sim,joaocampos,,https://www.facebook.com/joaocampospsb/,JOÃO HENRIQUE DE ANDRADE LIMA CAMPOS,gileade
141459,câmara,JOÃO MAIA,PR,RN,sim,depjoaomaia,,https://www.facebook.com/joao.maia.581,JOÃO DA SILVA MAIA,feito
112437,câmara,JOÃO MARCELO SOUZA,MDB,MA,não,,,https://www.facebook.com/deputadojoaomarcelo,JOÃO MARCELO SANTOS SOUZA,nazareno
204576,câmara,JOÃO ROMA,PRB,BA,sim,joaoromaneto,,,JOÃO INÁCIO RIBEIRO ROMA NETO,feito
178910,câmara,JOAQUIM PASSARINHO,PSD,PA,sim,joaquimpassarin,passarinho5555,https://www.facebook.com/joaquimpassarinhooficial,JOAQUIM PASSARINHO PINTO DE SOUZA PORTO,feito
204468,câmara,JOENIA WAPICHANA,REDE,RR,sim,JoeniaWapichana,,,JOENIA BATISTA DE CARVALHO,feito
204546,câmara,JOICE HASSELMANN,PSL,SP,sim,joicehasselmann,,,JOICE CRISTINA HASSELMANN,feito
205550,câmara,JORGE BRAZ,PRB,RJ,sim,Jorge_Braz,,,JORGE BRAZ DE OLIVEIRA,feito
178857,câmara,JORGE SOLLA,PT,BA,sim,depjorgesolla,,https://www.facebook.com/depjorgesolla,JORGE JOSE SANTOS PEREIRA SOLLA,feito
141464,câmara,JOSÉ AIRTON FÉLIX CIRILO,PT,CE,sim,JoseAirtonPT,,https://www.facebook.com/Joseairtoncirilo,JOSÉ AIRTON FÉLIX CIRILO DA SILVA,feito
141470,câmara,JOSÉ GUIMARÃES,PT,CE,sim,guimaraes13PT,Dep_Guimaraes,https://www.facebook.com/DeputadoJoseGuimaraes,JOSÉ NOBRE GUIMARÃES,feito
204386,câmara,JOSE MARIO SCHREINER,DEM,GO,sim,SchreinerJose,,,JOSE MARIO SCHREINER,feito
204472,câmara,JOSÉ MEDEIROS,PODE,MT,sim,JoseMedeirosMT,,,JOSE ANTONIO DOS SANTOS MEDEIROS,feito
204391,câmara,JOSÉ NELTO,PODE,GO,sim,depjosenelto,,,JOSÉ NELTO LAGARES DAS MERCEZ,feito
160619,câmara,JOSÉ NUNES,PSD,BA,sim,JoseNunesDep,,https://www.facebook.com/deputadojosenunes,JOSÉ NUNES SOARES,feito
74079,câmara,JOSÉ PRIANTE,MDB,PA,sim,priante,,https://www.facebook.com/AgoraePriante,JOSÉ BENITO PRIANTE JÚNIOR,feito
204555,câmara,JOSÉ RICARDO,PT,AM,sim,ZeRicardoAM,,,JOSÉ RICARDO WENDLING,feito
74554,câmara,JOSÉ ROCHA,PR,BA,sim,joserocha_,,https://www.facebook.com/dep.joserocha,JOSÉ ALVES ROCHA,feito
74141,câmara,JOSIAS GOMES,PT,BA,sim,josiasgomesba,,https://www.facebook.com/josiasgomes1312,JOSIAS GOMES DA SILVA,feito
204563,câmara,JOSIMAR MARANHÃOZINHO,PR,MA,sim,josimarPR22,,,JOSIMAR CUNHA RODRIGUES,feito
204474,câmara,JUAREZ COSTA,MDB,MT,não,,,,JUAREZ ALVES DA COSTA,nazareno
204420,câmara,JULIAN LEMOS,PSL,PB,sim,JulianLemosopb1,,,GULLIEM CHARLES BEZERRA LEMOS,feito
74317,câmara,JÚLIO CESAR,PSD,PI,sim,DepJulioCesarPI,,https://www.facebook.com/depfederaljuliocesar,JÚLIO CÉSAR DE CARVALHO LIMA,feito
204372,câmara,JULIO CESAR RIBEIRO,PRB,DF,sim,JulioCesarRib,,,JULIO CESAR RIBEIRO,feito
73586,câmara,JÚLIO DELGADO,PSB,MG,sim,depjuliodelgado,,https://www.facebook.com/DeputadoJulioDelgado,JÚLIO CÉSAR DELGADO,feito
204457,câmara,JUNINHO DO PNEU,DEM,RJ,sim,JuninhodoPneu,,,ROGERIO TEIXEIRA JUNIOR,feito
204502,câmara,JÚNIOR BOZZELLA,PSL,SP,sim,juniorbozzella,,,NICOLINO BOZZELLA JUNIOR,feito
204497,câmara,JÚNIOR FERRARI,PSD,PA,não,,,https://www.facebook.com/juniorferrari5588/,JOÃO FERRARI JÚNIOR,gileade
204574,câmara,JUNIOR LOURENÇO,PR,MA,sim,junior_lourenco,,,JOSE LOURENÇO BONFIM JUNIOR,feito
204550,câmara,JÚNIOR MANO,PR,CE,sim,jrmano_,,,ANTÔNIO LUIZ RODRIGUES MANO JÚNIOR,feito
178886,câmara,JUSCELINO FILHO,DEM,MA,sim,DepJuscelino,,https://www.facebook.com/DepJuscelinoFilho,JOSE JUSCELINO DOS SANTOS REZENDE FILHO,feito
204536,câmara,KIM KATAGUIRI,DEM,SP,sim,kimpkat,,,KIM PATROCA KATAGUIRI,feito
151208,câmara,LAERCIO OLIVEIRA,PP,SE,sim,laerciofederal,,https://www.facebook.com/deputadolaerciooliveira,LAERCIO JOSÉ DE OLIVEIRA,feito
98057,câmara,LAFAYETTE DE ANDRADA,PRB,MG,sim,dep_lafayette,,,LAFAYETTE LUIZ DOORGAL DE ANDRADA,feito
160534,câmara,LAURIETE,PR,ES,sim,laurietecantora,,https://www.facebook.com/DeputadaFederalLauriete,LAURIETE RODRIGUES DE JESUS MALTA,feito
178832,câmara,LEANDRE,PV,PR,sim,Leandre4300,,https://www.facebook.com/LeandreOficial,LEANDRE DAL PONTE,feito
204375,câmara,LEDA SADALA,AVANTE,AP,sim,LedaSadala,,,LEDA MARIA SADALA BRITO,feito
204359,câmara,LÉO MORAES,PODE,RO,sim,DepLeoMoraes,,,LEONARDO BARRETO DE MORAES,nazareno
204547,câmara,LÉO MOTTA,PSL,MG,sim,leomotta_ofc,,https://www.facebook.com/leomottafederal/,ELIEL MÁRCIO DO CARMO,hadrizia
74156,câmara,LEONARDO MONTEIRO,PT,MG,sim,depleomonteiro,,https://www.facebook.com/depleomonteiro,JOSÉ LEONARDO COSTA MONTEIRO,feito
74299,câmara,LEÔNIDAS CRISTINO,PDT,CE,sim,joseleonidas,leonidas9099,https://www.facebook.com/Le%C3%B4nidas-Cristino-1271496449602306,JOSÉ LEÔNIDAS DE MENEZES CRISTINO,feito
92102,câmara,LEUR LOMANTO JÚNIOR,DEM,BA,sim,LeurLomantoJr,,,LEUR ANTONIO DE BRITTO LOMANTO JUNIOR,feito
139285,câmara,LÍDICE DA MATA,PSB,BA,sim,lidicedamata,,,LÍDICE DA MATA E SOUZA,feito
74585,câmara,LINCOLN PORTELA,PR,MG,sim,lincoln_portela,,https://www.facebook.com/deputadolincolnportela,LINCOLN DINIZ PORTELA,feito
204405,câmara,LIZIANE BAYER,PSB,RS,sim,LizianeBayer,,,LIZIANE BAYER DA COSTA,feito
204382,câmara,LOESTER TRUTIS,PSL,MS,sim,LTrutis,,,LOESTER CARLOS GOMES DE SOUZA,feito
196358,câmara,LOURIVAL GOMES,PSL,RJ,sim,lourivalgomesrj,,,LOURIVAL GOMES DE ALMEIDA,nazareno
204523,câmara,LUCAS GONZALEZ,NOVO,MG,sim,lucasvgonzalez,,,LUCAS DE VASCONCELOS GONZALEZ,feito
204404,câmara,LUCAS REDECKER,PSDB,RS,sim,LucasRedecker,,,LUCAS BELLO REDECKER,feito
178879,câmara,LUCAS VERGILIO,SOLIDARIEDADE,GO,sim,VergilioLucas77,,https://www.facebook.com/lucasvergilio7777,LUCAS DE CASTRO SANTOS,feito
74478,câmara,LUCIANO BIVAR,PSL,PE,sim,Bivar1717,,,LUCIANO CALDAS BIVAR,feito
178931,câmara,LUCIANO DUCCI,PSB,PR,sim,LucianoDucci,,https://www.facebook.com/LucianoDucci,LUCIANO DUCCI,feito
178954,câmara,LUCIO MOSQUINI,MDB,RO,sim,luciomosquini,,https://www.facebook.com/profile.php?id=100011438522684,LUCIO ANTONIO MOSQUINI,feito
204381,câmara,LUIS MIRANDA,DEM,DF,sim,LuisMirandaUSA,,,LUIS CLAUDIO FERNANDES MIRANDA,feito
160510,câmara,LUIS TIBÉ,AVANTE,MG,sim,LuisTibeOficial,,https://www.facebook.com/luistibe,LUIS HENRIQUE DE OLIVEIRA RESENDE,feito
204410,câmara,LUISA CANZIANI,PTB,PR,sim,luisa_canziani,,,LUISA CANZIANI DOS SANTOS SILVEIRA,feito
204448,câmara,LUIZ ANTÔNIO CORRÊA,DC,RJ,sim,depluizantonio,,,LUIZ ANTONIO DA COSTA CARVALHO CORREA DA SILVA,feito
160645,câmara,LUIZ CARLOS,PSDB,AP,sim,depluizcarlos,,https://www.facebook.com/deputadoheinze,LUIZ CARLOS GOMES DOS SANTOS JUNIOR,feito
204485,câmara,LUIZ CARLOS MOTTA,PR,SP,sim,lcm_motta,,,LUIZ CARLOS MOTTA,feito
204543,câmara,LUIZ FLÁVIO GOMES,PSB,SP,sim,professorLFG,,,LUIZ FLAVIO GOMES,feito
204455,câmara,LUIZ LIMA,PSL,RJ,sim,Oficialluizlima,,,LUIZ EDUARDO CARNEIRO DA SILVA DE SOUZA LIMA,feito
162332,câmara,LUIZ NISHIMORI,PR,PR,sim,luiznishimori,,https://www.facebook.com/nishimoriluiz,LUIZ HILOSHI NISHIMORI,feito
204526,câmara,LUIZ PHILIPPE DE ORLEANS E BRAGANÇA,PSL,SP,sim,lpbragancabr,,,LUIZ PHILIPPE DE ORLEANS BRAGANÇA,nazareno
74784,câmara,LUIZA ERUNDINA,PSOL,SP,sim,luizaerundina,,https://www.facebook.com/luizaerundina4021,LUIZA ERUNDINA DE SOUSA,feito
178866,câmara,LUIZIANNE LINS,PT,CE,sim,Luizianne13PT,,https://www.facebook.com/deputadaluiziannelins,LUIZIANNE DE OLIVEIRA LINS,feito
166402,câmara,MAGDA MOFATTO,PR,GO,sim,Magdamofatto,,https://www.facebook.com/MagdaMofatto.Goias,MAGDA MOFATTO HON,feito
204458,câmara,MAJOR FABIANA,PSL,RJ,sim,majorfabiana46,,,FABIANA SILVA DE SOUZA,feito
179587,câmara,MAJOR VITOR HUGO,PSL,GO,sim,MajorVitorHugo,,,VITOR HUGO DE ARAUJO ALMEIDA,feito
204469,câmara,MANUEL MARCOS,PRB,AC,sim,ascomdrmanuel,,https://pt-br.facebook.com/VereadorManuelMarcos/,MANUEL MARCOS CARVALHO DE MESQUITA,feito
204471,câmara,MARA ROCHA,PSDB,AC,sim,mararocha4545,,,CYLMARA FERNANDES DA ROCHA GRIPP,feito
156190,câmara,MARCEL VAN HATTEM,NOVO,RS,sim,marcelvanhattem,,,MARCEL VAN HATTEM,feito
179000,câmara,MARCELO ÁLVARO ANTÔNIO,PSL,MG,sim,Marceloalvaroan,,https://www.facebook.com/marceloalvaroantonio,MARCELO HENRIQUE TEIXEIRA DIAS,feito
146788,câmara,MARCELO ARO,PHS,MG,sim,marceloaro,,https://www.facebook.com/marceloaro,MARCELO GUILHERME DE ARO FERREIRA,feito
205863,câmara,MARCELO BRUM,PSL,RS,sim,Marcelobrumdep,,https://web.facebook.com/avozdocampo,MARCELO DE BRUM DA COSTA,feito
204433,câmara,MARCELO CALERO,PPS,RJ,sim,caleromarcelo,,,MARCELO CALERO FARIA GARCIA,feito
76874,câmara,MARCELO FREIXO,PSOL,RJ,sim,MarceloFreixo,,,MARCELO RIBEIRO FREIXO,feito
133810,câmara,MARCELO MORAES,PTB,RS,não,,,,MARCELO PIRES MORAES,feito
204558,câmara,MARCELO NILO,PSB,BA,sim,depmarcelonilo,,,JOSÉ MARCELO DO NASCIMENTO NILO,feito
204556,câmara,MARCELO RAMOS,PR,AM,sim,marceloramosam,,,MARCELO RAMOS RODRIGUES,feito
178983,câmara,MARCIO ALVINO,PR,SP,sim,AlvinoMarcio,,https://www.facebook.com/marcioalvino,MARCIO LUIZ ALVINO DE SOUZA,feito
179001,câmara,MÁRCIO BIOLCHI,MDB,RS,sim,marciobiolchi,,,MARCIO DELLA VALLE BIOLCHI,feito
81055,câmara,MÁRCIO JERRY,PCdoB,MA,sim,marciojerry,,,MÁRCIO JERRY SARAIVA BARROSO,feito
204452,câmara,MÁRCIO LABRE,PSL,RJ,sim,marciolabre,,,MÁRCIO DA SILVEIRA LABRE,feito
150418,câmara,MÁRCIO MARINHO,PRB,BA,sim,dpmarciomarinho,,https://www.facebook.com/marciomarinhopolitico,MÁRCIO CARLOS MARINHO,feito
204522,câmara,MARCO BERTAIOLLI,PSD,SP,sim,MarcoBertaiolli,,,MARCO AURELIO BERTAIOLLI,feito
160535,câmara,MARCON,PT,RS,sim,depmarcon,,https://www.facebook.com/Marcon-Deputado-730105823714253,DIONILSO MATEUS MARCON,feito
204431,câmara,MARCOS AURÉLIO SAMPAIO,MDB,PI,sim,MarcosA_Sampaio,,,MARCOS AURÉLIO  PÁDUA RIBEIRO GONÇALVES DE SAMPAIO,feito
204506,câmara,MARCOS PEREIRA,PRB,SP,sim,marcospereira04,,,MARCOS ANTONIO PEREIRA,feito
204430,câmara,MARGARETE COELHO,PP,PI,sim,MargaretCoelho,,,MARGARETE DE CASTRO COELHO,feito
171619,câmara,MARGARIDA SALOMÃO,PT,MG,sim,JFMargarida,,https://www.facebook.com/jfmargarida,MARIA MARGARIDA MARTINS SALOMÃO,feito
74398,câmara,MARIA DO ROSÁRIO,PT,RS,sim,mariadorosario,,https://www.facebook.com/DeputadaMariaDoRosario,MARIA DO ROSÁRIO NUNES,feito
204540,câmara,MARIA ROSAS,PRB,SP,sim,depmariarosas,,,MARIA DO PARTO MENDES ROSAS,feito
178956,câmara,MARIANA CARVALHO,PSDB,RO,sim,DeputadaMariana,,https://www.facebook.com/marianacarvalho45,MARIANA FONSECA RIBEIRO CARVALHO DE MORAES,feito
204428,câmara,MARÍLIA ARRAES,PT,PE,sim,MariliaArraes,,,MARÍLIA VALENÇA ROCHA ARRAES DE ALENCAR,feito
204432,câmara,MARINA SANTOS,SOLIDARIEDADE,PI,não,,,https://web.facebook.com/vamosjuntosrenovar,MARINA SANTOS BATISTA DIAS,feito
74158,câmara,MÁRIO HERINGER,PDT,MG,sim,mario_heringer,,https://www.facebook.com/mario.heringer,MÁRIO LÚCIO HERINGER,feito
178858,câmara,MÁRIO NEGROMONTE JR.,PP,BA,sim,depnegromontejr,,https://www.facebook.com/mario.negromontejunior,MARIO SILVIO MENDES NEGROMONTE JUNIOR,feito
204403,câmara,MARLON SANTOS,PDT,RS,sim,deputado_marlon,,https://pt-br.facebook.com/MarlonSantosCachoeira/,MARLON ARATOR SANTOS DA ROSA,feito
204566,câmara,MARRECA FILHO,PATRI,MA,sim,depmarrecafilho,,,ANTONIO DA CRUZ FILGUEIRA NETO,feito
178843,câmara,MARX BELTRÃO,PSD,AL,não,,,https://pt-br.facebook.com/MarxBeltrao/,MARX BELTRÃO LIMA SIQUEIRA,feito
75431,câmara,MAURÍCIO DZIEDRICKI,PTB,RS,sim,mauricioptbrs,,,MAURÍCIO ALEXANDRE DZIEDRICKI,feito
204486,câmara,MAURO BENEVIDES FILHO,PDT,CE,sim,mauro_bfilho,,https://www.facebook.com/maurobffilho/,CARLOS MAURO BENEVIDES FILHO,caio
74749,câmara,MAURO LOPES,MDB,MG,sim,depmaurolopes,,https://www.facebook.com/familiamaurolopes,MAURO RIBEIRO LOPES,feito
141508,câmara,MAURO NAZIF,PSB,RO,sim,drmauronazif,,https://www.facebook.com/maurorasul,MAURO NAZIF RASUL,feito
178985,câmara,MIGUEL LOMBARDI,PR,SP,sim,DMiguellombardi,,https://www.facebook.com/miguellombardi.deputadofederal,MIGUEL LOMBARDI,feito
154178,câmara,MILTON VIEIRA,PRB,SP,sim,DepMiltonVieira,,,MILTON VIEIRA PINTO,feito
