username,nome,id_parlamentar,casa,source,classificacao
monicabergamo,Mônica Bergamo,NA,NA,gps_folha,jornalistacolunista
midianinja,Mídia NINJA,NA,NA,gps_folha,midia
cnnbrasil,CNN Brasil,NA,NA,gps_folha,midia
o_antagonista,O Antagonista,NA,NA,gps_folha,midia
andrizek,André Rizek,NA,NA,gps_folha,jornalistacolunista;esporte
miltonneves,Milton Neves,NA,NA,gps_folha,jornalistacolunista
nathfinancas,Nath Finanças,NA,NA,gps_folha,comentaristaspoliticos
euclarice,Clarice Falcão,NA,NA,gps_folha,artistas
senadofederal,Senado Federal,NA,NA,gps_folha,instituicoesfederais
xicosa,xico sá,NA,NA,gps_folha,jornalistacolunista
deltanmd,Deltan Dallagnol,NA,NA,gps_folha,justica
elpais_brasil,EL PAÍS Brasil,NA,NA,gps_folha,midia
roxmo,Roger Rocha Moreira,NA,NA,gps_folha,artistas
planalto,Planalto,NA,NA,gps_folha,instituicoesfederais
anapaulavolei,Ana Paula Henkel,NA,NA,gps_folha,esporte
rachelsherazade,Rachel Sheherazade,NA,NA,gps_folha,jornalistacolunista;canaisyoutube
fmourabrasil,Felipe Moura Brasil,NA,NA,gps_folha,jornalistacolunista;canaisyoutube
andreiasadi,Andréia Sadi,NA,NA,gps_folha,jornalistacolunista
minsaude,Ministério da Saúde,NA,NA,gps_folha,instituicoesfederais
odecarvalho,Olavo de Carvalho,NA,NA,gps_folha,comentaristaspoliticos
augustosnunes,Augusto Nunes,NA,NA,gps_folha,jornalistacolunista
diimabr,Dilma Bolada,NA,NA,gps_folha,comentaristaspoliticos
camaradeputados,Câmara dos Deputados,NA,NA,gps_folha,instituicoesfederais
mpf_pgr,MP Federal,NA,NA,gps_folha,instituicoesfederais;justica
gen_villasboas,General Villas Boas,NA,NA,gps_folha,NA
damaresalves,Damares Alves,NA,NA,gps_folha,ministrosbolsonaro;politico
reinaldoazevedo,Reinaldo Azevedo,NA,NA,gps_folha,jornalistacolunista
abrahamweint,Abraham Weintraub,NA,NA,gps_folha,ministrosbolsonaro;politico
joaquimboficial,Joaquim Barbosa,NA,NA,gps_folha,justica
lacerda,łคcεяdค,NA,NA,gps_folha,comentaristaspoliticos
radiobandnewsfm,Rádio BandNews FM,NA,NA,gps_folha,midia
cristilobo,Cristiana Lôbo,NA,NA,gps_folha,jornalistacolunista
gen_heleno,General Heleno,NA,NA,gps_folha,ministrosbolsonaro;politico
brunozor,brino,NA,NA,gps_folha,comentaristaspoliticos
caitomainier,Pedro Resedá,NA,NA,gps_folha,comentaristaspoliticos
justicagovbr,Ministério da Justiça e Segurança Pública,NA,NA,gps_folha,instituicoesfederais;justica
historianopaint,História No Paint,NA,NA,gps_folha,comentaristaspoliticos
revistapiaui,revista piauí,NA,NA,gps_folha,midia
zehdeabreu,José de Abreu,NA,NA,gps_folha,artistas
joaoamoedonovo,João Amoêdo,NA,NA,gps_folha,candidatospresidente18;politico
slpng_giants_pt,Sleeping Giants Brasil,NA,NA,gps_folha,NA
danielsfurlan,Daniel Furlan,NA,NA,gps_folha,comentaristaspoliticos
stjnoticias,STJ,NA,NA,gps_folha,instituicoesfederais
titimuller,titi müller,NA,NA,gps_folha,comentaristaspoliticos
ernestofaraujo,Ernesto Araújo,NA,NA,gps_folha,ministrosbolsonaro;politico
lhmandetta,Henrique Mandetta,NA,NA,gps_folha,ministrosbolsonaro;politico
eikebatista,Eike Batista Oficial,NA,NA,gps_folha,comentaristaspoliticos
veramagalhaes,Vera Magalhães,NA,NA,gps_folha,jornalistacolunista
gcamarotti,Gerson Camarotti,NA,NA,gps_folha,jornalistacolunista
blogdonoblat,Blog do Noblat,NA,NA,gps_folha,jornalistacolunista
jdoriajr,João Doria,NA,NA,gps_folha,governador;politico
cariocadelegado,Carioca Marvio Lucio,NA,NA,gps_folha,comentaristaspoliticos
chico_pinheiro,Chico Pinheiro,NA,NA,gps_folha,jornalistacolunista
tarcisiogdf,Tarcísio Gomes de Freitas,NA,NA,gps_folha,ministrosbolsonaro;politico
yurimarcal,Jesus,NA,NA,gps_folha,comentaristaspoliticos
veraholtzirreal,Vera Holtz,NA,NA,gps_folha,comentaristaspoliticos
tvcultura,TV Cultura,NA,NA,gps_folha,midia
blogdojuca,Juca Kfouri,NA,NA,gps_folha,jornalistacolunista
magnomalta,magno malta,NA,NA,gps_folha,outrospoliticos;politico
janainadobrasil,Janaina Paschoal,NA,NA,gps_folha,outrospoliticos;politico
greenpeacebr,Greenpeace Brasil,NA,NA,gps_folha,NA
micheltemer,Michel Temer,NA,NA,gps_folha,presidentes;politico
leandroramos,Leandro Ramos,NA,NA,gps_folha,comentaristaspoliticos
ricamconsult,Ricardo Amorim,NA,NA,gps_folha,jornalistacolunista
juninhope08,Juninho Pernambucano,NA,NA,gps_folha,esporte
cnj_oficial,CNJ,NA,NA,gps_folha,instituicoesfederais
conexaopolitica,Conexão Política,NA,NA,gps_folha,midia
leandraleal,Leandra Leal 🇧🇷🏴,NA,NA,gps_folha,artistas
luciano_hang,NA,NA,NA,gps_folha,comentaristaspoliticos
pastormalafaia,Silas Malafaia,NA,NA,gps_folha,comentaristaspoliticos
leojaime,Leo Jaime 🇧🇷❤️,NA,NA,gps_folha,artistas
anterogreco,Antero Greco,NA,NA,gps_folha,jornalistacolunista;esporte
observatorio,Observatório da Imprensa,NA,NA,gps_folha,midia
fab_oficial,Força Aérea Brasileira 🇧🇷,NA,NA,gps_folha,instituicoesfederais
monicawaldvogel,🏴Mônica Waldvogel,NA,NA,gps_folha,jornalistacolunista
mblivre,MBL - Movimento Brasil Livre 🇧🇷,NA,NA,gps_folha,NA
ancelmocom,Ancelmo.Com,NA,NA,gps_folha,jornalistacolunista
catracalivre,Catraca Livre,NA,NA,gps_folha,midia
laertecoutinho1,Laerte Coutinho,NA,NA,gps_folha,artistas
defesagovbr,Ministério da Defesa,NA,NA,gps_folha,instituicoesfederais
benebarbosa_mvb,Bene Barbosa,NA,NA,gps_folha,comentaristaspoliticos
arthurmoledoval,Arthur do Val - Mamaefalei,NA,NA,gps_folha,candidatoprefeituracapital;canaisyoutube;politico
flaviodino,Flávio Dino 🇧🇷,NA,NA,gps_folha,governador;politico
marmilbr,Marinha do Brasil,NA,NA,gps_folha,instituicoesfederais
mineconomia,Ministério da Economia,NA,NA,gps_folha,instituicoesfederais
jornaldobrasil,Jornal do Brasil,NA,NA,gps_folha,midia
gfiuza_oficial,Guilherme Fiuza,NA,NA,gps_folha,jornalistacolunista
esuplicy,Eduardo Suplicy,NA,NA,gps_folha,outrospoliticos;politico
leolins,Léo Lins,NA,NA,gps_folha,artistas
demori,Leandro Demori,NA,NA,gps_folha,jornalistacolunista
jnflesch,José Norberto Flesch,NA,NA,gps_folha,jornalistacolunista
villamarcovilla,Marco Antonio Villa,NA,NA,gps_folha,jornalistacolunista
mariana_godoy,Mariana Godoy,NA,NA,gps_folha,jornalistacolunista
allantercalivre,NA,NA,NA,gps_folha,jornalistacolunista
astro_pontes,Marcos Pontes,NA,NA,gps_folha,ministrosbolsonaro;politico
opropriolavo,Olavo de Carvalho,NA,NA,gps_folha,comentaristaspoliticos
jairmearrependi,"jairmearrependi, uma naja mostrando as garras",NA,NA,gps_folha,comentaristaspoliticos
caetanoveloso,Caetano Veloso,NA,NA,gps_folha,artistas
rsallesmma,Ricardo Salles MMA,NA,NA,gps_folha,ministrosbolsonaro;politico
astridfontenell,astridfontenelle,NA,NA,gps_folha,jornalistacolunista
bernardopkuster,NA,NA,NA,gps_folha,canaisyoutube
ptbrasil,PT Brasil,NA,NA,gps_folha,partidos
rconstantino,Rodrigo Constantino,NA,NA,gps_folha,jornalistacolunista
j_livres,Jornalistas Livres,NA,NA,gps_folha,midia
filgmartin,Filipe G. Martins,NA,NA,gps_folha,outrospoliticos;politico
datenaoficial,Datena,NA,NA,gps_folha,jornalistacolunista
arthurweint,Arthur Weintraub,NA,NA,gps_folha,comentaristaspoliticos
gauchazh,GaúchaZH,NA,NA,gps_folha,midia
euleodias,LeoDias,NA,NA,gps_folha,jornalistacolunista
leandroruschel,Leandro Ruschel,NA,NA,gps_folha,comentaristaspoliticos
chicobarney,Chico Barney,NA,NA,gps_folha,jornalistacolunista
lf_ponde,Luiz Felipe Pondé,NA,NA,gps_folha,jornalistacolunista
mcbretas,Marcelo Bretas,NA,NA,gps_folha,justica
geracaodevalor,Flávio Augusto,NA,NA,gps_folha,comentaristaspoliticos
estadaopolitica,Política Estadão,NA,NA,gps_folha,midia
geraldoalckmin,Geraldo Alckmin,NA,NA,gps_folha,candidatospresidente18;politico
alfinetepeixoto,AlfineteTV,NA,NA,gps_folha,comentaristaspoliticos
joaquinteixeira,Joaquin Teixeira,NA,NA,gps_folha,comentaristaspoliticos
diogomainardi,diogomainardi,NA,NA,gps_folha,jornalistacolunista
tsejusbr,TSE,NA,NA,gps_folha,instituicoesfederais
kaiquebritor,kaique,NA,NA,gps_folha,comentaristaspoliticos
revistaterca,Revista Terça Livre,NA,NA,gps_folha,midia;canaisyoutube
onubrasil,ONU Brasil,NA,NA,gps_folha,NA
desesquerdizada,Caneta Desesquerdizadora,NA,NA,gps_folha,canaisyoutube
foiha_sp,Falha de S.Paulo,NA,NA,gps_folha,comentaristaspoliticos
oglobopolitica,O Globo Brasil,NA,NA,gps_folha,midia
ricaperrone,Rica Perrone,NA,NA,gps_folha,jornalistacolunista;esporte
boletimcoppolla,Caio Coppolla,NA,NA,gps_folha,jornalistacolunista
nexojornal,Nexo Jornal,NA,NA,gps_folha,midia
eduardojorge,Eduardo Jorge,NA,NA,gps_folha,outrospoliticos;politico
marcelorubens,Marcelo Rubens Paiva,NA,NA,gps_folha,jornalistacolunista
renovamidia,RENOVA,NA,NA,gps_folha,midia
malvados,André Dahmer,NA,NA,gps_folha,artistas
silviolual,Silvio Almeida,NA,NA,gps_folha,comentaristaspoliticos
sen_cristovam,Cristovam Buarque,NA,NA,gps_folha,outrospoliticos;politico
natalyneri,Nátaly Neri,NA,NA,gps_folha,comentaristaspoliticos
mec_comunicacao,Ministério da Educação,NA,NA,gps_folha,instituicoesfederais
blogdosakamoto,Leonardo Sakamoto,NA,NA,gps_folha,jornalistacolunista
tercalivre,Portal Terça Livre,NA,NA,gps_folha,midia
ronaldocaiado,Ronaldo Caiado,NA,NA,gps_folha,senadores;governador;politico
safbf,Sabrina Fernandes,NA,NA,gps_folha,canaisyoutube
conversaafiada,TV Afiada,NA,NA,gps_folha,jornalistacolunista
jovempannews,Jovem Pan News,NA,NA,gps_folha,midia
govbr,Governo do Brasil,NA,NA,gps_folha,NA
aguinaldaosilva,aguinaldo silva,NA,NA,gps_folha,artistas
kennedyalencar,Kennedy Alencar,NA,NA,gps_folha,jornalistacolunista
bicmuller,BIC MÜLLER,NA,NA,gps_folha,comentaristaspoliticos
xadrezverbal,Xadrez Verbal,NA,NA,gps_folha,comentaristaspoliticos
petrobras,Petrobras,NA,NA,gps_folha,instituicoesfederais
folha_poder,Folha Poder,NA,NA,gps_folha,midia
lucianagenro,Luciana Genro,NA,NA,gps_folha,outrospoliticos;politico
lobaoeletrico,Lobão,NA,NA,gps_folha,canaisyoutube;artistas
luisnassif,Luis Nassif,NA,NA,gps_folha,jornalistacolunista
petracostal,Petra Costa,NA,NA,gps_folha,artistas
leonardoboff,Leonardo Boff,NA,NA,gps_folha,comentaristaspoliticos
agencialupa,Agência Lupa,NA,NA,gps_folha,midia
psol50,PSOL 50,NA,NA,gps_folha,partidos
carvalhosamo,Modesto Carvalhosa,NA,NA,gps_folha,comentaristaspoliticos
bandjornalismo,Band Jornalismo,NA,NA,gps_folha,midia
rosana,Rosana Hermann,NA,NA,gps_folha,comentaristaspoliticos
beltraomaria,Maria Beltrão,NA,NA,gps_folha,jornalistacolunista
delucca,William De Lucca,NA,NA,gps_folha,canaisyoutube
raulchequer,Raul Chequer,NA,NA,gps_folha,comentaristaspoliticos
clapiclapiclapi,clarissa,NA,NA,gps_folha,comentaristaspoliticos
correio,Correio Braziliense,NA,NA,gps_folha,midia
francischini_,DelegadoFrancischini,NA,NA,gps_folha,candidatoprefeituracapital;outrospoliticos;politico
andretrig,André Trigueiro,NA,NA,gps_folha,jornalistacolunista
louieponto,louie ponto,NA,NA,gps_folha,canaisyoutube
brumelianebrum,Eliane Brum,NA,NA,gps_folha,jornalistacolunista
alexandrekalil,Alexandre Kalil,NA,NA,gps_folha,prefeitocapitais;candidatoprefeituracapital;politico
brunnosarttori,Bruno Sartori,NA,NA,gps_folha,comentaristaspoliticos
radaronline,Radar,NA,NA,gps_folha,jornalistacolunista
vicebrasil,VICE BRASIL,NA,NA,gps_folha,midia
jrguzzofatos,jrguzzo,NA,NA,gps_folha,jornalistacolunista
revistaforum,Revista Fórum,NA,NA,gps_folha,midia
somosalianca,Aliança pelo Brasil,NA,NA,gps_folha,partidos
jotainfo,JOTA,NA,NA,gps_folha,midia
brasil247,Brasil 247,NA,NA,gps_folha,midia
anttrindade,maria capitolina,NA,NA,gps_folha,comentaristaspoliticos
partidonovo30,NOVO 30,NA,NA,gps_folha,partidos
jose_neumanne,José Nêumanne Pinto,NA,NA,gps_folha,jornalistacolunista
cbnoficial,Rádio CBN,NA,NA,gps_folha,midia
anaamelialemos,Ana Amélia Lemos,NA,NA,gps_folha,outrospoliticos;politico
ecantanhede,Eliane Cantanhêde,NA,NA,gps_folha,jornalistacolunista
lucasrohan,Lucas Rohan,NA,NA,gps_folha,jornalistacolunista
chico_psol,Chico Alencar,NA,NA,gps_folha,outrospoliticos;politico
aosfatos,Aos Fatos,NA,NA,gps_folha,midia
cynaramenezes,cynara menezes,NA,NA,gps_folha,jornalistacolunista
caixa,Caixa,NA,NA,gps_folha,instituicoesfederais
savagefiction,Ale Santos,NA,NA,gps_folha,jornalistacolunista
fernandoholiday,Fernando Holiday 🇧🇷,NA,NA,gps_folha,outrospoliticos;politico
g1politica,G1 - Política,NA,NA,gps_folha,midia
congemfoco,Congresso em Foco,NA,NA,gps_folha,midia
mauriciostycer,Mauricio Stycer,NA,NA,gps_folha,jornalistacolunista
lauraabcarvalho,Laura Carvalho,NA,NA,gps_folha,jornalistacolunista
jorgepontual,Jorge Pontual,NA,NA,gps_folha,jornalistacolunista
gmonteirorj,Gabriel Monteiro,NA,NA,gps_folha,canaisyoutube
lelispatricia,Patrícia Lélis 🇧🇷,NA,NA,gps_folha,comentaristaspoliticos
caroldetoni,Caroline De Toni,204369,câmara,gps_folha,deputadosfederais;politico
ledanagle,Leda Nagle,NA,NA,gps_folha,jornalistacolunista
cecillia,Cecília Olliveira,NA,NA,gps_folha,jornalistacolunista
olavoopressor,Olavo de Carvalho,NA,NA,gps_folha,comentaristaspoliticos
andreazzaeditor,Carlos Andreazza,NA,NA,gps_folha,jornalistacolunista
natuzanery,Natuza Nery,NA,NA,gps_folha,jornalistacolunista
alexnero,Nero,NA,NA,gps_folha,canaisyoutube
advocaciageral,AGU,NA,NA,gps_folha,instituicoesfederais
sensoinc,Senso Incomum ⚓,NA,NA,gps_folha,midia;canaisyoutube
anapaulaaraujo,Ana Paula Araújo,NA,NA,gps_folha,jornalistacolunista
prevtrabalho,Previdência e Trabalho,NA,NA,gps_folha,instituicoesfederais
camposmello,Patricia Campos Mello,NA,NA,gps_folha,jornalistacolunista
tvbrasil,TV Brasil,NA,NA,gps_folha,instituicoesfederais;midia
flaviaol,Flávia Oliveira,NA,NA,gps_folha,jornalistacolunista
fhc,Fernando Henrique Cardoso,NA,NA,gps_folha,presidentes;politico
ricardovelez,Ricardo Vélez,NA,NA,gps_folha,ministrosbolsonaro;politico
barbaragancia,Barbara Gancia,NA,NA,gps_folha,jornalistacolunista
jornalismowando,JornalismoWando,NA,NA,gps_folha,jornalistacolunista
revistatrip,Trip,NA,NA,gps_folha,midia
sbtjornalismo,SBT Jornalismo,NA,NA,gps_folha,midia
culturagovbr,Secretaria Especial da Cultura,NA,NA,gps_folha,instituicoesfederais
itamaratygovbr,Itamaraty Brasil 🇧🇷,NA,NA,gps_folha,instituicoesfederais
claudioedantas,Claudio Dantas,NA,NA,gps_folha,jornalistacolunista
receitafederal,Receita Federal,NA,NA,gps_folha,instituicoesfederais
corrupcaomemes,Corrupção Brasileira Memes,NA,NA,gps_folha,canaisyoutube
wilsonwitzel,Wilson Witzel,NA,NA,gps_folha,governador;politico
realsardenberg,Carlos A. Sardenberg,NA,NA,gps_folha,jornalistacolunista
bancodobrasil,Banco do Brasil,NA,NA,gps_folha,instituicoesfederais
gilmarmendes,Gilmar Mendes,NA,NA,gps_folha,justica
lindberghfarias,Lindbergh Farias,NA,NA,gps_folha,outrospoliticos;politico
agenciapublica,Agência Pública,NA,NA,gps_folha,midia
etironi,Eduardo Tironi,NA,NA,gps_folha,jornalistacolunista
vozdacomunidade,Voz das Comunidades ✊🏿,NA,NA,gps_folha,midia
luizguiprado,Luiz Guilherme Prado,NA,NA,gps_folha,comentaristaspoliticos
cabodaciolo,Deputado Cabo Daciolo,NA,NA,gps_folha,candidatospresidente18;politico
elikatakimoto,Elika Takimoto,NA,NA,gps_folha,comentaristaspoliticos
buzzfeednewsbr,BuzzFeedNewsBR,NA,NA,gps_folha,midia
ailtonbenedito,🇧🇷Ailton Benedito,NA,NA,gps_folha,justica
georgmarques,George Marques 🏡🇧🇷,NA,NA,gps_folha,jornalistacolunista
romeuzema,Romeu Zema,NA,NA,gps_folha,governador;politico
amendoncamjsp,André Mendonça,NA,NA,gps_folha,ministrosbolsonaro;politico
iadroes,LADRÕES SE DANDO MAL,NA,NA,gps_folha,NA
mussumalive,Mussum Alive,NA,NA,gps_folha,canaisyoutube
haddaddebochado,Haddad Debochado 🇧🇷🏡,NA,NA,gps_folha,comentaristaspoliticos
folhailustrada,Folha Ilustrada,NA,NA,gps_folha,midia
taoquei1,TeAtualizei 🇧🇷👊🏻❤️,NA,NA,gps_folha,comentaristaspoliticos
amandafaudi,Amanda Audi,NA,NA,gps_folha,jornalistacolunista
leilaneneubarth,Leilane Neubarth,NA,NA,gps_folha,jornalistacolunista
lolaescreva,Lola Aronovich,NA,NA,gps_folha,comentaristaspoliticos
mizanzuk,Ivan Mizanzuk,NA,NA,gps_folha,jornalistacolunista
jornalbsm,Brasil Sem Medo,NA,NA,gps_folha,midia
luislacombereal,luis.lacombe,NA,NA,gps_folha,jornalistacolunista
mauricioricardo,Maurício Ricardo,NA,NA,gps_folha,comentaristaspoliticos
bob_fernandes,Bob Fernandes,NA,NA,gps_folha,jornalistacolunista;canaisyoutube
laurojardim,Lauro Jardim,NA,NA,gps_folha,jornalistacolunista
meteoro_br,Meteoro BR,NA,NA,gps_folha,canaisyoutube
alex_borges,Alexandre Borges,NA,NA,gps_folha,jornalistacolunista
soniabridi,Sônia Bridi,NA,NA,gps_folha,jornalistacolunista
vemprarua_br,Vem Pra Rua Brasil 🇧🇷,NA,NA,gps_folha,NA
henrybugalho,Henry Bugalho,NA,NA,gps_folha,canaisyoutube
moura_101,Nando Moura_Oficial,NA,NA,gps_folha,canaisyoutube
zdoficial,Zélia Duncan 🏳️‍🌈,NA,NA,gps_folha,artistas
jujuca1987,Joanna Maranhão,NA,NA,gps_folha,esporte
cguonline,Controladoria-Geral da União (CGU),NA,NA,gps_folha,instituicoesfederais
brasil_paralelo,Brasil Paralelo,NA,NA,gps_folha,midia
vinheteiro,Lord Vinheteiro,NA,NA,gps_folha,comentaristaspoliticos
depretas,Gabi Oliveira,NA,NA,gps_folha,comentaristaspoliticos
minfraestrutura,Ministério da Infraestrutura,NA,NA,gps_folha,NA
revistacrusoe,Revista Crusoé,NA,NA,gps_folha,midia
politzoficial,POLITZ,NA,NA,gps_folha,midia
bancocentralbr,Banco Central BR,NA,NA,gps_folha,instituicoesfederais
ticostacruz,Ticosantacruz 🇧🇷❤️🤘🏻,NA,NA,gps_folha,artistas
peterjordan100,Peter Jordan,NA,NA,gps_folha,canaisyoutube
genpaulochagas,General Paulo Chagas,NA,NA,gps_folha,NA
teichnelson,Nelson Teich,NA,NA,gps_folha,ministrosbolsonaro;politico
mst_oficial,MST Oficial,NA,NA,gps_folha,NA
debora_d_diniz,Debora Diniz,NA,NA,gps_folha,comentaristaspoliticos
gazetadopovo,Gazeta do Povo,NA,NA,gps_folha,midia
raquelstasiaki,Raquel Stasiaki,NA,NA,gps_folha,outrospoliticos;politico
cartamaior,Carta Maior,NA,NA,gps_folha,midia
samydana,Samy Dana,NA,NA,gps_folha,jornalistacolunista
winniebueno,Conecto pessoas através de livros na @winnieteca,NA,NA,gps_folha,comentaristaspoliticos
bollemdb,"Monica de Bolle, PhD 🥝🥦",NA,NA,gps_folha,comentaristaspoliticos
danielalima_,Daniela Lima,NA,NA,gps_folha,jornalistacolunista
dcm_online,DCM ONLINE,NA,NA,gps_folha,midia
clauwild1,Claudia Wild,NA,NA,gps_folha,jornalistacolunista
canalhipocritas,CANAL HIPÓCRITAS,NA,NA,gps_folha,canaisyoutube
republica_ctba,Republica de Curitiba,NA,NA,gps_folha,midia
bndes,BNDES,NA,NA,gps_folha,instituicoesfederais
brasildefato,Brasil de Fato (em 🏠),NA,NA,gps_folha,midia
secomvc,SecomVc,NA,NA,gps_folha,instituicoesfederais
douglasgarcia,Douglas Garcia,NA,NA,gps_folha,comentaristaspoliticos
profpaulamarisa,Paula Marisa 🇧🇷🇮🇱🇺🇸,NA,NA,gps_folha,canaisyoutube
requiaopmdb,Roberto Requião,NA,NA,gps_folha,outrospoliticos;politico
_pinheira,Rosana Pinheiro-Machado 罗莎娜,NA,NA,gps_folha,comentaristaspoliticos
inep_oficial,Inep,NA,NA,gps_folha,instituicoesfederais
cialetras,Companhia das Letras,NA,NA,gps_folha,NA
mariosabinof,Mario Sabino,NA,NA,gps_folha,jornalistacolunista
diguinhocoruja,diguinhocoruja,NA,NA,gps_folha,comentaristaspoliticos
raullsantiago,"Santiago, Raull (de 🏠)🏴",NA,NA,gps_folha,comentaristaspoliticos
lorenzonitalo,Italo Lorenzon,NA,NA,gps_folha,comentaristaspoliticos
eusoumbc,MBC – Movimento Brasil Conservador,NA,NA,gps_folha,NA
bernardomf,Bernardo Mello Franco,NA,NA,gps_folha,jornalistacolunista
mturismo,Ministério do Turismo,NA,NA,gps_folha,instituicoesfederais
inst_lula,Instituto Lula,NA,NA,gps_folha,NA
blogdojosias,josias de souza,NA,NA,gps_folha,jornalistacolunista
carteiroreaca,Gil Diniz,NA,NA,gps_folha,outrospoliticos;politico
ibgecomunica,IBGE Comunica,NA,NA,gps_folha,instituicoesfederais
blogdopannunzio,Fabio Pannunzio,NA,NA,gps_folha,jornalistacolunista
robertocabrini,Roberto Cabrini,NA,NA,gps_folha,jornalistacolunista
brunogarschagen,Bruno Garschagen,NA,NA,gps_folha,canaisyoutube
psl_nacional,Partido Social Liberal - PSL,NA,NA,gps_folha,partidos
adrillesrjorge,Adrilles Jorge,NA,NA,gps_folha,jornalistacolunista
linndaquebrada,Linn da Quebrada,NA,NA,gps_folha,comentaristaspoliticos
hmcpedro,Pedro HMC,NA,NA,gps_folha,canaisyoutube
dorakramer,Dora Kramer,NA,NA,gps_folha,jornalistacolunista
marcogomes,Marco Gomes,NA,NA,gps_folha,comentaristaspoliticos
geraldomiotto,General Miotto,NA,NA,gps_folha,NA
sandraacoutinho,sandra coutinho,NA,NA,gps_folha,jornalistacolunista
uneoficial,União Nacional dos Estudantes - UNE,NA,NA,gps_folha,NA
dw_brasil,DW Brasil,NA,NA,gps_folha,midia
sergiodireita1,Sérgio Camargo,NA,NA,gps_folha,NA
patriciapillar,Patricia Pillar,NA,NA,gps_folha,artistas
eduardopaes_,Eduardo Paes,NA,NA,gps_folha,candidatoprefeituracapital;outrospoliticos;politico
depeduardocunha,DeputadoEduardoCunha,NA,NA,gps_folha,outrospoliticos;politico
silvionavarro,Silvio Navarro,NA,NA,gps_folha,jornalistacolunista
mmeioambiente,Ministério do Meio Ambiente,NA,NA,gps_folha,instituicoesfederais
blogdojefferson,NA,NA,NA,gps_folha,outrospoliticos;politico
nadanovonofront,Leonardo Rossatto,NA,NA,gps_folha,comentaristaspoliticos
eduardomoreira,Eduardo Moreira,NA,NA,gps_folha,comentaristaspoliticos
geocaio,Caio César,NA,NA,gps_folha,comentaristaspoliticos
sergioaguiar07,Sergio Aguiar,NA,NA,gps_folha,jornalistacolunista
rejanepaiva,Rejane Paiva,NA,NA,gps_folha,comentaristaspoliticos
memescomuna,Memes Comuna,NA,NA,gps_folha,comentaristaspoliticos
gerdwenzel,Gerd Wenzel,NA,NA,gps_folha,jornalistacolunista
ronaldrios,latino De Niro 🇵🇸,NA,NA,gps_folha,jornalistacolunista
kribshna,Krishna✨,NA,NA,gps_folha,comentaristaspoliticos
camilabomfim,Camila Bomfim,NA,NA,gps_folha,jornalistacolunista
caioblinder,Caio Blinder,NA,NA,gps_folha,jornalistacolunista
aguedescartoon,André Guedes,NA,NA,gps_folha,canaisyoutube
escolasempartid,Escola sem Partido,NA,NA,gps_folha,NA
jornaldarecord,Jornal da Record,NA,NA,gps_folha,midia
minc_rj,Carlos Minc,NA,NA,gps_folha,comentaristaspoliticos
ultrajano,Ultrajano,NA,NA,gps_folha,jornalistacolunista;esporte
thaisheredia,thais herédia,NA,NA,gps_folha,jornalistacolunista
viomundo,Viomundo,NA,NA,gps_folha,midia
flaviogordon,Flávio Gordon,NA,NA,gps_folha,jornalistacolunista
emirsader,Emir Sader,NA,NA,gps_folha,jornalistacolunista
laurentinogomes,Laurentino Gomes,NA,NA,gps_folha,comentaristaspoliticos
jamilchade,Jamil Chade,NA,NA,gps_folha,jornalistacolunista
diegoescosteguy,Diego Escosteguy,NA,NA,gps_folha,jornalistacolunista
tumaoficial,Romeu Tuma,NA,NA,gps_folha,outrospoliticos;esporte;politico
ipeaonline,Ipea,NA,NA,gps_folha,instituicoesfederais
reportersalles,Fernanda Salles,NA,NA,gps_folha,jornalistacolunista
em_com,Estado de Minas,NA,NA,gps_folha,midia
ludmilagrilo,Ludmila Lins Grilo,NA,NA,gps_folha,comentaristaspoliticos
tijolaco,Tijolaço,NA,NA,gps_folha,midia
assimdisseojoao,Friedrich Engels da PF,NA,NA,gps_folha,canaisyoutube
rosedbarros,Rose Barros . ANB 🇧🇷🌏,NA,NA,gps_folha,jornalistacolunista
naokahlo,Não Me Kahlo,NA,NA,gps_folha,NA
alexandre,Alexandre de Moraes,NA,NA,gps_folha,justica
tvcamara,TV Câmara,NA,NA,gps_folha,instituicoesfederais
marciatiburi,marcia tiburi,NA,NA,gps_folha,outrospoliticos;canaisyoutube;politico
damadeferroofic,Dama De Ferro,NA,NA,gps_folha,comentaristaspoliticos
carlavilhenaa,Carla Vilhena,NA,NA,gps_folha,jornalistacolunista
franca_rodrigo,Rodrigo França ✊🏿 Estou no YouTube,NA,NA,gps_folha,comentaristaspoliticos
lilovlog,Lilo,NA,NA,gps_folha,canaisyoutube
dhumanosbrasil,Direitos Humanos - MMFDH,NA,NA,gps_folha,instituicoesfederais
opovoonline,O POVO Online,NA,NA,gps_folha,midia
mottatarcisio,Tarcísio Motta,NA,NA,gps_folha,outrospoliticos;politico
guganoblat,GugaNoblat,NA,NA,gps_folha,jornalistacolunista
padre_paulo,Padre Paulo Ricardo,NA,NA,gps_folha,comentaristaspoliticos
revistacult,Cult,NA,NA,gps_folha,midia
anticast,AntiCast,NA,NA,gps_folha,midia
andrefernm,André Fernandes,NA,NA,gps_folha,outrospoliticos;politico
avozdobrasil,A Voz do Brasil,NA,NA,gps_folha,instituicoesfederais
tst_oficial,TST Oficial,NA,NA,gps_folha,instituicoesfederais
ro_moller,RODRIGO MOLLER,NA,NA,gps_folha,comentaristaspoliticos
_makavelijones,Jones Manoel,NA,NA,gps_folha,comentaristaspoliticos
