username,nome,id_parlamentar,casa,source,classificacao
oswaldojor,Oswaldo Eustáquio,NA,NA,gps_folha,comentaristaspoliticos
xicograziano,Xico Graziano,NA,NA,gps_folha,outrospoliticos;jornalistacolunista;politico
leoni_a_jato,Leoni,NA,NA,gps_folha,artistas
guajajarasonia,Sonia Guajajara,NA,NA,gps_folha,outrospoliticos;politico
gen_ex_freitas,General Freitas,NA,NA,gps_folha,NA
albaexpider,Alba Expider,NA,NA,gps_folha,canaisyoutube
otempo,O Tempo,NA,NA,gps_folha,midia
malugaspar,malu gaspar,NA,NA,gps_folha,jornalistacolunista
mauriciocostars,Maurício Costa,NA,NA,gps_folha,comentaristaspoliticos
marilizpj,Mariliz Pereira Jorge 🇧🇷,NA,NA,gps_folha,jornalistacolunista
mitags,Mita Guimarães,NA,NA,gps_folha,comentaristaspoliticos
fabifbbr,Fabiana Barroso,NA,NA,gps_folha,comentaristaspoliticos
fbn,Biblioteca Nacional,NA,NA,gps_folha,instituicoesfederais
meirelles,Henrique Meirelles,NA,NA,gps_folha,candidatospresidente18;politico
andrefran,André Fran,NA,NA,gps_folha,jornalistacolunista
psdboficial,PSDB 🇧🇷,NA,NA,gps_folha,partidos
flaviogomes69,Flavio Gomes,NA,NA,gps_folha,jornalistacolunista
minluizramos,Ministro Luiz Ramos,NA,NA,gps_folha,ministrosbolsonaro;politico
radardamidia,J. Sepúlveda,NA,NA,gps_folha,jornalistacolunista
pauloap,Paulo,NA,NA,gps_folha,comentaristaspoliticos
edgaarcia,Ed Garcia,NA,NA,gps_folha,comentaristaspoliticos
tarsogenro,Tarso Genro,NA,NA,gps_folha,outrospoliticos;politico
ritalisauskas,Rita Lisauskas,NA,NA,gps_folha,jornalistacolunista
gabhebling,Gabriela Hebling 🏳‍🌈,NA,NA,gps_folha,comentaristaspoliticos
lmegale,Luiz Megale,NA,NA,gps_folha,jornalistacolunista
pedrodoria,Pedro Doria 🇧🇷😷,NA,NA,gps_folha,jornalistacolunista
hoje_no,Hoje no Mundo Militar,NA,NA,gps_folha,canaisyoutube
kimpaim,Kim D. Paim,NA,NA,gps_folha,comentaristaspoliticos
gdimenstein,Gilberto Dimenstein,NA,NA,gps_folha,jornalistacolunista
vanessa_grazz,Vanessa Grazziotin,NA,NA,gps_folha,outrospoliticos;politico
pcdob_oficial,PCdoB 🇧🇷,NA,NA,gps_folha,partidos
real_tmavplus,Mav & Robô® (Tenho Autismo)✪,NA,NA,gps_folha,comentaristaspoliticos
jorgeofco,Jorge de Oliveira Francisco,NA,NA,gps_folha,ministrosbolsonaro;politico
vlogdolisboa,VLOGDOLISBOA🇧🇷🇮🇱🇵🇱🇺🇸 O BRASIL JÁ DEU CERTO,NA,NA,gps_folha,canaisyoutube
rgottino,Reinaldo Gottino,NA,NA,gps_folha,jornalistacolunista
jouberth19,Jouberth Souza 🇧🇷,NA,NA,gps_folha,comentaristaspoliticos
lets_dex,Let's Dex,NA,NA,gps_folha,comentaristaspoliticos
startupdareal,Startupdareal,NA,NA,gps_folha,comentaristaspoliticos
joelpinheiro85,Joel Pinheiro 🇧🇷,NA,NA,gps_folha,jornalistacolunista
marcelocredetv,Marcelo de Carvalho,NA,NA,gps_folha,comentaristaspoliticos
casacivilbr,Casa Civil,NA,NA,gps_folha,instituicoesfederais
lrobertobarroso,Luís Roberto Barroso,NA,NA,gps_folha,justica
miguelnicolelis,Miguel Nicolelis,NA,NA,gps_folha,comentaristaspoliticos
huffpostbrasil,HuffPost Brasil,NA,NA,gps_folha,midia
mincidadania,Ministério da Cidadania,NA,NA,gps_folha,instituicoesfederais
crisspaiva,Criss Paiva,NA,NA,gps_folha,comentaristaspoliticos
albuquerquedavy,Davy Albuquerque,NA,NA,gps_folha,comentaristaspoliticos
zerotoledo,José Roberto de Toledo,NA,NA,gps_folha,jornalistacolunista
delarabru,Bruna de Lara,NA,NA,gps_folha,jornalistacolunista
professorigor,Professor Igor 🇧🇷,NA,NA,gps_folha,canaisyoutube
belinhapoodlebr,Belinha a poodle opressora🐩🇧🇷🥛,NA,NA,gps_folha,comentaristaspoliticos
carloscezarcjr,Carlos Cezar,NA,NA,gps_folha,comentaristaspoliticos
claraaverbuck,Clara Averbuck,NA,NA,gps_folha,artistas
betepacheco_,Elisabete Pacheco,NA,NA,gps_folha,jornalistacolunista
juliaduailibi,Julia Duailibi,NA,NA,gps_folha,jornalistacolunista
zeluizlhesdiz,Zé Luiz,NA,NA,gps_folha,jornalistacolunista
palmeriodoria,Palmério Dória,NA,NA,gps_folha,jornalistacolunista
daniel_l_lopez,Daniel Lopez,NA,NA,gps_folha,comentaristaspoliticos
sergueirock,Ministro do Desbunde,NA,NA,gps_folha,artistas
midiasemmascara,Mídia Sem Máscara,NA,NA,gps_folha,midia
tradutores_br,TradutoresDeDireita,NA,NA,gps_folha,comentaristaspoliticos
carapanarana,Carapanã,NA,NA,gps_folha,comentaristaspoliticos
tcuoficial,TCUoficial,NA,NA,gps_folha,instituicoesfederais
rvianna,rodrigo vianna 🇧🇷 🇺🇾 🇦🇷,NA,NA,gps_folha,jornalistacolunista
pontejornalismo,Ponte Jornalismo,NA,NA,gps_folha,midia
criticanac,Crítica Nacional,NA,NA,gps_folha,midia
poder360,Poder360,NA,NA,gps_folha,midia
tatikmd,Tatiana Dias,NA,NA,gps_folha,jornalistacolunista
winstonling,Winston Ling,NA,NA,gps_folha,comentaristaspoliticos
flaviofachel,flaviofachel 📺,NA,NA,gps_folha,jornalistacolunista
direitabrasil,Direita Brasil,NA,NA,gps_folha,comentaristaspoliticos
rodrigodasilva,Rodrigo da Silva,NA,NA,gps_folha,jornalistacolunista
crismenshova,Cristiana Alexandrevna Menshova,NA,NA,gps_folha,comentaristaspoliticos
czmartins,Cristiano Zanin Martins,NA,NA,gps_folha,justica
maraluquet,MaraLuquet,NA,NA,gps_folha,jornalistacolunista
majorfabianadep,Major Fabiana,204458,câmara,gps_folha,deputadosfederais;politico
br000na,Madama,NA,NA,gps_folha,comentaristaspoliticos
henriolliveira,Henrique,NA,NA,gps_folha,comentaristaspoliticos
hilde_angel,Hildegard Angel,NA,NA,gps_folha,jornalistacolunista
joelluiz_adv,Joel Luiz Costa,NA,NA,gps_folha,comentaristaspoliticos
npto,Celso Rocha de Barros,NA,NA,gps_folha,jornalistacolunista
rogeriosmarinho,Rogério Marinho,NA,NA,gps_folha,ministrosbolsonaro;politico
mtst,MTST,NA,NA,gps_folha,NA
patocorporation,O Pato Doleiro Anticorrupssaum,NA,NA,gps_folha,comentaristaspoliticos
joaquimteixelra,JOAQUIM TEIXEIRA,NA,NA,gps_folha,comentaristaspoliticos
fefito,Fernando Oliveira,NA,NA,gps_folha,jornalistacolunista
naoinviabilize,Déia Freitas,NA,NA,gps_folha,comentaristaspoliticos
rehventura,Renata Ventura,NA,NA,gps_folha,comentaristaspoliticos
rkrahenbuhl,Raquel Krähenbühl,NA,NA,gps_folha,jornalistacolunista
ananiasfernanda,🇧🇷Nanda Ananias🇧🇷®️,NA,NA,gps_folha,comentaristaspoliticos
ptnacamara,PT na Câmara,NA,NA,gps_folha,NA
rodrigo_janot,Rodrigo Janot,NA,NA,gps_folha,justica
jessesouzaecht,Jessé Souza,NA,NA,gps_folha,comentaristaspoliticos
cut_brasil,CUT Brasil,NA,NA,gps_folha,NA
fasalles,Fabricia Salles,NA,NA,gps_folha,comentaristaspoliticos
draclaudiabr,Claudia,NA,NA,gps_folha,comentaristaspoliticos
cnpq_oficial,CNPq,NA,NA,gps_folha,instituicoesfederais
artur_slo,Artur Salles,NA,NA,gps_folha,comentaristaspoliticos
renato_rovai,Renato Rovai,NA,NA,gps_folha,jornalistacolunista
exuliane,Juliane com e de exu 🏳️‍🌈,NA,NA,gps_folha,comentaristaspoliticos
n_carvalheira,Nelson Carvalheira,NA,NA,gps_folha,jornalistacolunista
pfnery,Pedro Fernando Nery,NA,NA,gps_folha,jornalistacolunista
blogdomiro,Blog do Miro,NA,NA,gps_folha,comentaristaspoliticos
stanleyburburin,Stanley Burburinho,NA,NA,gps_folha,comentaristaspoliticos
aeciodepapelao,Aécio de Papelão,NA,NA,gps_folha,comentaristaspoliticos
ptnosenado,PT no Senado,NA,NA,gps_folha,NA
salimmattarbr,Salim Mattar,NA,NA,gps_folha,NA
minas_energia,Ministério de Minas e Energia,NA,NA,gps_folha,instituicoesfederais
eduguim,Blog da Cidadania,NA,NA,gps_folha,midia
dariojjunior,dário júnior,NA,NA,gps_folha,justica
farialimaelevat,Faria Lima Elevator,NA,NA,gps_folha,comentaristaspoliticos
moniquecheker,Monique Cheker,NA,NA,gps_folha,justica
operamundi,Opera Mundi,NA,NA,gps_folha,midia
galtheophilo,General Theophilo,NA,NA,gps_folha,NA
anacronices,Violeira,NA,NA,gps_folha,comentaristaspoliticos
dimacgarcia,Diego Garcia⚡🇧🇷,NA,NA,gps_folha,comentaristaspoliticos
alexschwartsman,AlexandreSchwartsman,NA,NA,gps_folha,jornalistacolunista
alesilva_38,Alê Silva 🇧🇷#BolsonaroEmIpatinga 🇧🇷,204545,câmara,gps_folha,deputadosfederais;politico
manubarem,Manuela Barem,NA,NA,gps_folha,jornalistacolunista
danilo_sanches,Danilo Sanches,NA,NA,gps_folha,jornalistacolunista
fiscaldoibama,O FISCAL do IBAMA,NA,NA,gps_folha,comentaristaspoliticos
anarcobs,Ana⁷,NA,NA,gps_folha,comentaristaspoliticos
_rodrigomattos_,Rodrigo Mattos,NA,NA,gps_folha,jornalistacolunista
tavasconcellos,Tatiana Vasconcellos,NA,NA,gps_folha,jornalistacolunista
florestanjr,Florestan Fernandes,NA,NA,gps_folha,jornalistacolunista
cronai,Cora Rónai 🇧🇷 😷,NA,NA,gps_folha,jornalistacolunista
mctic,"Ministério da Ciência, Tecnologia e Inovações",NA,NA,gps_folha,instituicoesfederais
acmneto_,ACM Neto,NA,NA,gps_folha,prefeitocapitais;politico
kellymatos,Kelly Matos,NA,NA,gps_folha,jornalistacolunista
digitalgovbr,DigitalGovBr,NA,NA,gps_folha,instituicoesfederais
torturra,Bruno Torturra,NA,NA,gps_folha,jornalistacolunista
viniciuscfp82,Vinicius Carrion,NA,NA,gps_folha,canaisyoutube
jovensreacinhas,Jovens Reacionários,NA,NA,gps_folha,comentaristaspoliticos
redebrasilatual,Rede Brasil Atual,NA,NA,gps_folha,midia
pirescarol,Carol Pires,NA,NA,gps_folha,jornalistacolunista
heliobeltrao,Helio Beltrão,NA,NA,gps_folha,jornalistacolunista
asgardianab38,Deise Asgårdiana ❁,NA,NA,gps_folha,comentaristaspoliticos
ebcnarede,EBC Na Rede,NA,NA,gps_folha,instituicoesfederais
antonioprata,Antonio Prata,NA,NA,gps_folha,artistas
marcelloneves72,®️Marcello Neves,NA,NA,gps_folha,comentaristaspoliticos
millylacombe,Milly Lacombe,NA,NA,gps_folha,jornalistacolunista
eduardobarao,Eduardo Barão,NA,NA,gps_folha,jornalistacolunista
paulocruzphi,Paulo Cruz,NA,NA,gps_folha,comentaristaspoliticos
fabiowoficial,Fabio Wajngarten,NA,NA,gps_folha,comentaristaspoliticos
costa_rui,Rui Costa,NA,NA,gps_folha,governador;politico
spartakusvlog,Spartakus Santiago,NA,NA,gps_folha,canaisyoutube
lnarloch,Leandro Narloch,NA,NA,gps_folha,jornalistacolunista
josiasteofilo,Josias Teófilo,NA,NA,gps_folha,comentaristaspoliticos
mjmacul_lima,Joana Lima 🇧🇷,NA,NA,gps_folha,comentaristaspoliticos
jmarcelo1000,Julio M Oliveira,NA,NA,gps_folha,justica
franciscomacsoa,FRANCISCO 👉🙏 🇧🇷🇺🇸🇮🇱,NA,NA,gps_folha,comentaristaspoliticos
eduardoleite_,Eduardo Leite,NA,NA,gps_folha,governador;politico
musaraujo,murilo araújo,NA,NA,gps_folha,comentaristaspoliticos
mariomagalhaes_,Mário Magalhães,NA,NA,gps_folha,jornalistacolunista
ilisp_org,ILISP,NA,NA,gps_folha,NA
leticiacatel,Leticia Catel,NA,NA,gps_folha,comentaristaspoliticos
tmaranhao,Tiago Maranhão,NA,NA,gps_folha,jornalistacolunista
ptnacional,PT Nacional - Brasil,NA,NA,gps_folha,NA
fernuf91,Fernanda Nunes,NA,NA,gps_folha,comentaristaspoliticos
eduprimitivo,Edu Primitivo,NA,NA,gps_folha,canaisyoutube
kellymenegas,Kelly Menegas🇧🇷,NA,NA,gps_folha,comentaristaspoliticos
fatosesquerda,Fatos da Esquerda,NA,NA,gps_folha,comentaristaspoliticos
esportegovbr,Secretaria Especial do Esporte,NA,NA,gps_folha,instituicoesfederais
jnascim,Jeff Nascimento (em 🏠),NA,NA,gps_folha,comentaristaspoliticos
cafecomferri,cafecomferri,NA,NA,gps_folha,comentaristaspoliticos
fministacansada,Feminista Cansada,NA,NA,gps_folha,comentaristaspoliticos
rhpozzobon,Roberson Pozzobon,NA,NA,gps_folha,justica
cmdocma,Comando Militar da Amazônia,NA,NA,gps_folha,instituicoesfederais
cortininhas,numpercaseutempo1️⃣7️⃣🇧🇷,NA,NA,gps_folha,comentaristaspoliticos
leonardocb11,Leo Calif®️ 🇧🇷,NA,NA,gps_folha,comentaristaspoliticos
kendrachihaya,Kendra Chihaya,NA,NA,gps_folha,comentaristaspoliticos
mmarescast,🚩⚖️ #VoltaEsquerda,NA,NA,gps_folha,comentaristaspoliticos
spd_33,🔰#SaidaPelaDireita∴Bolsonaro38🇧🇷,NA,NA,gps_folha,comentaristaspoliticos
apyus,Marlos Ápyus,NA,NA,gps_folha,jornalistacolunista
revoltadoonline,Revoltados ON LINE,NA,NA,gps_folha,NA
cinefilo_k,Iuri K.,NA,NA,gps_folha,comentaristaspoliticos
marisa_lobo,MARISA LOBO,NA,NA,gps_folha,candidatoprefeituracapital;politico
38carlavalente_,Valente,NA,NA,gps_folha,comentaristaspoliticos
rosaneoliveira,Rosane de Oliveira,NA,NA,gps_folha,jornalistacolunista
mdb_nacional,MDB Nacional,NA,NA,gps_folha,partidos
tesouronacional,Tesouro Nacional,NA,NA,gps_folha,instituicoesfederais
pragmatismo_,Pragmatismo Politico,NA,NA,gps_folha,midia
edgard_piccoli,Edgard,NA,NA,gps_folha,comentaristaspoliticos
nayarafelizardo,Nayara Felizardo,NA,NA,gps_folha,jornalistacolunista
octavio_guedes,Octavio Guedes,NA,NA,gps_folha,jornalistacolunista
blogfeministas,Blogueiras Feministas,NA,NA,gps_folha,midia
unbornness,🇧🇷 #UNBORNness LIBERTY is our LIFE_FIGHT 🇧🇷,NA,NA,gps_folha,comentaristaspoliticos
valdecirdelecl1,"SUCATEIRO, SDV TODOS, SEMPRE",NA,NA,gps_folha,comentaristaspoliticos
brpolitico,BR Político,NA,NA,gps_folha,midia
valdocruz,Valdo Cruz,NA,NA,gps_folha,jornalistacolunista
giseledaminell2,Gisele Daminelli,NA,NA,gps_folha,comentaristaspoliticos
jornalggn,JornalGGN,NA,NA,gps_folha,midia
embraturnews,Embratur,NA,NA,gps_folha,instituicoesfederais
deborabaldin_,Debora Baldin,NA,NA,gps_folha,comentaristaspoliticos
mcrivella,Marcelo Crivella,NA,NA,gps_folha,prefeitocapitais;candidatoprefeituracapital;politico
taiguara_sousa,Taiguara Fernandes de Sousa,NA,NA,gps_folha,comentaristaspoliticos
taupeisha,Robert Florenciano. SEP💚ⓟ,NA,NA,gps_folha,comentaristaspoliticos
manuelkobel,Manuel Carlos,NA,NA,gps_folha,comentaristaspoliticos
fabi_moller_,De Direita,NA,NA,gps_folha,comentaristaspoliticos
cmdocms,Comando Militar do Sul,NA,NA,gps_folha,instituicoesfederais
joaovitorxavier,João Vítor Xavier,NA,NA,gps_folha,candidatoprefeituracapital;politico
belacor_azul,Rose 🌹👠👠,NA,NA,gps_folha,comentaristaspoliticos
fatimabezerra,Fátima Bezerra,NA,NA,gps_folha,senadores;governador;politico
msantoro1978,Maurício Santoro,NA,NA,gps_folha,comentaristaspoliticos
lucasberti,Lucas Berti,NA,NA,gps_folha,jornalistacolunista
ricardosetti,Ricardo Setti,NA,NA,gps_folha,jornalistacolunista
dilmaresiste,🎗Dilma Resistente,NA,NA,gps_folha,canaisyoutube
maikonkremer,Maikon Kremer,NA,NA,gps_folha,comentaristaspoliticos
marcelolins68,Marcelo Lins,NA,NA,gps_folha,jornalistacolunista
rafaelcapanema,Rafael Capanema,NA,NA,gps_folha,jornalistacolunista
atarde,A TARDE,NA,NA,gps_folha,midia
marciopochmann,Marcio Pochmann,NA,NA,gps_folha,comentaristaspoliticos
fiocruz,Fiocruz,NA,NA,gps_folha,instituicoesfederais
attuchleonardo,Leonardo Attuch,NA,NA,gps_folha,jornalistacolunista
r_nog,Rafael Nogueira,NA,NA,gps_folha,comentaristaspoliticos
renatasouzario,Renata Souza 50,NA,NA,gps_folha,candidatoprefeituracapital;politico
sergiocabralrj,Sérgio Cabral,NA,NA,gps_folha,outrospoliticos;politico
tacladuran,Rodrigo Tacla Duran,NA,NA,gps_folha,comentaristaspoliticos
pejoseduardo,Pe. José Eduardo,NA,NA,gps_folha,comentaristaspoliticos
madeleinelacsko,🇧🇷 Madeleine Lacsko 🇧🇷,NA,NA,gps_folha,jornalistacolunista
wadih_damous,Wadih Damous,NA,NA,gps_folha,outrospoliticos;politico
mariellefranco,Marielle Franco,NA,NA,gps_folha,outrospoliticos;politico
revistaoeste,Revista Oeste,NA,NA,gps_folha,midia;comentaristaspoliticos
obsclima,Observatório do Clima,NA,NA,gps_folha,comentaristaspoliticos
andreikampff,Andrei Kampff,NA,NA,gps_folha,jornalistacolunista
nas_ruas,NasRuas,NA,NA,gps_folha,NA
uolpolitica,UOL Política,NA,NA,gps_folha,midia
alanghani,Alan Ghani,NA,NA,gps_folha,jornalistacolunista
agendarep,Agenda Republicana,NA,NA,gps_folha,comentaristaspoliticos
glcampos_,GUILHERME L. CAMPOS,NA,NA,gps_folha,comentaristaspoliticos
andrewdfish,Andrew Fishman,NA,NA,gps_folha,jornalistacolunista
pmoreiraleite,Paulo Moreira Leite,NA,NA,gps_folha,jornalistacolunista
jpcharleaux,João Paulo Charleaux,NA,NA,gps_folha,jornalistacolunista
milla_ofc17,Milla,NA,NA,gps_folha,comentaristaspoliticos
joselitomuller3,Joselito Müller,NA,NA,gps_folha,comentaristaspoliticos
eusoulivres,LIVRES,NA,NA,gps_folha,NA
anatelgovbr,Anatel,NA,NA,gps_folha,instituicoesfederais
portalvermelho,Portal Vermelho,NA,NA,gps_folha,midia
rafaelmmartins,Rafael Moro Martins,NA,NA,gps_folha,jornalistacolunista
revolushow,Revolushow,NA,NA,gps_folha,midia
zoemartinez_05,Zoe Martínez,NA,NA,gps_folha,canaisyoutube
heliotelho,Helio Telho,NA,NA,gps_folha,justica
turquim5,Turquim,NA,NA,gps_folha,comentaristaspoliticos
aleyoussef,Alê Youssef,NA,NA,gps_folha,comentaristaspoliticos
pdt_nacional,PDT 12,NA,NA,gps_folha,partidos
alefrota77,Alexandre Frota 77,204544,câmara,gps_folha,deputadosfederais;politico
funarte,Funarte,NA,NA,gps_folha,instituicoesfederais
camila_abdo,Camila Abdo,NA,NA,gps_folha,jornalistacolunista
sisispsp,Sisi 🇧🇷💪🏼,NA,NA,gps_folha,comentaristaspoliticos
goescarlos,Carlos Góes,NA,NA,gps_folha,jornalistacolunista
camilosantanace,Camilo Santana,NA,NA,gps_folha,governador;politico
mdregional_br,Ministério do Desenvolvimento Regional,NA,NA,gps_folha,instituicoesfederais
rodrigogurgel,Rodrigo Gurgel,NA,NA,gps_folha,canaisyoutube
pastorliomar,Liomar de Oliveira,NA,NA,gps_folha,comentaristaspoliticos
brandao_suzana,Suzana Brandão,NA,NA,gps_folha,comentaristaspoliticos
donareginaa,Dona Regina,NA,NA,gps_folha,comentaristaspoliticos
patibaroli,ßᗩŔ❤ĿĪ  🇧🇷,NA,NA,gps_folha,comentaristaspoliticos
paulacamara_,P̲̲ ̲̲ ̲̲a̲̲ ̲̲ ̲̲u̲̲ ̲̲ ̲̲l̲̲ ̲̲ ̲̲a̲̲,NA,NA,gps_folha,comentaristaspoliticos
afrorevolt,AFRO REVOLT,NA,NA,gps_folha,comentaristaspoliticos
vladimiraras,Vladimir Aras 🏡 🇺🇳,NA,NA,gps_folha,justica
marcobellojr,115.476 - Marco Bello Jr,NA,NA,gps_folha,jornalistacolunista
senadorcidgomes,Cid Gomes,5973,senado,gps_folha,senadores;politico
calubarros13,Caroline Barros 🚩,NA,NA,gps_folha,comentaristaspoliticos
rogerchequer,Rogerio Chequer,NA,NA,gps_folha,outrospoliticos;politico
bobjackk,Bob Jack,NA,NA,gps_folha,comentaristaspoliticos
pattyy_ribeiro,🇧🇷Patricia Ribeiro🇧🇷,NA,NA,gps_folha,comentaristaspoliticos
haddad_femando,Haddad Tranquilão,NA,NA,gps_folha,comentaristaspoliticos
jjvieira6,JOSÉ VIEIRA 🇧🇷,NA,NA,gps_folha,comentaristaspoliticos
_leitadas_loen,Deixa o Loen te leitar? 🥛,NA,NA,gps_folha,comentaristaspoliticos
p_dromenezes,Pedro Menezes 🇧🇷,NA,NA,gps_folha,jornalistacolunista
martasuplicy_,Marta Suplicy,NA,NA,gps_folha,outrospoliticos;politico
rogercipo,CEO do TINDÓ,NA,NA,gps_folha,comentaristaspoliticos
felipepedri,Felipe C. Pedri,NA,NA,gps_folha,comentaristaspoliticos
mah13mc,Maísa 🌸,NA,NA,gps_folha,comentaristaspoliticos
gen_paulosergio,General Paulo Sérgio,NA,NA,gps_folha,NA
helderbarbalho,Helder Barbalho,NA,NA,gps_folha,governador;politico
silviogrimaldo,Silvio Grimaldo,NA,NA,gps_folha,jornalistacolunista
maepatriota,Mãe Patriota💚🇧🇷💛,NA,NA,gps_folha,comentaristaspoliticos
arthurvneto,Arthur Virgílio Neto,NA,NA,gps_folha,prefeitocapitais;politico
panichiraphael,Raphael Panichi,NA,NA,gps_folha,comentaristaspoliticos
maufalavigna,Maufalavigna,NA,NA,gps_folha,comentaristaspoliticos
blognegras,Blogueiras Negras,NA,NA,gps_folha,midia
infraero,Infraero Aeroportos,NA,NA,gps_folha,instituicoesfederais
rodzeidan,Rodrigo Zeidan,NA,NA,gps_folha,jornalistacolunista
joaquintex,JOAQUIN TEIXEIRA SHOW,NA,NA,gps_folha,comentaristaspoliticos
mudamais,Muda Mais,NA,NA,gps_folha,comentaristaspoliticos
jqteixelra,JOAQUIN TEIXEIRA,NA,NA,gps_folha,comentaristaspoliticos
88gaels,Gabriel,NA,NA,gps_folha,comentaristaspoliticos
bela_reis,Isabela Reis,NA,NA,gps_folha,comentaristaspoliticos
cesargleyton,Gleyton César,NA,NA,gps_folha,comentaristaspoliticos
humbertoreisjr,Humberto R,NA,NA,gps_folha,comentaristaspoliticos
cmdocmo,Comando Militar do Oeste,NA,NA,gps_folha,instituicoesfederais
leonardomequi1,Um Rapper de Direita,NA,NA,gps_folha,comentaristaspoliticos
elenalandau,elena landau 🇧🇷💜,NA,NA,gps_folha,comentaristaspoliticos
pharaujo85,Paulo Henrique Araujo 🇧🇷🇵🇹🇻🇦,NA,NA,gps_folha,comentaristaspoliticos
tonibulhoes,Toni Bulhoes,NA,NA,gps_folha,comentaristaspoliticos
h1saiadamatrix,Humberto Matos,NA,NA,gps_folha,comentaristaspoliticos
mises_brasil,Mises Brasil,NA,NA,gps_folha,NA
drica_patriota,☘️🌻Adriana🌻☘️,NA,NA,gps_folha,comentaristaspoliticos
correiosbr,Correios,NA,NA,gps_folha,instituicoesfederais
cmdocml,Comando Militar do Leste,NA,NA,gps_folha,instituicoesfederais
guilherme_amado,Guilherme Amado,NA,NA,gps_folha,jornalistacolunista
ricardoberzoini,RICARDO BERZOINI,NA,NA,gps_folha,outrospoliticos;politico
sgovpr,Secretaria de Governo,NA,NA,gps_folha,instituicoesfederais
marchezan_,Nelson Marchezan Jr,NA,NA,gps_folha,prefeitocapitais;candidatoprefeituracapital;politico
danielhrs,Daniel Sousa,NA,NA,gps_folha,jornalistacolunista
paulobriguet,Paulo A. Briguet,NA,NA,gps_folha,jornalistacolunista
ujsbrasil,UJS,NA,NA,gps_folha,NA
samuelsilvafb,Samuel Silva Borges - Cifra Oculta ☭,NA,NA,gps_folha,comentaristaspoliticos
brunagarcia_be,BrunaGarcia__,NA,NA,gps_folha,canaisyoutube
toniettochris,Chris Tonietto,204462,câmara,gps_folha,deputadosfederais;politico
maria_fro,Maria Frô,NA,NA,gps_folha,jornalistacolunista
tbaghdadi,Tanguy,NA,NA,gps_folha,jornalistacolunista
lucasdearagao,Lucas de Aragão,NA,NA,gps_folha,comentaristaspoliticos
cafecomkremlin,Sandro Fernandes,NA,NA,gps_folha,jornalistacolunista
brunocovas,Bruno Covas,NA,NA,gps_folha,prefeitocapitais;candidatoprefeituracapital;politico
a_flavinha_a,🇧🇷 🅵🅻🅰🆅🅸🅽🅷🅰❤☕,NA,NA,gps_folha,comentaristaspoliticos
psbnacional40,PSB Nacional 40,NA,NA,gps_folha,partidos
sincero_stalin,$talin Sincero🎯,NA,NA,gps_folha,comentaristaspoliticos
embrapa,Embrapa,NA,NA,gps_folha,instituicoesfederais
janiceascari,Janice Ascari,NA,NA,gps_folha,justica
rubensnunesmbl,Rubinho Nunes,NA,NA,gps_folha,comentaristaspoliticos
ubesoficial,União Brasileira dos Estudantes Secundaristas,NA,NA,gps_folha,NA
lilian_tahan,Lilian Tahan,NA,NA,gps_folha,jornalistacolunista
pescotapadiario,Cidadão de Bem,NA,NA,gps_folha,comentaristaspoliticos
fernandokallas,Fernando Kallás,NA,NA,gps_folha,jornalistacolunista
bolsonar0sempre,Jair M. Bolsonaro BRASIL,NA,NA,gps_folha,comentaristaspoliticos
tecomedina,tecomedina,NA,NA,gps_folha,jornalistacolunista
rgood68,R Bueno 🔰,NA,NA,gps_folha,comentaristaspoliticos
nemfudendo7,Nósseis🇧🇷🇧🇷🇧🇷,NA,NA,gps_folha,comentaristaspoliticos
mapa_brasil,Ministério da Agricultura,NA,NA,gps_folha,instituicoesfederais
anpgovbr,ANP,NA,NA,gps_folha,instituicoesfederais
concei05,Conceição,NA,NA,gps_folha,comentaristaspoliticos
ptbrasii,PT Brasil,NA,NA,gps_folha,NA
democratas,Democratas,NA,NA,gps_folha,partidos
aldorebelo,Aldo Rebelo,NA,NA,gps_folha,outrospoliticos;politico
gospelprime,Gospel Prime,NA,NA,gps_folha,midia
apellegrino,Antonia Pellegrino,NA,NA,gps_folha,jornalistacolunista
instliberal,Instituto Liberal,NA,NA,gps_folha,NA
filipetrielli,Filipe Trielli,NA,NA,gps_folha,comentaristaspoliticos
cmse_exercito,Comando Militar do Sudeste,NA,NA,gps_folha,instituicoesfederais
avenacomvc,AVENA🍿,NA,NA,gps_folha,canaisyoutube
pablo_ortellado,Pablo Ortellado,NA,NA,gps_folha,jornalistacolunista
profeborto,Profe Borto - GAÚCHO/BRASILÊS -,NA,NA,gps_folha,jornalistacolunista
pauloeneas,paulo eneas,NA,NA,gps_folha,comentaristaspoliticos
eniomainardi,Enio Mainardi,NA,NA,gps_folha,jornalistacolunista
finep,Finep,NA,NA,gps_folha,instituicoesfederais
anavilarinol,Ana Vilarino,NA,NA,gps_folha,comentaristaspoliticos
wrosariocgu,Wagner Rosário,NA,NA,gps_folha,ministrosbolsonaro;politico
romerojuca,Romero Jucá,NA,NA,gps_folha,outrospoliticos;politico
gabbardojoao,Gabbardo,NA,NA,gps_folha,NA
drmarllao,Dr. Marllão 👉,NA,NA,gps_folha,canaisyoutube
cosmemarcelo,marcelocosme,NA,NA,gps_folha,jornalistacolunista
aruthcao,🐸gab.Arlet🇧🇷BOLSONARO,NA,NA,gps_folha,comentaristaspoliticos
contracorrentes,Contra Corrente,NA,NA,gps_folha,midia
stedile_mst,João Pedro Stédile,NA,NA,gps_folha,comentaristaspoliticos
