id_tweet,username,text,date,url,reply_count,retweet_count,like_count,quote_count,mentions
1141652201091325952,katiaabreu,*Cínthia e Katia juntas no Arraiá da Capital: prefeita espera público 25% maior este ano e senadora defende início das obras do Quadrilhódromo*  https://t.co/ZBr5s28IVd,2019-06-20T10:21:10Z,https://twitter.com/KatiaAbreu/status/1141652201091325952,241,3,91,4,
1141354817341853696,katiaabreu,https://t.co/e3RnOzhYyU,2019-06-19T14:39:28Z,https://twitter.com/KatiaAbreu/status/1141354817341853696,480,10,253,15,
1141147605201801218,katiaabreu,"Essa é uma discussão que precisa passar pelas casas legislativas e que estou disposta a continuar, inclusive aprovando uma lei que garanta a segurança e o porte de arma no campo.",2019-06-19T00:56:05Z,https://twitter.com/KatiaAbreu/status/1141147605201801218,708,24,312,31,
1141147596637057025,katiaabreu,"Com 47 votos a 28, aprovamos a suspensão do decreto presidencial que facilitava o porte de armas no Brasil. Política de segurança pública não se faz por decreto. https://t.co/DaKAJHb2Fp",2019-06-19T00:56:03Z,https://twitter.com/KatiaAbreu/status/1141147596637057025,1329,208,1930,92,
1140707212119150592,katiaabreu,"Joaquim Levy ocupava alto cargo no Banco Mundial em Washington e era responsável por uma carteira de quase US$80 bilhões. Um técnico de alto nível que, ao receber o convite, não pensou duas vezes e veio servir o país. Brasil perdeu muito. O que fizeram não tem nome.",2019-06-17T19:46:07Z,https://twitter.com/KatiaAbreu/status/1140707212119150592,3373,324,3292,269,
1140022836750368769,katiaabreu,"O brasileiro não precisa de armas, precisa de proteção da polícia, a qual ele paga com altos impostos.  Quem precisa ser bem armado é a polícia de todo Brasil.  Infelizmente, o decreto vai ajudar a armar ainda mais o crime organizado e as milícias. https://t.co/dVqDKKVDOC",2019-06-15T22:26:39Z,https://twitter.com/KatiaAbreu/status/1140022836750368769,6238,503,3330,396,
1139682478979858432,katiaabreu,https://t.co/MJ4VrufpEk,2019-06-14T23:54:11Z,https://twitter.com/KatiaAbreu/status/1139682478979858432,135,21,166,9,
1139169890877739008,katiaabreu,Conto um pouco da minha vida e trajetória política para a @AndreiaSadi na entrevista para o Em Foco. Vejam  https://t.co/Dz2PqhiaGe,2019-06-13T13:57:21Z,https://twitter.com/KatiaAbreu/status/1139169890877739008,72,9,74,4,AndreiaSadi
1138899266079023105,katiaabreu,Amar e partilhar a vida ❤️. Feliz Dia dos Namorados!! https://t.co/LLPYwrGET8,2019-06-12T20:01:59Z,https://twitter.com/KatiaAbreu/status/1138899266079023105,28,3,194,3,
1138870833466748928,katiaabreu,O Tocantins não tem voos suficientes nem preços coerentes em relação a outros estados que cobram ICMS superior ao nosso. Não há explicação para essa discrepância. https://t.co/OYFKHg6ptQ,2019-06-12T18:09:00Z,https://twitter.com/KatiaAbreu/status/1138870833466748928,10,3,34,0,
1138815303842967553,katiaabreu,"Além de política, minha entrevista com a @AndreiaSadi também teve arroz com pequi!! Assistam hoje na @GloboNews https://t.co/XyJIeDH6Hc",2019-06-12T14:28:21Z,https://twitter.com/KatiaAbreu/status/1138815303842967553,33,4,112,4,AndreiaSadi;GloboNews
1138520862573912064,katiaabreu,"A abertura de crédito extra é um instrumento importante que o governo tem para acertar as contas quando há frustração de receita, como ocorreu nos primeiros meses deste ano. #PLN4",2019-06-11T18:58:20Z,https://twitter.com/KatiaAbreu/status/1138520862573912064,7,4,50,1,
1138520854495715329,katiaabreu,"Não sou da base aliada do governo, mas reconheço a importância de aprovarmos o PLN 4/2019, que autoriza crédito suplementar para pagamento de aposentadorias, bolsa família  outros benefícios assistenciais. https://t.co/OyyeIfLUsL",2019-06-11T18:58:19Z,https://twitter.com/KatiaAbreu/status/1138520854495715329,39,14,197,2,
1138505976569630720,katiaabreu,"Eu e a @AndreiaSadi gravamos a entrevista na fazenda, em Aliança do Tocantins, onde comecei minha trajetória na agropecuária. Assistam amanhã, às 21h30, na @GloboNews! https://t.co/Q2se1dhy27",2019-06-11T17:59:11Z,https://twitter.com/KatiaAbreu/status/1138505976569630720,16,13,87,3,AndreiaSadi;GloboNews
1138470170710675456,katiaabreu,"O mundo antes dava voltas, mas hoje dá cambalhotas.",2019-06-11T15:36:55Z,https://twitter.com/KatiaAbreu/status/1138470170710675456,65,188,1682,27,
1138280689743335424,katiaabreu,"Será que alguém no mundo gostaria de ser julgado,em um eventual processo criminal, por um juiz que indique testemunhas de acusação ao Promotor?",2019-06-11T03:03:59Z,https://twitter.com/KatiaAbreu/status/1138280689743335424,2872,2732,16390,357,
1138239460569751552,katiaabreu,Vamos la pessoal apoiar Porto Nacional. https://t.co/Dd74aT9vdS,2019-06-11T00:20:09Z,https://twitter.com/KatiaAbreu/status/1138239460569751552,3,0,14,0,
1137419843408470017,katiaabreu,Toda minha devoção ao Divino. https://t.co/B7GxlJjscN,2019-06-08T18:03:17Z,https://twitter.com/KatiaAbreu/status/1137419843408470017,18,3,39,3,
1137419411072135168,katiaabreu,Romeiros vem de toda parte para venerar o Divino Espírito Santo. Viva a Divindade.’ https://t.co/Hvf50q9p64,2019-06-08T18:01:34Z,https://twitter.com/KatiaAbreu/status/1137419411072135168,6,3,34,0,
1137419008175673344,katiaabreu,Devotos de todo coração! https://t.co/MwDFS9CfKG,2019-06-08T17:59:58Z,https://twitter.com/KatiaAbreu/status/1137419008175673344,0,0,17,0,
1137418804705857537,katiaabreu,Amanhã liturgia de Pentecostes com Folias do Divino em todo Tocantins e Brasil a fora. https://t.co/S4p7XquqhR,2019-06-08T17:59:09Z,https://twitter.com/KatiaAbreu/status/1137418804705857537,1,3,51,0,
1137418288387035137,katiaabreu,Meu amigo Fabinho devoto do Divino. https://t.co/7utK99cu52,2019-06-08T17:57:06Z,https://twitter.com/KatiaAbreu/status/1137418288387035137,1,1,24,0,
1137417812908134401,katiaabreu,Viva o Divino Espírito Santo! https://t.co/tRrkGREnjp,2019-06-08T17:55:13Z,https://twitter.com/KatiaAbreu/status/1137417812908134401,3,6,70,2,
1136786189753749504,katiaabreu,Votar o crédito suplementar de 248 bilhões que Bolsonaro pediu? Voto. Votar uma modernização da previdência sem prejudicar os mais pobres? Voto. Decreto pra armar a população? Não voto. Votar previdência para os Estados no lugar das Assembleias? Não voto. Simples assim.,2019-06-07T00:05:22Z,https://twitter.com/KatiaAbreu/status/1136786189753749504,65,26,379,6,
1136784571226349570,katiaabreu,Na hora de contratar pessoas pra ganhar eleição ou não cuidar das contas dos seus Estados não perguntam nada para o Congresso.,2019-06-06T23:58:56Z,https://twitter.com/KatiaAbreu/status/1136784571226349570,10,4,54,1,
1136784085014196224,katiaabreu,O Congresso vota regras gerais e os Estados com suas Assembleias votam suas regras locais. Governador cobrar responsabilidade do Congresso? Porque ? Eles e suas Assembleias não tem ? Assumam suas responsabilidades que nós assumiremos a nossa. É o que faltava.,2019-06-06T23:57:00Z,https://twitter.com/KatiaAbreu/status/1136784085014196224,26,7,106,2,
1136713598997356546,katiaabreu,Boa notícia para todo Tocantins: o aeroporto de Araguaína poderá receber até cinco voos por dia de jatos! Recebi a notícia hoje na ANAC. https://t.co/zFXitIIG5H,2019-06-06T19:16:55Z,https://twitter.com/KatiaAbreu/status/1136713598997356546,19,6,74,3,
1136344897005477889,katiaabreu,"Motivo para comemorar: Comissão de Constituição e Justiça do Senado aprovou hoje meu relatório que cria a Universidade Federal do Norte do Tocantins, com sede em Araguaína. O projeto segue com urgência para o plenário. https://t.co/tOXOZWgmoH",2019-06-05T18:51:50Z,https://twitter.com/KatiaAbreu/status/1136344897005477889,71,28,321,3,
1136094494934351878,katiaabreu,https://t.co/Laz5QNibRK,2019-06-05T02:16:49Z,https://twitter.com/KatiaAbreu/status/1136094494934351878,13,2,16,0,
1136049635624148993,katiaabreu,Caso raro em que 1 procurador da República discordou de colega em pleno julgamento:  https://t.co/RCg7xwrBB4,2019-06-04T23:18:34Z,https://twitter.com/KatiaAbreu/status/1136049635624148993,6,1,9,0,
1135986077733404673,katiaabreu,Vamos acabar com a burocracia e com a má vontade em emprestar aos empresários urbanos e aos produtores rurais,2019-06-04T19:06:01Z,https://twitter.com/KatiaAbreu/status/1135986077733404673,9,1,34,0,
1135986075422400513,katiaabreu,"Vou apresentar uma PEC para permitir que os recursos do FNO operados exclusivamente pelo BASA possam também ser disponibilizados por BB, CAIXA, Cooperativas de Crédito e Agencias de Desenvolvimento dos Estados. https://t.co/yptpXDbg7a",2019-06-04T19:06:00Z,https://twitter.com/KatiaAbreu/status/1135986075422400513,8,4,66,4,
1135962766949437441,katiaabreu,"A medida possibilita que prefeituras acessem linhas de crédito especiais, incentivos fiscais e recursos do Fundo Nacional de Desenvolvimento do Nordeste (FNDE). É uma vitória para nosso Tocantins! https://t.co/bdASIaaGlD",2019-06-04T17:33:23Z,https://twitter.com/KatiaAbreu/status/1135962766949437441,2,0,11,0,
1135904781384462337,katiaabreu,Confira o Tweet de @danieljosebr: https://t.co/RqPo0UAIQL,2019-06-04T13:42:58Z,https://twitter.com/KatiaAbreu/status/1135904781384462337,9,5,24,0,danieljosebr
1134582500150435840,katiaabreu,https://t.co/DO2tgE2n8Q   _#PMWNEWS_ 🧾,2019-05-31T22:08:42Z,https://twitter.com/KatiaAbreu/status/1134582500150435840,49,0,11,0,
1134573334157508608,katiaabreu,"O fumante só precisa escolher qual tipo de câncer terá: Pulmão, Boca, Bexiga principais. E aguardar. Há 10 anos não fumo. Esta foi minha https://t.co/doFWbuN3DN também pode. https://t.co/BRT3Dcas8R",2019-05-31T21:32:16Z,https://twitter.com/KatiaAbreu/status/1134573334157508608,24,11,68,0,
1134489844883832832,katiaabreu,Papa Francisco a Trump: ‘Quem constrói muros acaba prisioneiros deles’ https://t.co/PJnq5t0WWn,2019-05-31T16:00:31Z,https://twitter.com/KatiaAbreu/status/1134489844883832832,118,17,156,8,
1134486465642147844,katiaabreu,Kátia recebe GloboNews em Aliança  https://t.co/ZGJ3xbrZSC SERÁ EXIBIDO DIA 12 DE JUNHO : EM FOCO,2019-05-31T15:47:05Z,https://twitter.com/KatiaAbreu/status/1134486465642147844,11,2,24,1,
1134410804726571008,katiaabreu,https://t.co/R86Wmgw0od,2019-05-31T10:46:26Z,https://twitter.com/KatiaAbreu/status/1134410804726571008,5,7,42,1,
1134297246147776517,katiaabreu,Recebi Andrea Saddi na nossa fazenda hoje em Aliança do Tocantins para entrevista que será exibida dia 12 de junho no seu programa EM FOCO  na Globo News. Exemplo de profissionalismo e carisma. https://t.co/Bq1Y9tlqTi,2019-05-31T03:15:12Z,https://twitter.com/KatiaAbreu/status/1134297246147776517,26,9,258,1,
1134176423051010048,katiaabreu,"Hoje recebi a jornalista @AndreiaSadi no interior do Tocantins. Gravamos uma entrevista sobre minha trajetória de vida e sobre política para o programa Em Foco, da GloboNews. Em breve, irá ao ar! https://t.co/IqA8eDJnFI",2019-05-30T19:15:05Z,https://twitter.com/KatiaAbreu/status/1134176423051010048,22,9,144,1,AndreiaSadi
1134056737772888067,katiaabreu,Almas- Tocantins nosso próximo destino. Vamos visitar os pontos turísticos das Serras Gerais. https://t.co/7zVrefwQJ9,2019-05-30T11:19:30Z,https://twitter.com/KatiaAbreu/status/1134056737772888067,6,0,38,0,
1133839607454412801,katiaabreu,"Este foi um dos grandes absurdos aprovados na Reforma Trabalhista, que NÃO contou com meu voto. Felizmente, a permissão para grávidas trabalharem em local insalubre agora foi derrubada! https://t.co/q9tctlmROs",2019-05-29T20:56:42Z,https://twitter.com/KatiaAbreu/status/1133839607454412801,9,14,115,0,
1133814134703841281,katiaabreu,"Tivemos uma debate muito produtivo sobre como enfrentar a pobreza no campo e levar saúde, qualificação e renda àqueles que estão distantes dos olhos do Estado. https://t.co/hLRLueZpiE",2019-05-29T19:15:29Z,https://twitter.com/KatiaAbreu/status/1133814134703841281,3,2,17,1,
1133745829846630400,katiaabreu,"No Plenário, defendi a MP da Reestruturação dos Ministérios e falei da importância em sermos uma oposição responsável, que pense sempre e em primeiro lugar do Brasil! https://t.co/vSSWZWeyeF",2019-05-29T14:44:04Z,https://twitter.com/KatiaAbreu/status/1133745829846630400,61,16,231,10,
1133470110897852416,katiaabreu,https://t.co/VkfQK6lIzM,2019-05-28T20:28:27Z,https://twitter.com/KatiaAbreu/status/1133470110897852416,6,1,14,0,
1133433048333078529,katiaabreu,"Derrubamos hoje, no Senado, projeto que retomava obrigação de ter extintor de incêndio nos carros. Tudo que o brasileiro não precisa é de ainda mais gasto! https://t.co/8bhUvPy890",2019-05-28T18:01:11Z,https://twitter.com/KatiaAbreu/status/1133433048333078529,41,16,280,5,
1133053317796552706,katiaabreu,Capim Dourado do Jalapão. https://t.co/LFsicLOfRX,2019-05-27T16:52:16Z,https://twitter.com/KatiaAbreu/status/1133053317796552706,16,4,165,1,
1133008737231413250,katiaabreu,Nas maravilhosas Dunas do Jalapão de cor alaranjada.Imperdível! https://t.co/zsPR6zpZQN,2019-05-27T13:55:07Z,https://twitter.com/KatiaAbreu/status/1133008737231413250,39,42,466,24,
1132473604053057536,katiaabreu,Sou Jalapão até debaixo d’água! https://t.co/TEjvKuzOD6,2019-05-26T02:28:42Z,https://twitter.com/KatiaAbreu/status/1132473604053057536,53,23,731,15,
1131605676176883712,katiaabreu,https://t.co/lUI65pgOCY,2019-05-23T16:59:52Z,https://twitter.com/KatiaAbreu/status/1131605676176883712,3,1,11,0,
1131567953600819201,katiaabreu,https://t.co/vkzDDWbKCV Ter agenda própria de trabalho a favor do Brasil é nosso dever. É o que me faltava agora ser policiada aos 57 anos de idade.,2019-05-23T14:29:58Z,https://twitter.com/KatiaAbreu/status/1131567953600819201,4,2,16,1,
1131567685244997634,katiaabreu,https://t.co/vkzDDWbKCV Ter agenda própria de trabalho a favor do Brasil é nosso dever. É o que me faltava agora ser policiada aos 57 anos de idade.,2019-05-23T14:28:54Z,https://twitter.com/KatiaAbreu/status/1131567685244997634,5,3,45,0,
