id_proposicao,interesse_slug,interesse_nome,temas_nome,temas_slug,sigla,casa,casa_origem
01e564eea52292a5487c0e39a9c0115b,agenda-nacional,Agenda Nacional,Previdência e Assistência Social,previdencia-e-assistencia-social,PEC 287/2016,camara,camara
0b012d0a22f60977b1a926fb5396df01,agenda-nacional,Agenda Nacional,Administração Pública,administracao-publica,PLS 559/2013,senado,senado
0b012d0a22f60977b1a926fb5396df01,agenda-nacional,Agenda Nacional,Administração Pública,administracao-publica,PL 6814/2017,camara,nan
0cf79d8b72ab0c346e4a307afafeec60,agenda-nacional,Agenda Nacional,Defesa e Segurança,defesa-e-seguranca,PL 3722/2012,camara,camara
118c44a111b807ee8150f8ae25d1ca50,agenda-nacional,Agenda Nacional,Administração Pública,administracao-publica,MPV 881/2019,senado,camara
118c44a111b807ee8150f8ae25d1ca50,agenda-nacional,Agenda Nacional,Direito Civil e Processual Civil,direito-civil-e-processual-civil,MPV 881/2019,senado,camara
118c44a111b807ee8150f8ae25d1ca50,agenda-nacional,Agenda Nacional,Economia,economia,MPV 881/2019,senado,camara
118c44a111b807ee8150f8ae25d1ca50,agenda-nacional,Agenda Nacional,Administração Pública,administracao-publica,MPV 881/2019,camara,camara
118c44a111b807ee8150f8ae25d1ca50,agenda-nacional,Agenda Nacional,Direito Civil e Processual Civil,direito-civil-e-processual-civil,MPV 881/2019,camara,camara
118c44a111b807ee8150f8ae25d1ca50,agenda-nacional,Agenda Nacional,Economia,economia,MPV 881/2019,camara,camara
21c535efc8fca9cf39c3a30c61a0a8f8,agenda-nacional,Agenda Nacional,Direitos Humanos e Minorias,direitos-humanos-e-minorias,PL 7180/2014,camara,camara
21c535efc8fca9cf39c3a30c61a0a8f8,agenda-nacional,Agenda Nacional,Educação,educacao,PL 7180/2014,camara,camara
33f9158161f50253d875d8466ba35599,agenda-nacional,Agenda Nacional,nan,nan,PEC 54/2019,senado,senado
365cfde7265924b5370fd5fdfc549762,agenda-nacional,Agenda Nacional,Defesa e Segurança,defesa-e-seguranca,PL 10372/2018,camara,camara
365cfde7265924b5370fd5fdfc549762,agenda-nacional,Agenda Nacional,Direito Penal e Processual Penal,direito-penal-e-processual-penal,PL 10372/2018,camara,camara
4cf2d59bceb3ed122af69546476551c9,agenda-nacional,Agenda Nacional,Administração Pública,administracao-publica,PLS 449/2016,senado,senado
4cf2d59bceb3ed122af69546476551c9,agenda-nacional,Agenda Nacional,Previdência e Assistência Social,previdencia-e-assistencia-social,PLS 449/2016,senado,senado
4cf2d59bceb3ed122af69546476551c9,agenda-nacional,Agenda Nacional,Administração Pública,administracao-publica,PL 6726/2016,camara,nan
4cf2d59bceb3ed122af69546476551c9,agenda-nacional,Agenda Nacional,Previdência e Assistência Social,previdencia-e-assistencia-social,PL 6726/2016,camara,nan
4d87343c2bed0a962ab365cadf9c3f9c,agenda-nacional,Agenda Nacional,Direito Penal e Processual Penal,direito-penal-e-processual-penal,PL 881/2019,camara,camara
4d87343c2bed0a962ab365cadf9c3f9c,agenda-nacional,Agenda Nacional,"Política, Partidos e Eleições","politica,-partidos-e-eleicoes",PL 881/2019,camara,camara
4f89264b58ac80d3dfe1c7d31549a30c,agenda-nacional,Agenda Nacional,Administração Pública,administracao-publica,PLS 229/2009,senado,senado
4f89264b58ac80d3dfe1c7d31549a30c,agenda-nacional,Agenda Nacional,Finanças Públicas e Orçamento,financas-publicas-e-orcamento,PLS 229/2009,senado,senado
4f89264b58ac80d3dfe1c7d31549a30c,agenda-nacional,Agenda Nacional,Administração Pública,administracao-publica,PLP 295/2016,camara,nan
4f89264b58ac80d3dfe1c7d31549a30c,agenda-nacional,Agenda Nacional,Finanças Públicas e Orçamento,financas-publicas-e-orcamento,PLP 295/2016,camara,nan
554bb22bbf2e508ce083115fa3621486,agenda-nacional,Agenda Nacional,Economia,economia,PEC 10/2020,camara,camara
554bb22bbf2e508ce083115fa3621486,agenda-nacional,Agenda Nacional,Finanças Públicas e Orçamento,financas-publicas-e-orcamento,PEC 10/2020,camara,camara
554bb22bbf2e508ce083115fa3621486,agenda-nacional,Agenda Nacional,Saúde,saude,PEC 10/2020,camara,camara
554bb22bbf2e508ce083115fa3621486,agenda-nacional,Agenda Nacional,Economia,economia,PEC 10/2020,senado,camara
554bb22bbf2e508ce083115fa3621486,agenda-nacional,Agenda Nacional,Finanças Públicas e Orçamento,financas-publicas-e-orcamento,PEC 10/2020,senado,camara
554bb22bbf2e508ce083115fa3621486,agenda-nacional,Agenda Nacional,Saúde,saude,PEC 10/2020,senado,camara
7c4cbac341769f758f433b3f2e0c08c9,agenda-nacional,Agenda Nacional,Defesa e Segurança,defesa-e-seguranca,PL 3723/2019,camara,camara
7c4cbac341769f758f433b3f2e0c08c9,agenda-nacional,Agenda Nacional,Defesa e Segurança,defesa-e-seguranca,PL 3723/2019,senado,camara
7e57cc47376cc09c1d4601ea04733cd9,agenda-nacional,Agenda Nacional,Direito Penal e Processual Penal,direito-penal-e-processual-penal,PLP 38/2019,camara,camara
7e57cc47376cc09c1d4601ea04733cd9,agenda-nacional,Agenda Nacional,"Política, Partidos e Eleições","politica,-partidos-e-eleicoes",PLP 38/2019,camara,camara
8023a643cd263b9ef8a530ae4a2990d7,agenda-nacional,Agenda Nacional,Administração Pública,administracao-publica,MPV 870/2019,senado,camara
8023a643cd263b9ef8a530ae4a2990d7,agenda-nacional,Agenda Nacional,Administração Pública,administracao-publica,MPV 870/2019,camara,camara
8c68426fefc96e8f847e37ad2edea2f0,agenda-nacional,Agenda Nacional,nan,nan,PEC 39/2019,senado,senado
a1c79cf4cb95f3e13719e6762018e4f2,agenda-nacional,Agenda Nacional,nan,nan,PLS 272/2016,senado,senado
a7e2dab0729304a47ef5577c63300de6,agenda-nacional,Agenda Nacional,Administração Pública,administracao-publica,PLS 52/2013,senado,senado
a7e2dab0729304a47ef5577c63300de6,agenda-nacional,Agenda Nacional,Administração Pública,administracao-publica,PL 6621/2016,camara,nan
be3faa8bc73a1d2d09575d61ea015c2b,agenda-nacional,Agenda Nacional,nan,nan,PL 1864/2019,senado,senado
c7b2492911f1799f04aa0753c08ed567,agenda-nacional,Agenda Nacional,Estrutura Fundiária,estrutura-fundiaria,MPV 867/2018,senado,camara
c7b2492911f1799f04aa0753c08ed567,agenda-nacional,Agenda Nacional,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,MPV 867/2018,senado,camara
c7b2492911f1799f04aa0753c08ed567,agenda-nacional,Agenda Nacional,Estrutura Fundiária,estrutura-fundiaria,MPV 867/2018,camara,camara
c7b2492911f1799f04aa0753c08ed567,agenda-nacional,Agenda Nacional,Meio Ambiente e Desenvolvimento Sustentável,meio-ambiente-e-desenvolvimento-sustentavel,MPV 867/2018,camara,camara
c9127699f9a374ed918550f552928c21,agenda-nacional,Agenda Nacional,Administração Pública,administracao-publica,MPV 868/2018,camara,camara
c9127699f9a374ed918550f552928c21,agenda-nacional,Agenda Nacional,Cidades e Desenvolvimento Urbano,cidades-e-desenvolvimento-urbano,MPV 868/2018,camara,camara
c9127699f9a374ed918550f552928c21,agenda-nacional,Agenda Nacional,"Energia, Recursos Hídricos e Minerais","energia,-recursos-hidricos-e-minerais",MPV 868/2018,camara,camara
c9127699f9a374ed918550f552928c21,agenda-nacional,Agenda Nacional,Administração Pública,administracao-publica,MPV 868/2018,senado,camara
c9127699f9a374ed918550f552928c21,agenda-nacional,Agenda Nacional,Cidades e Desenvolvimento Urbano,cidades-e-desenvolvimento-urbano,MPV 868/2018,senado,camara
c9127699f9a374ed918550f552928c21,agenda-nacional,Agenda Nacional,"Energia, Recursos Hídricos e Minerais","energia,-recursos-hidricos-e-minerais",MPV 868/2018,senado,camara
cec80148002502e958d645a507a12a29,agenda-nacional,Agenda Nacional,Administração Pública,administracao-publica,PEC 439/2018,camara,camara
cec80148002502e958d645a507a12a29,agenda-nacional,Agenda Nacional,Finanças Públicas e Orçamento,financas-publicas-e-orcamento,PEC 439/2018,camara,camara
cf7567910b9ad3b955a9942a88d5774b,agenda-nacional,Agenda Nacional,Administração Pública,administracao-publica,PL 882/2019,camara,camara
cf7567910b9ad3b955a9942a88d5774b,agenda-nacional,Agenda Nacional,Defesa e Segurança,defesa-e-seguranca,PL 882/2019,camara,camara
cf7567910b9ad3b955a9942a88d5774b,agenda-nacional,Agenda Nacional,Direito Penal e Processual Penal,direito-penal-e-processual-penal,PL 882/2019,camara,camara
d51d8c078dab1676b4c24b67fc66d4dd,agenda-nacional,Agenda Nacional,Administração Pública,administracao-publica,PEC 6/2019,camara,camara
d51d8c078dab1676b4c24b67fc66d4dd,agenda-nacional,Agenda Nacional,Previdência e Assistência Social,previdencia-e-assistencia-social,PEC 6/2019,camara,camara
d51d8c078dab1676b4c24b67fc66d4dd,agenda-nacional,Agenda Nacional,Trabalho e Emprego,trabalho-e-emprego,PEC 6/2019,camara,camara
d51d8c078dab1676b4c24b67fc66d4dd,agenda-nacional,Agenda Nacional,Administração Pública,administracao-publica,PEC 6/2019,senado,camara
d51d8c078dab1676b4c24b67fc66d4dd,agenda-nacional,Agenda Nacional,Previdência e Assistência Social,previdencia-e-assistencia-social,PEC 6/2019,senado,camara
d51d8c078dab1676b4c24b67fc66d4dd,agenda-nacional,Agenda Nacional,Trabalho e Emprego,trabalho-e-emprego,PEC 6/2019,senado,camara
d8a02979d2829415b1b87a300ce96d86,agenda-nacional,Agenda Nacional,Administração Pública,administracao-publica,PL 3261/2019,senado,senado
d8a02979d2829415b1b87a300ce96d86,agenda-nacional,Agenda Nacional,Cidades e Desenvolvimento Urbano,cidades-e-desenvolvimento-urbano,PL 3261/2019,senado,senado
d8a02979d2829415b1b87a300ce96d86,agenda-nacional,Agenda Nacional,"Energia, Recursos Hídricos e Minerais","energia,-recursos-hidricos-e-minerais",PL 3261/2019,senado,senado
d8a02979d2829415b1b87a300ce96d86,agenda-nacional,Agenda Nacional,Administração Pública,administracao-publica,PL 3261/2019,camara,nan
d8a02979d2829415b1b87a300ce96d86,agenda-nacional,Agenda Nacional,Cidades e Desenvolvimento Urbano,cidades-e-desenvolvimento-urbano,PL 3261/2019,camara,nan
d8a02979d2829415b1b87a300ce96d86,agenda-nacional,Agenda Nacional,"Energia, Recursos Hídricos e Minerais","energia,-recursos-hidricos-e-minerais",PL 3261/2019,camara,nan
e0c50cfb097ef9953e6b0150f45c2afc,agenda-nacional,Agenda Nacional,Finanças Públicas e Orçamento,financas-publicas-e-orcamento,PEC 45/2019,camara,camara
eab412eff6e4986bead75a4752e46cc7,agenda-nacional,Agenda Nacional,"Energia, Recursos Hídricos e Minerais","energia,-recursos-hidricos-e-minerais",PL 8939/2017,camara,camara
eab412eff6e4986bead75a4752e46cc7,agenda-nacional,Agenda Nacional,"Energia, Recursos Hídricos e Minerais","energia,-recursos-hidricos-e-minerais",PLC 78/2018,senado,camara
abaac5a2637b6613d5601f0d9db25da8,congresso-remoto,Congresso Remoto,Direitos Humanos,direitos-humanos,PL 3477/2020,camara,camara
abaac5a2637b6613d5601f0d9db25da8,congresso-remoto,Congresso Remoto,Educação,educacao,PL 3477/2020,camara,camara
6d9fc7ddd9e4a28ec7c43960ad37dec6,congresso-remoto,Congresso Remoto,Outros,outros,PL 2067/2020,camara,camara
83e0c321e766943ab3d74dc0f1029655,congresso-remoto,Congresso Remoto,Direitos Humanos,direitos-humanos,PL 978/2020,camara,camara
83e0c321e766943ab3d74dc0f1029655,congresso-remoto,Congresso Remoto,Segurança Pública,seguranca-publica,PL 978/2020,camara,camara
b39766618a6ff41a774e261a8b79365a,congresso-remoto,Congresso Remoto,Transparência e Integridade,transparencia-e-integridade,PL 1358/2020,senado,senado
31d7f0333b7770983e27442ac4ab3914,congresso-remoto,Congresso Remoto,Outros,outros,PLP 34/2020,camara,camara
03eaf3351ec36501a953226d416cdc50,congresso-remoto,Congresso Remoto,Outros,outros,PL 1251/2020,camara,camara
9f90ec4b984f15216bb5bf4374687f85,congresso-remoto,Congresso Remoto,Outros,outros,PL 8323/2017,camara,camara
22c76e6b7abdf0cf9b2337ef39e9eaf0,congresso-remoto,Congresso Remoto,Outros,outros,MPV 948/2020,camara,camara
22c76e6b7abdf0cf9b2337ef39e9eaf0,congresso-remoto,Congresso Remoto,Outros,outros,MPV 948/2020,senado,camara
02bdd0fc39e0e6d1319cd75d2cf2e6d6,congresso-remoto,Congresso Remoto,Outros,outros,PL 1928/2020,camara,camara
ea1ced2df5c20fc16e17ee090433b2f6,congresso-remoto,Congresso Remoto,Direitos Humanos,direitos-humanos,PL 1671/2020,camara,camara
6fba0b249a9fe6d366d096368e79044d,congresso-remoto,Congresso Remoto,Direitos Humanos,direitos-humanos,MPV 928/2020,senado,camara
6fba0b249a9fe6d366d096368e79044d,congresso-remoto,Congresso Remoto,Transparência e Integridade,transparencia-e-integridade,MPV 928/2020,senado,camara
6fba0b249a9fe6d366d096368e79044d,congresso-remoto,Congresso Remoto,Direitos Humanos,direitos-humanos,MPV 928/2020,camara,camara
6fba0b249a9fe6d366d096368e79044d,congresso-remoto,Congresso Remoto,Transparência e Integridade,transparencia-e-integridade,MPV 928/2020,camara,camara
f2d2c5386c8c09d26f45c9f06f1759b2,congresso-remoto,Congresso Remoto,Outros,outros,PL 3968/1997,camara,camara
73a94308cd0793c404a0e30bd55e9052,congresso-remoto,Congresso Remoto,Direitos Humanos,direitos-humanos,PL 3594/2020,camara,camara
73a94308cd0793c404a0e30bd55e9052,congresso-remoto,Congresso Remoto,Trabalho Decente,trabalho-decente,PL 3594/2020,camara,camara
5ba45d75436610f1162933c8bbe5c766,congresso-remoto,Congresso Remoto,Outros,outros,PL 3807/2020,camara,camara
ced55ba854e20465027e17b5c46e8ad7,congresso-remoto,Congresso Remoto,Direitos Humanos,direitos-humanos,PL 1927/2020,camara,camara
ced55ba854e20465027e17b5c46e8ad7,congresso-remoto,Congresso Remoto,Educação,educacao,PL 1927/2020,camara,camara
7b45d998a68f2175bd0794ae3ee2f26a,congresso-remoto,Congresso Remoto,Outros,outros,PL 2012/2020,camara,camara
5f82302b69ca434a088543b6878bd5b5,congresso-remoto,Congresso Remoto,Outros,outros,PLN 28/2020,senado,camara
511837233092bcc43beb153d9b6de357,congresso-remoto,Congresso Remoto,Direitos Humanos,direitos-humanos,PL 2423/2020,camara,camara
511837233092bcc43beb153d9b6de357,congresso-remoto,Congresso Remoto,Trabalho Decente,trabalho-decente,PL 2423/2020,camara,camara
659fb8d260231dc5f5a5b119abad355e,congresso-remoto,Congresso Remoto,Outros,outros,MPV 941/2020,camara,camara
659fb8d260231dc5f5a5b119abad355e,congresso-remoto,Congresso Remoto,Outros,outros,MPV 941/2020,senado,camara
63d8f1d0c4033587eda7eaedb0aee7f6,congresso-remoto,Congresso Remoto,Outros,outros,PL 2707/2020,senado,senado
e12f9f8b5cbc1e00863bd47ec4092cf5,congresso-remoto,Congresso Remoto,Outros,outros,PLP 62/2020,camara,camara
2a50bb65eebeab67ea590f1abdcb9e52,congresso-remoto,Congresso Remoto,Direitos Humanos,direitos-humanos,PL 3516/2020,camara,camara
2a50bb65eebeab67ea590f1abdcb9e52,congresso-remoto,Congresso Remoto,Trabalho Decente,trabalho-decente,PL 3516/2020,camara,camara
e6eb68c606da3998fb6a32b13acaa0d9,congresso-remoto,Congresso Remoto,Outros,outros,PL 1340/2020,camara,camara
c9de6503ae49e89984fa838f342511f0,congresso-remoto,Congresso Remoto,Outros,outros,PL 1568/2020,camara,camara
ebaa679836749f4bcb7f06269972bec5,congresso-remoto,Congresso Remoto,Outros,outros,PL 5387/2019,camara,camara
9528f3e5fa03fc09bb7466f48f447ea6,congresso-remoto,Congresso Remoto,Outros,outros,PL 1113/2020,camara,camara
07bd69f53d4f32a8e425f7155cb1cbb8,congresso-remoto,Congresso Remoto,Outros,outros,PL 1576/2020,camara,camara
27811fcc395fd19f534c20fe0072b697,congresso-remoto,Congresso Remoto,Transparência e Integridade,transparencia-e-integridade,PL 2310/2020,camara,camara
23283f99dad48b1838560d9b1debaaeb,congresso-remoto,Congresso Remoto,Transparência e Integridade,transparencia-e-integridade,PEC 27/2020,senado,senado
b4d899e8d6f4c23720f63b847109a70b,congresso-remoto,Congresso Remoto,Outros,outros,PL 1011/2020,camara,camara
43003510c8bbbfdfef94543c521f6083,congresso-remoto,Congresso Remoto,Outros,outros,PL 2583/2020,camara,camara
10afc01447a0ef58c39f1777a1bb121d,congresso-remoto,Congresso Remoto,Outros,outros,PL 3768/2020,camara,camara
9127dd227a540c388656ba5f99229555,congresso-remoto,Congresso Remoto,Outros,outros,PL 1578/2020,camara,camara
f1f261c592be0940db44e0d814dfbcaa,congresso-remoto,Congresso Remoto,Outros,outros,PL 2017/2020,camara,camara
e610fc32eb430d833a11dd973510732f,congresso-remoto,Congresso Remoto,Outros,outros,PL 1117/2020,camara,camara
55be80a3d1b1a204255237b6f7e5dfc2,congresso-remoto,Congresso Remoto,Outros,outros,MPV 932/2020,senado,camara
55be80a3d1b1a204255237b6f7e5dfc2,congresso-remoto,Congresso Remoto,Outros,outros,MPV 932/2020,camara,camara
43d33f341f0cbf709d9f2e98dcc07ef5,congresso-remoto,Congresso Remoto,Outros,outros,PL 1246/2020,camara,camara
efe8ebf985e4d5c1272841e27b9f7e9f,congresso-remoto,Congresso Remoto,Trabalho decente,trabalho-decente,PL 2295/2000,camara,nan
cec80148002502e958d645a507a12a29,congresso-remoto,Congresso Remoto,Direitos Humanos,direitos-humanos,PEC 439/2018,camara,camara
1507a49676e834c9e6e1b9b3fc369796,congresso-remoto,Congresso Remoto,Outros,outros,PL 2722/2020,camara,camara
684667fd59de25ad8e62a70ddf9d7594,congresso-remoto,Congresso Remoto,Outros,outros,PL 1859/2020,camara,camara
33a1cccaff211ccc372e0f4dcd748179,congresso-remoto,Congresso Remoto,Outros,outros,PL 2327/2020,camara,camara
8ea746b0e2baedbbf5e10bb70d2f58d5,congresso-remoto,Congresso Remoto,Outros,outros,PL 1216/2020,camara,camara
2a2996adfb7bb68409004d0ea31c36b1,congresso-remoto,Congresso Remoto,Outros,outros,PL 1305/2020,camara,camara
b3f97e413061c49bc3968ba7e6ca3ce7,congresso-remoto,Congresso Remoto,Outros,outros,PL 1846/2020,camara,camara
9cc39bc2b73e450095983bfd19d7647a,congresso-remoto,Congresso Remoto,Outros,outros,PL 3179/2012,camara,camara
8a59f3d5153da8df1a103802dbf4a554,congresso-remoto,Congresso Remoto,Direitos Humanos,direitos-humanos,PL 993/2020,camara,camara
8a59f3d5153da8df1a103802dbf4a554,congresso-remoto,Congresso Remoto,Trabalho Decente,trabalho-decente,PL 993/2020,camara,camara
4c9055c5a31642082ed2e6aa298dc1c0,congresso-remoto,Congresso Remoto,Outros,outros,PL 1548/2020,camara,camara
ebaccad66981f192b15309173d056400,congresso-remoto,Congresso Remoto,Direitos Humanos,direitos-humanos,PL 2861/2020,camara,camara
c1e0e6e08115596ecefde4b56c3acc93,congresso-remoto,Congresso Remoto,Outros,outros,PL 1115/2020,camara,camara
f28567abb892a28f38ffa0003ee52e64,congresso-remoto,Congresso Remoto,Outros,outros,MPV 971/2020,senado,camara
f28567abb892a28f38ffa0003ee52e64,congresso-remoto,Congresso Remoto,Outros,outros,MPV 971/2020,camara,camara
4dc10a806336a32a92eb07326010fa94,congresso-remoto,Congresso Remoto,Direitos Humanos,direitos-humanos,PL 3538/2020,camara,camara
4dc10a806336a32a92eb07326010fa94,congresso-remoto,Congresso Remoto,Trabalho Decente,trabalho-decente,PL 3538/2020,camara,camara
3ab90dcb68f006dfddf740ef611be18d,congresso-remoto,Congresso Remoto,Outros,outros,PL 1318/2020,camara,camara
db5be70756b8b0806fd59f9bf9a47529,congresso-remoto,Congresso Remoto,Outros,outros,PL 1970/2020,camara,camara
f22398cb3c824b5dbfc0c97b2d039422,congresso-remoto,Congresso Remoto,Outros,outros,PL 2108/2020,camara,camara
b6e7335a89539a9b5fe172c1618b19fd,congresso-remoto,Congresso Remoto,Outros,outros,PL 1688/2020,camara,camara
ca18cce08364931e80459c151e29ab5a,congresso-remoto,Congresso Remoto,Outros,outros,MPV 992/2020,camara,camara
ca18cce08364931e80459c151e29ab5a,congresso-remoto,Congresso Remoto,Outros,outros,MPV 992/2020,senado,camara
5e6e5476f7d00e0cd38bc8442b8cca68,congresso-remoto,Congresso Remoto,Outros,outros,PLS 51/2016,senado,senado
5e6e5476f7d00e0cd38bc8442b8cca68,congresso-remoto,Congresso Remoto,Outros,outros,PL 7434/2017,camara,nan
30395c7a4b419079d735f8eed28a41fe,congresso-remoto,Congresso Remoto,Outros,outros,MPV 975/2020,senado,camara
30395c7a4b419079d735f8eed28a41fe,congresso-remoto,Congresso Remoto,Outros,outros,MPV 975/2020,camara,camara
1e3c882c08ae0ea99f01d0b0764af3cc,congresso-remoto,Congresso Remoto,Outros,outros,PL 1946/2020,camara,camara
7e56fcfc8d86c4673966b3866da7b70e,congresso-remoto,Congresso Remoto,Outros,outros,PL 2997/2020,camara,camara
73eb8a5db8fa68d9fb642ea5b5923c4a,congresso-remoto,Congresso Remoto,Outros,outros,PL 1132/2020,camara,camara
f72867fe07317d278761deada16140af,congresso-remoto,Congresso Remoto,Outros,outros,PL 668/2020,camara,camara
978687bed9e449280c2449365c16625f,congresso-remoto,Congresso Remoto,Outros,outros,PL 1075/2020,camara,camara
48d92ce54f8b91e93da58d6ed4255b01,congresso-remoto,Congresso Remoto,Outros,outros,PL 2802/2020,camara,camara
347381c5556fd4759ee832bd9bfc283a,congresso-remoto,Congresso Remoto,Outros,outros,PL 2438/2020,camara,camara
0758feb5b4d3b3e24cd4cd93f9a3f94e,congresso-remoto,Congresso Remoto,Direitos Humanos,direitos-humanos,PL 2678/2020,camara,camara
0758feb5b4d3b3e24cd4cd93f9a3f94e,congresso-remoto,Congresso Remoto,Educação,educacao,PL 2678/2020,camara,camara
91b600543e71ff88985790b3f2fe6552,congresso-remoto,Congresso Remoto,Outros,outros,PL 1975/2020,camara,camara
0e5dd89a764d7f9ec6bffc62e6a0e0ef,congresso-remoto,Congresso Remoto,Transparência e Integridade,transparencia-e-integridade,PL 3730/2020,camara,camara
4eba6f6a5d5c2f02ef087d755b655dda,congresso-remoto,Congresso Remoto,Outros,outros,MPV 984/2020,senado,camara
4eba6f6a5d5c2f02ef087d755b655dda,congresso-remoto,Congresso Remoto,Outros,outros,MPV 984/2020,camara,camara
1cdecfd90a4e8ebf812c2f8664dd65a0,congresso-remoto,Congresso Remoto,Outros,outros,MPV 997/2020,senado,camara
1cdecfd90a4e8ebf812c2f8664dd65a0,congresso-remoto,Congresso Remoto,Outros,outros,MPV 997/2020,camara,camara
2b2475eac4b0bd50f918639f5bf416af,congresso-remoto,Congresso Remoto,Outros,outros,PL 1462/2020,camara,camara
2d43a6e5e108973ac891ca9fe0d8eb2d,congresso-remoto,Congresso Remoto,Outros,outros,PL 1263/2020,camara,camara
1ee65c0cc3bfb18dfde834c5f48776a8,congresso-remoto,Congresso Remoto,Direitos Humanos,direitos-humanos,PL 641/2020,camara,nan
1ee65c0cc3bfb18dfde834c5f48776a8,congresso-remoto,Congresso Remoto,Segurança Pública,seguranca-publica,PL 641/2020,camara,nan
5e51fd41a5c1760fdd6f57bd0b0fcad1,congresso-remoto,Congresso Remoto,Nova Economia,nova-economia,PLP 49/2020,camara,camara
8d3320d2fbc75a8cad93f633b52f2bc9,congresso-remoto,Congresso Remoto,Outros,outros,MPV 938/2020,camara,camara
8d3320d2fbc75a8cad93f633b52f2bc9,congresso-remoto,Congresso Remoto,Outros,outros,MPV 938/2020,senado,camara
79d50595f7c396b9f002807ae22012bf,congresso-remoto,Congresso Remoto,Outros,outros,PL 2780/2020,camara,camara
26af75738c807832db568914415bb9c0,congresso-remoto,Congresso Remoto,Direitos Humanos,direitos-humanos,PL 1076/2020,camara,camara
26af75738c807832db568914415bb9c0,congresso-remoto,Congresso Remoto,Trabalho Decente,trabalho-decente,PL 1076/2020,camara,camara
0647ce1678323f719c2d5ef3692b1ba9,congresso-remoto,Congresso Remoto,Outros,outros,PL 1750/2020,camara,camara
e01d193bbc3d825218496f02b85dc88f,congresso-remoto,Congresso Remoto,Outros,outros,PLS 232/2016,senado,senado
ad6fa4ef65ccebeed52af4a6c69e76f6,congresso-remoto,Congresso Remoto,Outros,outros,PL 4414/2020,senado,senado
2d74ad223b0f9c6ce33b554ba2a38ee9,congresso-remoto,Congresso Remoto,Outros,outros,PL 3909/2020,camara,camara
f68848eb3c9393fce88a6b2dfd7b8919,congresso-remoto,Congresso Remoto,Outros,outros,PL 1542/2020,senado,senado
f68848eb3c9393fce88a6b2dfd7b8919,congresso-remoto,Congresso Remoto,Outros,outros,PL 1542/2020,camara,nan
9c7c55657770d567d21d0d73374a801d,congresso-remoto,Congresso Remoto,Transparência e Integridade,transparencia-e-integridade,PL 2389/2020,camara,camara
4cad8db7e6edfe62d31aae06c8aca763,congresso-remoto,Congresso Remoto,Outros,outros,PL 667/2020,camara,camara
c2c14659e54e1600011367e4d8fe7949,congresso-remoto,Congresso Remoto,Direitos Humanos,direitos-humanos,PL 1000/2020,camara,camara
c2c14659e54e1600011367e4d8fe7949,congresso-remoto,Congresso Remoto,Desenvolvimento socioambiental,desenvolvimento-socioambiental,PL 1000/2020,camara,camara
d9a47f0c58ae30a1614a181356b7bdd8,congresso-remoto,Congresso Remoto,Outros,outros,PL 1661/2020,camara,camara
031d150d5277001238c53ca42a0ebd91,congresso-remoto,Congresso Remoto,Outros,outros,PL 705/2020,camara,camara
ce8cae7ab2c17c6d6e4d29aaebb75ab1,congresso-remoto,Congresso Remoto,Outros,outros,PDL 316/2020,camara,camara
362911252844aed194f3a1be8f21b5d6,congresso-remoto,Congresso Remoto,Outros,outros,PL 2961/2020,camara,camara
ac9c4a07dc7db4e112710e6f15e5d33d,congresso-remoto,Congresso Remoto,Direitos Humanos,direitos-humanos,PL 1780/2020,camara,camara
ac9c4a07dc7db4e112710e6f15e5d33d,congresso-remoto,Congresso Remoto,Migração e Refúgio,migracao-e-refugio,PL 1780/2020,camara,camara
958ba2f27eb42878399352c44598abcf,congresso-remoto,Congresso Remoto,Outros,outros,PL 1581/2020,camara,camara
66f549633daab0c2a3bc11a27545da7f,congresso-remoto,Congresso Remoto,Outros,outros,PL 1771/2020,camara,camara
af225c67ea7815ee73d793302020b7fc,congresso-remoto,Congresso Remoto,Outros,outros,PL 2887/2020,camara,camara
420f9da84ea8651f08126753c798aeb6,congresso-remoto,Congresso Remoto,Outros,outros,PL 1432/2020,camara,camara
f941fd281a343b039e9c5e14dffa965b,congresso-remoto,Congresso Remoto,Outros,outros,PL 4199/2020,camara,camara
8528dfccd8d5139842137154b982faa8,congresso-remoto,Congresso Remoto,Desenvolvimento Socioambiental,desenvolvimento-socioambiental,PL 1709/2020,camara,camara
5edfff7bec62f9662b697c104d3d1f06,congresso-remoto,Congresso Remoto,Direitos Humanos,direitos-humanos,PL 5069/2019,camara,camara
5edfff7bec62f9662b697c104d3d1f06,congresso-remoto,Congresso Remoto,Trabalho Decente,trabalho-decente,PL 5069/2019,camara,camara
2b04c7d3b72b0b15bffff99a8ba77725,congresso-remoto,Congresso Remoto,Outros,outros,PL 3809/2020,camara,camara
a660e040b697f66ae6459939cbe70d0f,congresso-remoto,Congresso Remoto,Outros,outros,PL 1245/2020,camara,camara
5a15038f3cb577eba2ba33920f294cd3,congresso-remoto,Congresso Remoto,Outros,outros,PL 818/2020,camara,camara
f3650a7f244c863c16512591370c454d,congresso-remoto,Congresso Remoto,Direitos Humanos,direitos-humanos,PL 3232/2020,camara,camara
f8f266efa4b9dc91e4d1407049f5e820,congresso-remoto,Congresso Remoto,Outros,outros,PLS 452/2016,senado,senado
