id_proposicao_leggo,id_tema
5c4ae565e6e7071721df78ccfc86b4bd,19
46dc4d7897874b3dacfb4bb9714eb54e,19
e66f97cfaa9414df6454f755ad403442,19
ba9b9c25cbb737369245a9b06d6cff42,24
6229cd17cc64695f2f711cbd385479a2,19
b636bac185533de3863ee3457f648f38,19
7d47cc407b181717f57da99b9692bc57,19
75f2e0c5a26456eddc948020ec6dda3e,19
79ed1f21250d33e4199ffda273d36271,19
030edaf9011b1ce30f55f11ddb9a57c5,24
5f736edb278a7fec56e2e63544c62825,19
fad9f9b739cc2bd58fce57262adc8f19,19
540da6a2a1ab006568075b12b88dd659,18
540da6a2a1ab006568075b12b88dd659,7
b1466981b4e98b9771309c8467ae2940,19
00c7045c5decc57e192650bba00447cc,19
3e006550dc9d25b514ff4723e1f53139,19
5bcd2929d9a16256cec3151eace32673,19
079e21a1b805d68296aa83cdc19877d0,19
e816fa8da8145c5f9f23d3a5eb996ffc,19
dea3cc9f88092539c590a6102d5751a1,19
9a19482b319d5e9ff15ec1aac805fa8f,19
a8c14542283fc3ae070936db80e96f53,18
2dacd7681aea10ca3cf876bd63575118,19
0b211f215637c149b722ac475f57c6f0,18
23aab13269062f9c5ef3fc9f02df639f,19
989d14da2a1d2f595b28f7e4f24847d2,19
86d86b3b94f53f9192d7ab8bcdf47b53,19
ae40b2584837a49c85aaae02a7be2653,19
aca1d119ae12d7ac43b474e43990269e,18
6785b84d5485c7fdd61c3ce4d77996cd,19
34d718f1cd9d10f46749a48041456be4,19
12f28dc3e6767581d500f998267aad4e,19
8e449c5e91777d7db4697f371e2d7d5d,19
8096677c0e523c92c8073934cb7bf402,18
8096677c0e523c92c8073934cb7bf402,20
7463ec2f963b1015da6b792b0c2c7484,19
6f7e4ddb37b9d59162a19fbcc22ed5ac,19
6f2466438410426bc91af899faa0882a,18
6f2466438410426bc91af899faa0882a,22
13dc6bb46e9231580e1d4244d0455240,19
92cd677ed7fccdf0f83fcd158ef3711e,19
9c9d48d8034dde3347e19fe91835a8f9,19
1507a1edb062b3a7708253a0532c46a0,19
bcac8696f03904da02918b8e7e260dd9,19
5caf3a545b04c8c7d2df430e678e215c,19
9a3fbf754561a72bd063df75a732910f,19
7360567ae7ad3f6076579d2f97245905,19
0ebf075743d48207c7c03d5ff348ec12,19
5aa3bcbad7c4a5038f8d5b99b33e8e57,19
ca057bb35f1e577ce16dd24dd9567401,19
5b018a377b8a694efa3bc4296096f6e5,19
08804072286131329064a4cf8034cd3d,19
f0e3304ac8133788bd975bed30d72060,19
242605a56a771d2e5aacc98a7d39bb20,19
70471370b5d39a9d782274b18c7c22f2,19
565371be04442d5a41edfdf9d42a35f9,19
d9a5c990a77f368e536ba1b2fa7d6538,19
71429d1cf2719e773d28969e48cfac95,19
18d66a74c15306a3fa35f9ba00c29ea2,19
2ab2020e8f54325d67edf04e7b8bb81d,19
914b3448ad6e6e73e74ae655beb156e8,19
fb8e85db193719cf7cd5c67d7941ad4f,22
fb8e85db193719cf7cd5c67d7941ad4f,18
d4d8b2b5da3ba896fa01604364c7e44d,18
b5c882bfea7ca44aeab28eeca22a582f,19
1d3de4b7191341f84d253a753ca5bc04,19
dc6670bbeca06e1bdcf004aa92d8259c,19
b2c0148d2effd820ff7d84ed9e4e3706,18
b2c0148d2effd820ff7d84ed9e4e3706,22
003041d8f9b0ecd595de1b87d0525e7c,19
26cf107847f4765c3f00b02e97cd02da,18
eed579c4fd446be90bd1660204e49cd8,19
9cccc1c5df87836c6d2319ae0cae5998,19
c74a91d21e636676a9e78bbbeb12aebc,19
eb52361f73403caef7785ce143a01d47,19
16af9db6d015cba3d5928a84e8979fa8,19
539af11781c4c18d169bccfa25b8226e,19
ad64f68df44767e0cea833cb7f9e8564,19
293fd7895f48b0200c93c659ae37075d,19
7bb5f6a33237b989ec3d73fb7d53393b,19
fdc4efd0e88c2b4ef47bae29505eb2ec,19
9e81550c8955e49bb30ad4357d50e4d9,19
5657a9a477dcece35988d1a98a3ffaf8,19
0488cf54635b23d6c243304e072f8c62,19
a7cd94c276c1cd8d2721e4bb087a3cd9,19
fe023e3805b6813b31245b69387ee27a,19
60fb68843a26c6b8333f0443ff8d2531,19
41488f614a13488732d0d97cbec89c5c,19
d7f02b884c1ef0f1cf52c10175176d75,19
6175dbb5f428f3b0a3ee5d7b1a91036e,18
6175dbb5f428f3b0a3ee5d7b1a91036e,7
b7a17347708313242a7fca1a1770834e,19
aff92768d6af20704fdf93f6506efc68,19
72941737315dad53756fc59e763f9396,18
1c5fa6498aa9bdecc72676c0ed7b77ba,18
1e14d428f5b488d310844e6c2770815f,19
252b869d8adf21983697fce31e6be987,19
1b4a30021dd841d895ea692bffeb5f00,19
86f049acfb68df14f82d8280548e24a8,19
5367facdb2a0e88cb853b14154bd0dca,19
33f9158161f50253d875d8466ba35599,19
627993e6465b73a30b1e518f70ab0618,19
f75ab1bfa73e995e4d5c16f450788e35,19
5d74ac6d319696442fe563d3bbcbd01a,19
cbcba24652a43dbe673f50308fc918d2,18
cbcba24652a43dbe673f50308fc918d2,7
a70f71abccd6b13c8242d76e33665f53,18
dbe3f754a672289ad9d9e48018478b8e,19
66f746d8f0bcf88c6bc54c4559178fd3,18
ce768bb965a4b3f6c4f86622714c0dfb,19
f6f1f393780f3fc4952fefac1b1dc644,19
6b69b0feb1dffdd387e34705928b9325,19
4e74b87066ee56cbba31cfb537e4cb16,18
4e74b87066ee56cbba31cfb537e4cb16,7
31cfaf93852f9900bed1bdab2e32d02b,19
46d482171e61af9480e60eb276aa8096,19
9246a2841eb5c14c0053fdc815a743f1,19
082af2dd67a9b98208b61c66a65c2547,19
ed5b51ab8181f4c455f2126ef459fbbe,19
47f9307e3b4a113f65dd3a1b77a22930,19
127d35f5750b61cd4d6316faa60fff78,19
43db2fcf55e0b3836ece9a2f844c3f4f,19
bd002372397ef11113ba41fe8c4ec1a6,18
ca745fcfd6c957e6ca88623babf9f6df,19
490d8bafb1f613c96c4a5fbd56db931e,19
af5709b02721655d555d446e243f1079,19
aa12140713f2dc0dda21736e1e8d9e1c,19
e71de633a6c927664b925c8711b7f276,19
ade2d7bbfeb44da4539bdb62ca93e9eb,19
44e0658caefaf5594bcfacb0f5b348a0,19
97f22f966fa33d16a774f66150cec189,19
4a74aa77ad50b8e5bc406ab2485d8936,19
1e036b9ab9a2f7914043632e7e4d6660,19
89ce154e0c22c69479594f5718be7b1f,19
923c71db74f47893960d0464abe21889,19
67102d1d584d9a53a97d304bc803e8d3,19
31f596f06bbc076bb6160d98244ae9a4,19
6639c73facdffac3d4fed99f4b36c2f2,19
a52f02bf9bde160a2edaa80e8a66869d,19
262fb68abec6bf8e898f7372ffd230ec,19
00473dba30db16a77471a452f80850f8,19
901ea08b30f5af43b3da90511ece62ff,19
3c936f66b84daa6dfb6e9b51565b0fab,19
461f700e99fadb2b644c598f5458ce78,19
1d1fe2d1c5a4ed2ce58149a728417ca8,18
aee393fed9fda65ad29412b4dd9dcd3b,18
aee393fed9fda65ad29412b4dd9dcd3b,22
ada203493bfe9fb12dcef7a28eb8fea7,19
583a7a56094144599313ad2ed42a37fb,19
a3ddb01c8ec4f7cccf87fc343e68d85e,19
2ef9e7c48bbc23cda17e911c06bacc2a,19
ec3475babecfd2b6bd18cced6ae3a297,19
45e81aa70df2f197c337c1c62eff3631,19
7a84b7908e6820d0d2209969a757fd19,19
d8b09a178519142dd048addc63672b33,19
58ecff401cbaf5bf8e937b6f53290ae5,19
44ba83428012bba35d71435ae92a3813,19
89175d60e5f655588ce7d072d350d4c2,19
01f8f801b6689cc8c13d3501a0ca2a74,19
7d2df9fe5c552a08ab5c0c04ecdfc722,19
e3343da9c202d0df4f04bceff28d4404,19
4baddd3a19747de6261783e6ca4d7582,19
60019a64b9307d80f6243835c6b71c81,19
8c68426fefc96e8f847e37ad2edea2f0,19
a899f905b0eccf3f97fdd23e81534d5d,19
7a334e11275cf01fd52e7392a93516e6,19
b5853b72aa7feb79b13bec97f0ecb854,19
604105b60f09447aba9b583d71e9aefc,19
2f085cc8c2f304f73ab8c5718d6ae82d,19
1bc118369be59b1c53d00e2c3149ab77,19
acd7d04ce97fae1ce6c5cc1cc73dd63d,19
a59e682385a63fc60bf28fab853fc4bb,19
e74370deaa33db747ec90bfe61f1ab9e,18
e74370deaa33db747ec90bfe61f1ab9e,22
60098c5d3c9fb9f1331d522f6a3858e3,18
a73c7c5b9b16b9e4319e94bd54602899,12
9d362bc498315364b3f36c322a7ca849,19
c2381a77cbfef5cc2a63907f8000f808,19
422824c4dfbdd366402a6d572187c703,19
767ae884d5681cce69870528ef1e7618,19
75a1da0a082cb8c60b964b93ea147ea4,19
594002fb34ba292b5afbf1a35477b5ce,19
bcc1c87c3103cdddac1eb5844d11a818,19
98f8fe958a2955bb77f6fcaa54c24f31,19
63d11f908ec58e82f3886950c3807fe3,19
f1656ffb5f8dadf7cc6c6ddd3e0cecab,18
8940fd56096aaf713413fa46810c6b6d,19
f49d457fb826ff0a6cda6891304655f4,19
a7a82931085ce3f0252f95a7f41c83af,19
ed6f34077089e3f83fd5c2cb406e4876,19
3c34c0ccb27e0973b3e7738bb4279133,19
91a88ffb2c4e277374d9f328e9b20eb3,19
4b4382c276732b2e8b52723eff362773,19
b68f6497d17e9ac45153528c300df7ed,19
b09ff89288920060f9d36141c2e4d283,22
b09ff89288920060f9d36141c2e4d283,18
f818cfd11513f851b61a064bc28f29aa,19
70273486ab6f0eef25ca493b5bc6f2bc,19
e106ba1f07c256114d8e91491a512415,19
8166fb850c6193b875fb0afe8881b67b,19
4a6a3c1f47f94a7c4acbe96f40b6c561,19
e7b9e882db250a303583207fae599d4e,19
8c64c907761438f01638e41fcb28d0ab,19
a331a57a6c5a1df24d2b6742bf241050,19
8dc37343e91b0ef2387c24db4a23fcb5,19
2606e2a45d9eb4afffd5797d15e95962,19
a66622dedfd61ff33bf664f962e1fd10,19
9104fcae3c644d1e87007b78bebd26b9,19
0caa466e90733e74d6a32029e9821642,19
03a5c52dd859ff191cbfab33e3e382e9,19
e22b1e1f747f28f6a03d7a187e584fe2,19
f2ae4fae11dc113b9ab55152e334038f,19
232e083cb474e24cb5204b2b8eb15247,19
968d906126ef2b412e15e4d2a46bd341,19
6cedbb455fdd32fca718eeb9dca7e4b4,22
59395430d1408b6f8ce925a5c21b6a75,19
3e864aa85af84e9424e1dc53434b6b4d,18
c70f48eb6674a64d3f579cc0cadfb9a4,19
6cf4f39efbfb0b89383af1943b26eb6b,19
556ae3e5173a9d96003aa16281c44f69,19
f4fb6e16db2224236ea591e12f036a3e,19
b01ac60ee5bcbb5eb36e0bde06e348bc,19
d6c595f9a992fc387ecc442b9932691d,19
44b48c825a876c2f4fcbb1d93bb6d49d,19
33e1a59affa611c20f31c729c4d26366,19
2c804dd3d9aa6cc5fc434f3cdbf2d943,19
f236e211d1f86fb8afdf373d77a9c71c,19
e4aad2327720ccbf7c8250365a1b16ff,19
564a6e676579427e8012651bae1ea3dd,19
5bac63e76ffeab7049afbabb9354c53b,19
ff8b79509cb21c060b52a97fd4a10930,18
be1147b8b7c577d27417b52a857358b1,22
be1147b8b7c577d27417b52a857358b1,18
2857aea803e6efbc57dc84eb50764bc6,19
18d9baf55b0b66ac76ad1eb14164cf04,19
a627bb69f7536fb659585a9853b2f845,19
f81738dd631c975db8b9f6816658b2b6,19
b5e4311d58efc78450865cadf4c4a3b5,24
3c733e0c6299f5c2d644ab5ed4828ec4,19
6ad71ca6f0ceab2147846ced2efa11c9,18
faa8fbf53028d26067be8ac2ac1621b7,18
faa8fbf53028d26067be8ac2ac1621b7,22
953186be4e0c615ffe5643bc5bfa7b1e,19
2b084b40680b87ebc5aa92b5385c71ec,19
72d942c4382ced86cf908fe246f40147,19
62faf10bca22df6a9cd4e3339fa392a4,18
62faf10bca22df6a9cd4e3339fa392a4,20
e7017bc39c5f3b08faf3b23d1c37d0e8,19
71c2f165d449bab7e2a7897559f31b9c,19
4d14ff2f04b9e33797cb46ff044179d5,19
3491abb5948fdc2c933f33ce3122dbd0,18
3491abb5948fdc2c933f33ce3122dbd0,7
4d1e63b36bc0554e8df53866ca08e113,19
1ebaa95e786a018aec8954f5bf7077f1,19
d5d1a579ad8a7733803d6a477c34f121,19
3708a0fb65453380e5591b581033d35f,19
9473c4bdefe4d91ee8f64723084d8e05,19
42b8d7f59ca670799b318898ef506f32,19
d658ba500108671edef3dbe354b1ccab,19
97db1a4488de376d4e38c05db6c010f8,18
97db1a4488de376d4e38c05db6c010f8,22
839efb5ccbc112355b45f39b904e6dcb,19
e0483d4d439edf144ac8cb14cf496bf1,19
57da6949221d50910df414997642c8c4,19
360cc6fb27de6b1b69762a1083c6b816,19
274a5ffbe703df05a77cba3ca1b48d0d,19
4e15e1e9b9e09e6b354192c468f43549,19
72c3aef0c910f81179996f98bb8c95ef,19
1434e6c2a75e7f094dcdff676b61c30d,24
96ca45c05b195f690ca3b4b44ff888da,19
5664e9e2b885133b20168b4842bf9281,18
5664e9e2b885133b20168b4842bf9281,22
b9068c25615734e86ce728c69fd2cf94,19
916b05c344936c7a0490c2995ebc115c,19
848f3dfdd137a3510ae32b60c8b19c23,18
848f3dfdd137a3510ae32b60c8b19c23,22
f1af89995a2a6dedc8e583d577bc9276,19
09cb2ab4ce1640dac7bdd00c9d3ac3d9,19
7adea2b2fca3e6c9a341906d218e53ad,19
c1c70166fcb5a5d866939da035224055,19
0abc27ed12e0b55914f8081f29e1dadd,18
0abc27ed12e0b55914f8081f29e1dadd,7
d8b37d4c8cd77ddfc86fa8225b4a2535,19
cf4ccb869f69d017e735cd1c65d394c6,19
0ce3875f857ba2244559639440563080,19
4628d5f73312ee879ed458498c5c6ec0,19
8a71bd8c3ffb51631ef4d5429fc30844,18
8a71bd8c3ffb51631ef4d5429fc30844,7
2acfc18d8cfc78135c05afcbee1a9922,19
1daf3d58be348277eecf99a1ca8f9f56,19
e400f1f5f27d804050a4da32ecf2ed15,22
e400f1f5f27d804050a4da32ecf2ed15,18
6d783234bbd9435b69b225714b04b030,18
6d783234bbd9435b69b225714b04b030,7
bf906e4e69a3f0864cf079fc194eed1b,24
e087a128b8355eb9cacbd934f657ee2b,19
42e70fca0c0af824038feb0bd9d91beb,19
690e4f9baf01f30ba207f2b0c496f627,19
57d5d6c9ab4f5b2b5743eecac9ed426d,18
4ffc0908ac523706511a2557ba7add44,19
7454e20f884bc6af888ca4cc58ce2194,19
4a28c4bdcc33cda0021e80766e9c04d3,18
7c754ff2d742e92d3405f1832bea3cd6,19
b37cb0bcc90da4930e8c49668bf2caf2,19
578e1330c41b76a1acd73725a0bd547a,19
f14428c128dd059d6ed898cbf8be3dbe,19
b150405d4f738dcb7e18febfa5b30409,19
7872e0b131ef579268363af5cc377cc4,19
390f87806fd6c6c14e11b1bc55334f1b,19
16431d7a9f3e2ab42488d99b91d07cdb,19
b0ceafc127cd211c3e90c39d88420219,19
