id_proposicao_leggo,casa,casa_origem,sigla
bd6228f3c09a4f2c9ad2391435b9819e,camara,camara,MPV 956/2020
2acfc18d8cfc78135c05afcbee1a9922,camara,camara,PL 1868/2020
25af99ae2a8fa8b6200967bfde6d31d4,camara,camara,PL 2920/2020
07382dae4fd4c9ebda5149cc561896ee,camara,camara,PL 2379/2020
a3ddb01c8ec4f7cccf87fc343e68d85e,camara,camara,PL 2136/2020
ef6b8c0893dfd9a3c3e1c32a3bb7ed45,camara,camara,PL 2502/2020
31d7f0333b7770983e27442ac4ab3914,camara,camara,PLP 34/2020
fad9f9b739cc2bd58fce57262adc8f19,camara,camara,PL 4347/2019
c6e37463baec7cb5875e70ff76a883bd,senado,senado,PEC 30/2020
a8c592e4a00b8816a53b0ab59907a2b5,camara,camara,PL 1088/2020
958ba2f27eb42878399352c44598abcf,camara,camara,PL 1581/2020
bd80e20bd0041785b6aeba1f7b04171c,camara,camara,PL 2596/2020
55be80a3d1b1a204255237b6f7e5dfc2,senado,camara,MPV 932/2020
0758feb5b4d3b3e24cd4cd93f9a3f94e,camara,camara,PL 2678/2020
a7430781a325b71dd7cdfaa52146407e,camara,camara,PL 1819/2020
7bb5f6a33237b989ec3d73fb7d53393b,camara,camara,PL 2446/2020
5e50d9aa64d52594ea44b8708c2f607b,camara,camara,PL 1622/2020
989d14da2a1d2f595b28f7e4f24847d2,camara,camara,PL 1499/2020
e12f9f8b5cbc1e00863bd47ec4092cf5,camara,camara,PLP 62/2020
16af9db6d015cba3d5928a84e8979fa8,camara,camara,PL 3151/2020
d77e13a8515ed6b705a9e88fdf596582,camara,camara,PL 5570/2019
ed6f34077089e3f83fd5c2cb406e4876,camara,camara,PL 4157/2014
8166fb850c6193b875fb0afe8881b67b,camara,camara,PL 2923/2020
6ad71ca6f0ceab2147846ced2efa11c9,camara,camara,PL 4232/2020
70273486ab6f0eef25ca493b5bc6f2bc,camara,camara,PL 6438/2019
9a19482b319d5e9ff15ec1aac805fa8f,camara,camara,PL 1255/2020
b01ac60ee5bcbb5eb36e0bde06e348bc,camara,camara,PL 1555/2020
431ea4ea34cd3310631fc94eecedbd59,camara,camara,PL 1864/2020
0caa466e90733e74d6a32029e9821642,camara,camara,MPV 954/2020
39873bc6679d7a6349c92cd7c9d974ea,senado,senado,PEC 10/2013
768cf67499b8d195caaf647b596ec5a0,camara,camara,PL 1824/2020
1b34ae2885323a4a1e2f04f1c3399ab4,camara,camara,PL 2507/2020
84f8a4faca5bc3fa28779b2669ed14e9,camara,camara,PL 2651/2020
b3f97e413061c49bc3968ba7e6ca3ce7,camara,camara,PL 1846/2020
31cfaf93852f9900bed1bdab2e32d02b,camara,camara,PL 2347/2020
13dc6bb46e9231580e1d4244d0455240,camara,camara,PL 2100/2020
d7bc64c07a4de84c526f9c610cda59ab,camara,camara,PL 6163/2019
7463ec2f963b1015da6b792b0c2c7484,camara,camara,PL 694/2020
63d8f1d0c4033587eda7eaedb0aee7f6,senado,senado,PL 2707/2020
a59e682385a63fc60bf28fab853fc4bb,camara,NA,PL 1766/2019
02bdd0fc39e0e6d1319cd75d2cf2e6d6,camara,camara,PL 1928/2020
5b018a377b8a694efa3bc4296096f6e5,camara,camara,PL 2788/2020
3965df4685a24669895504287c4e64e4,camara,camara,PL 3319/2020
cbc6c40c38f04d53d014838a413295af,camara,camara,PL 2801/2020
657ef36227791c5254b215bab785aaba,camara,camara,MPV 936/2020
ccc6a93e95b81740a2f5d56c3d623139,camara,camara,PL 886/2020
45e81aa70df2f197c337c1c62eff3631,camara,camara,PL 2200/2020
771aab575448e2a1ed8721526dc371da,senado,camara,MPV 937/2020
71545ac38653c3da7246b0959cdc2fe7,camara,camara,PL 1089/2020
097a92924fde3d11306762d15f240a54,camara,camara,PL 1436/2020
3b6dd0da600695a3d7e6fc5c3b584a33,senado,senado,PLS 283/2012
b47444ba4791b35de8b1e2d4fc00442c,camara,camara,PL 1638/2020
ad6fa4ef65ccebeed52af4a6c69e76f6,senado,senado,PL 4414/2020
74dec0526f3704bed779c182c7f2a359,camara,camara,PL 2945/2020
efe8ebf985e4d5c1272841e27b9f7e9f,camara,NA,PL 2295/2000
ebaccad66981f192b15309173d056400,camara,camara,PL 2861/2020
4a5b77be40ce0f1b0c89ba2947e10dcf,camara,camara,PL 1759/2020
addbe5cbcbff19307059328c20ca0475,camara,camara,PL 795/2020
97b7a90aa032e5efdc5c2c190156ad45,camara,camara,PL 1787/2020
4b614be3c2b8afcd60b49785a1ce92d1,camara,camara,PL 1826/2020
6b6620471155f2b9b074ac2d1c3ba540,camara,camara,PL 3505/2020
33a1cccaff211ccc372e0f4dcd748179,camara,camara,PL 2327/2020
3491abb5948fdc2c933f33ce3122dbd0,camara,camara,PL 2779/2020
978687bed9e449280c2449365c16625f,camara,camara,PL 1075/2020
d9a47f0c58ae30a1614a181356b7bdd8,camara,camara,PL 1661/2020
1434e6c2a75e7f094dcdff676b61c30d,senado,senado,PL 6539/2019
b084451e4d3d6222cf40d8f374d7723c,camara,camara,PL 3233/2020
ad64f68df44767e0cea833cb7f9e8564,camara,camara,MPV 990/2020
db5be70756b8b0806fd59f9bf9a47529,camara,camara,PL 1970/2020
43db2fcf55e0b3836ece9a2f844c3f4f,camara,camara,PL 1028/2020
e5c9e9ab18d31fa52c0636a164b39651,camara,camara,PL 2125/2020
3c936f66b84daa6dfb6e9b51565b0fab,camara,camara,PL 1250/2020
664dfe54f739c243857a41fb21291da5,camara,camara,PL 1210/2020
67ebd6ee2ca3c78a063478e0dd388225,camara,camara,PL 2735/2020
e22b1e1f747f28f6a03d7a187e584fe2,camara,camara,MPV 978/2020
07bd69f53d4f32a8e425f7155cb1cbb8,camara,camara,PL 1576/2020
362911252844aed194f3a1be8f21b5d6,camara,camara,PL 2961/2020
954bc0cbda8d37f7013d7530777a49a7,senado,senado,PL 2838/2020
4d1e63b36bc0554e8df53866ca08e113,camara,camara,PL 714/2020
e39c6a8c3dee62975ea0e6d79ddd0ee2,camara,camara,MPV 980/2020
f8f266efa4b9dc91e4d1407049f5e820,senado,senado,PLS 452/2016
5367facdb2a0e88cb853b14154bd0dca,camara,camara,PL 1069/2020
f1f261c592be0940db44e0d814dfbcaa,camara,camara,PL 2017/2020
55c8fbfdd0f5403a018aeda002af1624,camara,camara,PL 3699/2020
173c40131869927d1863184baaca22a3,camara,camara,PL 2300/2020
d4d8b2b5da3ba896fa01604364c7e44d,camara,camara,PL 2978/2020
6229cd17cc64695f2f711cbd385479a2,camara,camara,PL 1396/2020
2e862aba1df15c626a5f5278312aa5c1,camara,camara,PL 786/2020
18d9baf55b0b66ac76ad1eb14164cf04,camara,camara,PL 628/2020
cc943f2955fa0dea5bf1c71e07a6304e,camara,camara,PL 1472/2020
b5e4311d58efc78450865cadf4c4a3b5,camara,camara,PL 7578/2017
7ea19da3fe9235b0e69cf8e7966a78f2,senado,senado,PL 2538/2020
540da6a2a1ab006568075b12b88dd659,camara,camara,PL 2686/2020
e5df564e8303047d3e5c1b19c9cb21ed,camara,camara,PL 1352/2020
8ff52675443e94150a8291d0a5ba3195,camara,camara,PL 2097/2020
c0de8e6b066dfdfd0c0096de685510e1,camara,camara,PL 130/2020
ae40b2584837a49c85aaae02a7be2653,camara,camara,PL 4017/2020
953186be4e0c615ffe5643bc5bfa7b1e,camara,camara,PL 2348/2020
dea3cc9f88092539c590a6102d5751a1,senado,senado,PLP 39/2020
ca745fcfd6c957e6ca88623babf9f6df,camara,camara,PL 3222/2020
4bcce8fc81a28f364352af03eec4e5d8,camara,camara,PL 2134/2020
e4d65a5b102848607995970f1c90e3bb,camara,camara,PL 3065/2019
9128a036b5b1e0d4330e8254397a0952,camara,camara,PL 1023/2020
8344d744dd2d58447561839aa9b673ae,camara,camara,PL 1354/2020
9149026548f9611f9305fd40827db635,camara,camara,PL 1615/2020
6083bcf41dfec99a822e37bc640d2a06,senado,camara,MPV 950/2020
f2c29f05b428671905d898597aef608f,camara,camara,PL 6407/2013
8d0792ec04c87f56eae3e0ff86cf8ff4,camara,camara,PL 1491/2020
ebaa679836749f4bcb7f06269972bec5,camara,camara,PL 5387/2019
127d35f5750b61cd4d6316faa60fff78,camara,camara,PL 3959/2020
d25d0167b08f43a21f3a0ddc9aaab0c5,camara,camara,PL 1911/2020
422824c4dfbdd366402a6d572187c703,camara,camara,MPV 957/2020
d26b0638f9981416c01728056e01287f,camara,camara,PL 3971/2020
d8deca2d84f971c6139183497e8c9391,camara,camara,PL 3034/2020
1507a49676e834c9e6e1b9b3fc369796,camara,camara,PL 2722/2020
7454e20f884bc6af888ca4cc58ce2194,camara,camara,PL 1754/2020
261cff7fe671ccaaa07fb3e6e9d83f7f,camara,camara,PLP 209/2020
d8923c1efeaaa8ab34a2af3a42bf19a1,camara,camara,PL 6423/2019
71f3b86fed7ab60589b84eb94503b99c,camara,camara,PL 1985/2019
184dfaec861deaeac7315b4159d1c74f,camara,camara,PL 3752/2020
f2fa593d2e5894054f699437cdfc1971,camara,camara,PLP 28/2020
8ca351bfa42ce06c328f9927764be115,camara,camara,PL 3580/2020
7a334e11275cf01fd52e7392a93516e6,camara,camara,PL 1010/2020
26cf107847f4765c3f00b02e97cd02da,camara,camara,PL 3056/2020
4d76f1c3d94660ebdba3797d4d2b0d2b,senado,senado,PEC 28/2020
92cd677ed7fccdf0f83fcd158ef3711e,camara,camara,PL 2865/2020
b3ac81553b831580081dcc6b699df885,camara,camara,PL 3067/2020
6387b78a7b416b264b811a974d11e1a5,camara,camara,PL 2454/2020
3f98fe0fd259f0decf7402366394972c,camara,camara,PL 2401/2019
c8cf881bf50fd6287a536aaf464c0bd5,senado,camara,MPV 988/2020
793822c1ffaa368eb6422c04b83837a3,camara,camara,PL 2357/2020
d5d1a579ad8a7733803d6a477c34f121,camara,camara,MPV 961/2020
73a3cde021d64623f1537b3a5644634d,camara,camara,PL 1686/2020
743bbe6433be233b5f36a0b88b84e190,camara,camara,PL 2506/2020
a7a82931085ce3f0252f95a7f41c83af,camara,camara,PL 3253/2020
7e56fcfc8d86c4673966b3866da7b70e,camara,camara,PL 2997/2020
4b4e67d20be9ae6aa4cbce88d18d0478,camara,camara,MSC 409/2019
a37c8bc53ec8e09183693ca4d0d355d3,camara,camara,PL 3270/2020
3e006550dc9d25b514ff4723e1f53139,camara,camara,PL 1070/2020
1b863430e00f9f394e93eebaf96aec29,camara,camara,PL 2007/2020
92a9ad77a98a6ad546be61861638d877,camara,camara,PL 2222/2020
5caf3a545b04c8c7d2df430e678e215c,camara,camara,PL 3136/2020
c414e3a1ef20d4a42948c5cecbb5d401,camara,camara,PL 1254/2020
c1fef5ebaf25110a3a3a66cf7f01788d,camara,camara,MPV 958/2020
1fafb7d3c17f8dba5683c110bf2df2df,camara,camara,MPV 998/2020
4e74b87066ee56cbba31cfb537e4cb16,camara,camara,PL 2949/2020
b7a17347708313242a7fca1a1770834e,camara,camara,PL 1872/2020
0fdf47e192f70a50e2452931381fe733,camara,camara,PL 595/2020
f28567abb892a28f38ffa0003ee52e64,senado,camara,MPV 971/2020
add988823c1157052eabc9a6d595c58d,camara,camara,PL 676/2020
10d06f84d047361e358e6168ee194f01,camara,camara,PL 2334/2020
565371be04442d5a41edfdf9d42a35f9,camara,camara,PL 1418/2020
f16d43b30f86d661185a4d3ac21a1280,senado,camara,MPV 939/2020
d521ddd441e7049ae107f48c9b6c409d,camara,camara,PL 2340/2020
fe8b1aa8969555d10e491dd38b74a5a6,camara,camara,PL 1557/2020
a660e040b697f66ae6459939cbe70d0f,camara,camara,PL 1245/2020
2462919cc6ed26971f2a91de4e75c82a,camara,camara,PL 3157/2020
4117c1b174df534da8eabf0023dce14e,camara,camara,MPV 963/2020
34d718f1cd9d10f46749a48041456be4,camara,camara,PL 3267/2019
2b253022b08ec2ac5a71fe0b0b714c5e,camara,camara,PL 1842/2020
256cb0e8e65f6f18c2458128b8056e2a,camara,camara,PL 1489/2020
bff1e9a505d0eee2b74f80b3bd9977e2,senado,camara,MPV 983/2020
bc68ebfe9b8a371617b519da303e61f4,senado,senado,PL 1282/2020
e71de633a6c927664b925c8711b7f276,camara,camara,PL 2093/2020
030edaf9011b1ce30f55f11ddb9a57c5,senado,senado,PLS 484/2017
5d451a050f63878899b0fb16255f6b5d,camara,camara,PL 2118/2020
8c68426fefc96e8f847e37ad2edea2f0,senado,senado,PEC 39/2019
10afc01447a0ef58c39f1777a1bb121d,camara,camara,PL 3768/2020
dc24024849bfdd03178476fb3b0c3f0d,camara,NA,PEC 517/2010
8106f8bb45ca42d6aac72a51102df0e9,camara,camara,PL 1747/2020
468d219c7647daeb84fd141dc19ec13d,camara,camara,PL 1397/2020
e0fb28a9c1cffe9cfb6abb280536f380,camara,camara,PL 797/2020
16f28c3041b72c13a98235313ac16e45,camara,camara,PL 1477/2020
d4b18b725f0b9a1f51d8b18e4cf5a7e0,senado,senado,PL 1277/2020
a66622dedfd61ff33bf664f962e1fd10,camara,camara,PL 843/2020
2f43686ce988729f5f29a37ea543579b,camara,camara,PL 2298/2020
8bb240add69ce440e8e1e24ea65fe835,camara,camara,PL 3469/2020
fa5dc1d50b0560d2c01e9d338f831b44,senado,camara,MPV 947/2020
eb52361f73403caef7785ce143a01d47,camara,camara,PLP 108/2020
848f3dfdd137a3510ae32b60c8b19c23,camara,camara,PL 1744/2020
6f2466438410426bc91af899faa0882a,camara,camara,PL 796/2020
2d43a6e5e108973ac891ca9fe0d8eb2d,camara,camara,PL 1263/2020
701b84b9ac90c3025b2f8d75006e67dd,camara,camara,PL 3480/2020
e8bbcb3d7b531841875ed6a9ee5eb384,camara,camara,PL 2493/2020
c9de6503ae49e89984fa838f342511f0,camara,camara,PL 1568/2020
97f22f966fa33d16a774f66150cec189,camara,camara,PL 2750/2020
829affbd254b5e25303c115ff6ead244,camara,NA,PEC 397/2017
c5eba685682a3b41eea5e72c16f98d5a,camara,camara,PL 2954/2020
41488f614a13488732d0d97cbec89c5c,camara,camara,PL 6418/2019
dfe1c80320a68cc39ab2210c7c829140,senado,senado,PL 2194/2020
72c3aef0c910f81179996f98bb8c95ef,camara,camara,PL 2362/2020
6cedbb455fdd32fca718eeb9dca7e4b4,senado,camara,MPV 955/2020
8d611266f065e6132c81f09fc588429d,camara,camara,PL 2648/2020
2857aea803e6efbc57dc84eb50764bc6,camara,camara,PL 658/2020
a17a52b614af37014393f80e5e03730d,camara,NA,PL 6330/2020
2d74ad223b0f9c6ce33b554ba2a38ee9,camara,camara,PL 3909/2020
950c947b395cfcefe5bfb5b7af56b3ef,camara,camara,PL 2548/2020
0647ce1678323f719c2d5ef3692b1ba9,camara,camara,PL 1750/2020
8a71bd8c3ffb51631ef4d5429fc30844,camara,camara,PL 2761/2020
7101c10197aeb246050c6be0ab39e296,camara,camara,PL 610/2020
660c2206d21fee4c2e97bdee149a5018,camara,camara,PL 3058/2020
f6f1f393780f3fc4952fefac1b1dc644,camara,camara,PL 986/2020
c70f48eb6674a64d3f579cc0cadfb9a4,camara,camara,PL 2172/2020
92f5e2ffe651ec6a4484af2f87c63b81,senado,senado,PL 2354/2020
461f700e99fadb2b644c598f5458ce78,camara,camara,PL 1099/2020
f37f7f8ecd6e777d58cdd01f22a6030f,camara,camara,PL 3210/2020
56179f5dc4e217a3e81464aa2cb93cc8,camara,camara,PL 4141/2020
410c719db9d5359a008fd82675365691,camara,camara,PL 1552/2020
23aab13269062f9c5ef3fc9f02df639f,camara,camara,PL 1637/2020
232e083cb474e24cb5204b2b8eb15247,camara,camara,PL 3090/2020
85fef9f2ef9c258bae8c31cac7f67907,camara,camara,PL 3230/2020
b9501919176f8a9a6db812419e9f8d17,camara,camara,PL 936/2020
b5c882bfea7ca44aeab28eeca22a582f,camara,camara,PL 1822/2020
923c71db74f47893960d0464abe21889,camara,camara,PL 1189/2020
46dc4d7897874b3dacfb4bb9714eb54e,camara,camara,PL 2683/2020
bf906e4e69a3f0864cf079fc194eed1b,camara,camara,PL 3729/2004
b4d899e8d6f4c23720f63b847109a70b,camara,camara,PL 1011/2020
97db1a4488de376d4e38c05db6c010f8,camara,camara,PL 3515/2020
e01d193bbc3d825218496f02b85dc88f,senado,senado,PLS 232/2016
b2c0148d2effd820ff7d84ed9e4e3706,camara,camara,PL 2509/2020
e0f732e1056b4dba632d8f5ebbc1cb0b,camara,camara,PL 824/2020
5bf54b9c29564f063dc084d0a6ebf138,camara,camara,PL 603/2020
9473c4bdefe4d91ee8f64723084d8e05,camara,camara,PL 1651/2020
5664e9e2b885133b20168b4842bf9281,camara,camara,PL 3905/2020
55be5dcd2e0febfb39c0dbb11b1867c4,camara,camara,PL 3675/2020
42e70fca0c0af824038feb0bd9d91beb,camara,camara,PL 2798/2020
8596b0f6c58db66cd282caf2898983b4,camara,camara,PL 3162/2020
d26f352fef06c4f1c63600e89c9f7935,camara,camara,PL 459/2015
35f1888d7d17cb65140aabe7b9f98534,camara,camara,PL 2048/2020
dac2e63700dd3bce2182d29e45590413,camara,camara,PL 2726/2020
7c3cefa785d1a3a6679bade2e7b98ba3,camara,camara,PL 1556/2020
7adea2b2fca3e6c9a341906d218e53ad,camara,camara,PL 1892/2020
2c2831d677634fae5992a23010d6c18f,camara,camara,PL 3221/2020
23283f99dad48b1838560d9b1debaaeb,senado,senado,PEC 27/2020
87ce7a2c69509ece6fbb75a4c9167588,senado,senado,PEC 110/2019
72410db8cb003ae9ccae819293a6dfb4,camara,camara,PL 3197/2020
6d9fc7ddd9e4a28ec7c43960ad37dec6,camara,camara,PL 2067/2020
7629882f7d0236090b08bbee5f60a412,camara,camara,PL 4330/2020
7e71000197236498584d3b7590cf52df,camara,camara,PL 4113/2020
5795d39eef31d0ca3e07c12e9ceda513,camara,camara,PL 3042/2020
7b66e187d508b9940394c0856a8f19b6,camara,camara,PL 957/2020
5bac63e76ffeab7049afbabb9354c53b,senado,senado,PEC 133/2015
528e36f7be0c97bcb1ef9c5ad365af3b,camara,camara,PL 9931/2018
9f6144a78268c9763929ab29c3b7a31a,camara,camara,PL 3295/2020
604284c31bbe7d6980e2c589a71d2515,camara,camara,PL 3936/2020
293fd7895f48b0200c93c659ae37075d,camara,camara,PL 1907/2020
e610fc32eb430d833a11dd973510732f,camara,camara,PL 1117/2020
af5709b02721655d555d446e243f1079,camara,camara,PL 1347/2020
ac6cc4cf73c7696d8657a1baf7367894,camara,camara,PL 892/2020
2f0dd2baf2721f03ce771381e2dd9443,camara,camara,PL 2989/2020
4f8398190373ad64fbf62ab437b3decc,camara,camara,PL 1213/2020
b39766618a6ff41a774e261a8b79365a,senado,senado,PL 1358/2020
1e14d428f5b488d310844e6c2770815f,camara,camara,PL 1873/2020
078ba8d1552be4106d551dc64425f08b,camara,camara,PL 1114/2020
4ab5573f0dadc63f660f104e9bdbae99,camara,camara,MPV 968/2020
e66f97cfaa9414df6454f755ad403442,senado,camara,MPV 989/2020
1753489acab3a8ac369470c752802eb8,camara,camara,PL 5756/2019
aff92768d6af20704fdf93f6506efc68,camara,camara,PL 1274/2020
4b4382c276732b2e8b52723eff362773,camara,NA,PL 1166/2020
1ce3cfa6963831194d49adb46cc96952,camara,camara,MPV 933/2020
09cb2ab4ce1640dac7bdd00c9d3ac3d9,camara,camara,PL 2762/2020
fe9670b5ebda2fceed61c709a6806d71,senado,camara,PLN 25/2020
4e15e1e9b9e09e6b354192c468f43549,camara,camara,PL 1583/2020
3e864aa85af84e9424e1dc53434b6b4d,camara,camara,PL 2835/2020
9da4ff9f8aa8be18c70df428354bfd2b,camara,camara,MPV 981/2020
d9a5c990a77f368e536ba1b2fa7d6538,camara,camara,PL 3846/2020
c318006999bb4146a862425b6cfa8313,camara,camara,PL 1685/2020
6d783234bbd9435b69b225714b04b030,senado,senado,PDL 218/2020
30395c7a4b419079d735f8eed28a41fe,senado,camara,MPV 975/2020
3c733e0c6299f5c2d644ab5ed4828ec4,camara,camara,MPV 969/2020
02eabdfe6de5c71af7fea09a7bf5b29c,camara,camara,PL 1734/2020
6dcf69840a838af51abe8ee239a012a7,camara,camara,PL 517/2020
15d27c8a3e895600fdfdd817553a6770,senado,senado,PL 4850/2019
00c7045c5decc57e192650bba00447cc,camara,camara,PL 2110/2020
b09ff89288920060f9d36141c2e4d283,camara,camara,PL 3073/2020
6639c73facdffac3d4fed99f4b36c2f2,camara,camara,PL 1758/2020
5ac71ca76c82bea4d93ffcc82a7339ad,camara,camara,PL 1269/2020
6f7e4ddb37b9d59162a19fbcc22ed5ac,camara,camara,PL 2746/2020
abaac5a2637b6613d5601f0d9db25da8,camara,camara,PL 3477/2020
1d3de4b7191341f84d253a753ca5bc04,camara,camara,PL 893/2020
1af1bf9b76c4f19825b5d66f20e080f5,camara,camara,PL 2442/2020
56b6836193bcecf355d818e05c65b8bc,camara,camara,PL 6161/2019
f1839095e3b9cc6c93969bd54bfb5a99,camara,camara,PL 608/2020
44e0658caefaf5594bcfacb0f5b348a0,camara,camara,PL 1531/2020
af225c67ea7815ee73d793302020b7fc,camara,camara,PL 2887/2020
a86fb79b8cdf60b50748dc80882f2aed,camara,camara,PL 735/2020
79d50595f7c396b9f002807ae22012bf,camara,camara,PL 2780/2020
2cfef5d3dac8b6770cd78e4ada4e71e7,camara,camara,PL 4382/2020
86a7f1cdf96cf82705a2fd77acc0d0e8,camara,camara,PL 669/2020
44b48c825a876c2f4fcbb1d93bb6d49d,camara,camara,PL 1283/2020
681e5415151f9276e56b77ba1550a9e1,senado,senado,PEC 18/2020
252b869d8adf21983697fce31e6be987,camara,camara,PL 1322/2020
3aed41b77d7d7c1360e1e70d411e72c1,camara,camara,PL 5795/2019
7d2df9fe5c552a08ab5c0c04ecdfc722,camara,camara,PL 1831/2020
a84162fce1a7fca5e33bab1aa35aacaf,camara,camara,PL 3240/2020
f5e0338ac8e5f8a9d0ead038009b826d,camara,camara,PL 3364/2020
ada203493bfe9fb12dcef7a28eb8fea7,camara,camara,PL 1549/2020
e7a4b00d4f2e39406d241c59a46b0c2e,camara,camara,PL 1079/2020
ba9b9c25cbb737369245a9b06d6cff42,camara,camara,PL 4162/2019
1f0389c01cfb631c9a627cd43e704f9a,senado,camara,MPV 953/2020
f22398cb3c824b5dbfc0c97b2d039422,camara,camara,PL 2108/2020
d13e5daeb208c070bdc9d43231ee9a73,camara,camara,PL 848/2020
28cb52b7b0bfd82744445d319ea2d215,camara,camara,PL 2824/2020
649451655ccd5eba41acb283febdf3b7,camara,camara,PL 1834/2020
604105b60f09447aba9b583d71e9aefc,camara,camara,PL 3216/2020
4ee7926f0c20470f16c4075c4ef98e78,camara,camara,PL 3212/2020
39f5891d7bd0b7907d2118139dfb1912,senado,camara,MPV 973/2020
4ffc0908ac523706511a2557ba7add44,camara,camara,PL 1182/2020
0d9fd8d375707f7b4bd08ae2ed4e1283,camara,camara,PL 1781/2020
823b613cf5a86c818be7867ea92b4ffb,camara,camara,PL 1389/2020
73a94308cd0793c404a0e30bd55e9052,camara,camara,PL 3594/2020
27801502fe8b57eb8c5a318fcfe79d57,camara,camara,PL 3715/2020
77e7c44a9b6e0bd3b3cdb80c2bb5241c,camara,camara,PDL 173/2020
1f3dd954942a5e88c76a392418fc129a,camara,camara,PL 9950/2018
2d6dc321e6e74b3d119dede973595389,camara,camara,PL 1989/2020
1daf3d58be348277eecf99a1ca8f9f56,camara,camara,PL 10070/2018
e26dbf99b430ad4057c77cbf5ae1bf76,camara,camara,PL 1312/2020
430dd8da744c21b8485718d2b905324a,camara,camara,PL 1480/2020
22deaf763c7c0eb920a90b9cd3da463e,camara,camara,PL 2736/2020
ee20293a79f0c687ce117addb013ceca,camara,camara,PL 3389/2020
8d0d85a3d93b170bb35e8c0ed79abdaa,camara,camara,PL 1106/2020
e400f1f5f27d804050a4da32ecf2ed15,camara,camara,PL 3932/2020
5be0b1a292ed6159b86993a0202d39ae,camara,camara,PL 3907/2020
5d93fecd0a45c2404ec3222fbd759a3d,camara,camara,PDL 644/2019
57d5d6c9ab4f5b2b5743eecac9ed426d,camara,camara,PL 1904/2020
7a84b7908e6820d0d2209969a757fd19,camara,camara,PL 2829/2020
58ecff401cbaf5bf8e937b6f53290ae5,camara,camara,PL 1299/2020
539af11781c4c18d169bccfa25b8226e,camara,camara,PL 948/2020
5f82302b69ca434a088543b6878bd5b5,senado,camara,PLN 28/2020
775cd76a074d5ef570934ac0e72288c9,camara,camara,PL 6160/2019
3c8637bee7fc8ea31d224b592ec7413c,senado,senado,PEC 31/2020
6175dbb5f428f3b0a3ee5d7b1a91036e,camara,camara,PL 2556/2020
6cf4f39efbfb0b89383af1943b26eb6b,camara,camara,PL 645/2020
1c5fa6498aa9bdecc72676c0ed7b77ba,camara,camara,PL 2777/2020
70422a915a4383eea2823d41b5e44dd6,senado,senado,PL 2424/2020
f818cfd11513f851b61a064bc28f29aa,camara,camara,PL 6229/2005
70471370b5d39a9d782274b18c7c22f2,camara,NA,PRC 11/2020
2c804dd3d9aa6cc5fc434f3cdbf2d943,senado,camara,MPV 982/2020
ffdd7b9ac39bfdbb06a49de78abb0fc0,camara,camara,PL 3053/2020
f2d2c5386c8c09d26f45c9f06f1759b2,camara,camara,PL 3968/1997
e286de95ba2223d14db5dd93e5802701,camara,camara,PL 3780/2020
1b4a30021dd841d895ea692bffeb5f00,camara,camara,PL 3186/2020
047197c6625748f7bd70093da7a70dbf,camara,camara,MPV 951/2020
914b3448ad6e6e73e74ae655beb156e8,camara,camara,PL 1391/2020
43d33f341f0cbf709d9f2e98dcc07ef5,camara,camara,PL 1246/2020
1e3c882c08ae0ea99f01d0b0764af3cc,camara,camara,PL 1946/2020
79496dfc8a4ab626870aa782dfa3c40d,camara,camara,PL 2557/2020
8a292ee1b5df375bf5f17bc09fc3e606,camara,camara,PL 2151/2020
ca057bb35f1e577ce16dd24dd9567401,camara,camara,PL 1298/2020
ab00713e12f6bdd07c85427289106801,senado,senado,PEC 29/2020
f72867fe07317d278761deada16140af,camara,camara,PL 668/2020
dc6670bbeca06e1bdcf004aa92d8259c,camara,camara,PL 2208/2020
d6c595f9a992fc387ecc442b9932691d,camara,camara,PL 2335/2020
feab5d8fa8bb84c553c8b34bf7752e3d,camara,camara,PL 3276/2020
ed3478e28cbdaec0b0cd04cb47a0c528,camara,camara,PDL 178/2020
a899f905b0eccf3f97fdd23e81534d5d,camara,camara,PL 1721/2020
6785b84d5485c7fdd61c3ce4d77996cd,camara,camara,PL 808/2020
75f2e0c5a26456eddc948020ec6dda3e,senado,camara,MPV 935/2020
f14428c128dd059d6ed898cbf8be3dbe,camara,camara,PL 5740/2016
b1466981b4e98b9771309c8467ae2940,camara,camara,PL 1020/2020
788f344150ddd2488708be7472557efb,camara,camara,PL 1422/2019
aa5f08c604cc7b43d5b69e10e0afb169,camara,camara,PL 3320/2020
05f0baec446c897064fe0d738639f025,camara,camara,PL 1695/2020
66f746d8f0bcf88c6bc54c4559178fd3,camara,camara,PL 3277/2020
a7cd94c276c1cd8d2721e4bb087a3cd9,camara,camara,MSC 369/2019
564a6e676579427e8012651bae1ea3dd,camara,camara,PL 1496/2020
60019a64b9307d80f6243835c6b71c81,camara,camara,PL 702/2020
3ff161a0425a40018673ef00b3e0cd7d,camara,NA,PL 5900/2013
dbe3f754a672289ad9d9e48018478b8e,camara,camara,MPV 967/2020
4a6a3c1f47f94a7c4acbe96f40b6c561,camara,camara,PL 4021/2019
74267f0f8399b4992fc7159a9adef7fc,camara,camara,PL 2501/2020
d8b37d4c8cd77ddfc86fa8225b4a2535,camara,camara,PDL 319/2020
38e8b490483c3cf54027d9678f4884d5,camara,camara,PL 864/2020
9e81550c8955e49bb30ad4357d50e4d9,camara,NA,PL 6537/2019
e0c50cfb097ef9953e6b0150f45c2afc,camara,camara,PEC 45/2019
